"sector","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
52,65637867.8844465,68919761.2786688,72365749.3426022,75984036.8097324,79783238.650219,83772902.6778892,87961176.6898149,92359227.7204082,96977181.3025312,101826032.56376,106917326.388051,112263184.903556,117876336.344836,123770145.358181,129958644.822192
51,25310945.7648439,26576493.0530861,27905317.7057404,29300583.5910274,30765612.7705788,32303915.0924427,33919093.4867387,35615047.8907169,37395800.0148939,39265589.7452799,41228868.9621851,43290312.1399356,45454827.4765736,47727568.5800435,50113946.7386869
45,10653896.2458459,11186591.0581382,11745920.6110451,12333216.6415974,12949877.4736773,13597426.8864719,14277247.5204942,14991109.5162306,15740664.6117539,16527697.4620534,17354081.9548678,18221785.6723229,19132874.5756508,20089517.9241451,21093993.4400641
49,17821286.0713301,18712350.3748966,19647967.8936414,20630366.2883235,21661884.6027397,22745222.386523,23882319.5174388,25076430.9061648,26330247.8643272,27646755.6703976,29029088.8667716,30480538.7229643,32004561.0719666,33604784.538419,35285019.178194
30,2120607.25177228,2226637.61436089,2337969.49507894,2454867.96983289,2577611.36832453,2706511.13378681,2841822.95419959,2983913.78087848,3133109.14889132,3289764.28530479,3454252.17853894,3626964.4664348,3808312.36872545,3998727.66613064,4198663.72840608
32,1301854.51271701,1366947.23835286,1435294.6002705,1507059.33028403,1582412.29679823,1661545.87011539,1744611.33352231,1831841.81138332,1923433.81313737,2019605.41497912,2120585.59691297,2226614.7879435,2337945.43852557,2454842.62163673,2577584.66390345
44,15221600.777129,15982680.8159854,16781814.8567847,17620905.5996239,18501950.8796051,19427374.4507453,20398527.5373454,21418447.5795836,22489363.6239338,23613825.4705014,24794510.4093974,26034229.5952383,27335934.7403712,28702725.1427607,30137855.0652697
48,18345498.8420045,19262773.7841047,20225912.4733099,21237208.0969754,22299068.5018242,23414148.1026299,24584743.6801865,25813979.8313496,27104677.7900708,28459910.6467281,29882905.1462182,31377049.3706829,32945900.8063707,34593194.813843,36322853.5216889
46,942433.08883405,989554.743275752,1039032.48043954,1090984.10446152,1145533.30968459,1202839.26670199,1262953.77526873,1326101.29896509,1392406.19884628,1462026.34372152,1535127.49584052,1611883.70556547,1692477.72577667,1777101.44699843,1865956.35428128
47,8188511.45069631,8597937.02323113,9027833.87439269,9479225.56811233,9953186.84651794,10451241.9043417,10973392.9259293,11522062.3508436,12098165.2470037,12703073.2879717,13338226.7309881,14005137.8461553,14705394.5170809,15440664.0215528,16212697.0012483
11,26510303.32907,27835818.4955235,29227609.4202996,30688989.8913146,32223439.3858804,33834841.1768591,35526384.2978183,37302701.393965,39167834.344919,41126223.9434206,43182533.0218474,45341657.5541955,47608738.313161,49989173.1100748,52488629.6468343
19,69433153.1481379,72904810.8055449,76550051.3458221,80377553.9131132,84396431.6087688,88616575.3345677,93047142.4686424,97699495.7610759,102584466.718131,107713686.223039,113099366.703192,118754331.207353,124692043.936722,130926642.302559,137472970.586688
38,3175126.3074387,3333882.62281063,3500576.75395117,3675605.59164872,3859385.87123116,4052362.40708836,4254974.37834273,4467723.02449435,4691109.10295355,4925664.48533571,5171947.63683697,5430544.9459133,5702072.12044345,5987175.6537001,6286534.36361959
22,96113889.541253,100919584.018316,105965563.219231,111263841.380193,116827033.449203,122668878.069516,128801937.200502,135242027.419389,142004122.149221,149104321.615544,156559531.055184,164387500.966805,172606869.374008,181237206.20157,190299059.870511
17,9180704.1653519,9639739.37361949,10121726.3423005,10627812.6594155,11159203.2923863,11717196.0405639,12303029.0020289,12918180.0835217,13564088.7190891,14242292.7864349,14954407.057148,15702127.0413968,16487233.0248579,17311594.3074922,18177173.6542581
14,6572900.59848298,6901545.62840713,7246622.90982748,7608954.05531886,7989401.75808481,8388951.96421181,8808317.38146867,9248733.15338311,9711169.71389326,10196728.1024289,10706564.4103913,11241892.5337519,11803987.0632805,12394186.3192855,13013895.5380908
15,16614939.1543785,17445686.1120975,18317970.4177023,19233868.9385875,20195562.3855168,21205940.9000071,22265740.2712612,23379020.6477628,24547965.0430895,25775356.6581826,27064117.8540303,28417317.1096703,29838176.3280924,31330078.5074356,32896575.7957459
16,39281047.481596,41245099.8556758,43307354.8484596,45472722.5908825,47746358.7204267,50135605.5827887,52640815.4492632,55272833.4737267,58036452.3994134,60938252.2713845,63985142.136954,67184376.4958021,70543572.5725926,74070728.4532225,77774242.127884
13,20635629.9508284,21667411.4483698,22750782.0207883,23888321.1218277,25082737.1779191,26337470.0502678,27653757.7093196,29036443.5962524,30488263.7775318,32012674.9678752,33613306.7177358,35293970.0550894,37058666.5593107,38911597.888743,40857175.784647
10,12296098.1136709,12910903.0193545,13556448.1703222,14234270.5788383,14945984.1077802,15694193.4482343,16477958.0684547,17301855.4423961,18166947.6850345,19075294.5398049,20029058.7373138,21030511.1446981,22082036.1724517,23186137.4515929,24345443.7946912
18,18903731.8503709,19848918.4428895,20841364.3650339,21883432.5832856,22977604.2124499,24126760.345033,25332812.0332401,26599452.4654514,27929424.9192733,29325895.9957863,30792190.6261249,32331799.9879804,33948389.8179288,35645809.1393745,37428099.4268925
