"sector","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"Angkutan Udara",1673666.5941593,1757349.92386726,1845217.42006063,1937478.29106366,2034352.20561684,2136069.81589768,2242873.30669257,2355016.9720272,2472767.82062856,2596406.21165998,2726226.52224298,2862537.84835513,3005664.74077289,3155947.97781153,3313745.37670211
"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",617363.528757825,648231.705195716,680643.290455502,714675.454978277,750409.227727191,787929.689113551,827326.173569228,868692.482247689,912127.106360074,957733.461678078,1005620.13476198,1055901.14150008,1108696.19857508,1164131.00850384,1222337.55892903
"Penyediaan Akomodasi",2767.37240754136,3011.48208541749,3306.39273317458,3668.73175169199,4121.09979551369,4694.24622305302,5430.03834675305,6385.51420821787,7638.41435121783,9294.73241806104,11499.0214264127,14448.4615052758,18412.062070966,23756.8724518677,30983.7590164842
"Penyediaan Makan Minum",14000.9813875521,15236.0079639067,16728.0526591257,18561.2387575193,20849.9101257172,23749.6375043924,27472.2408854236,32306.2937851275,38645.110236259,47024.9456469515,58177.1395199978,73099.2885855983,93152.3966925486,120193.482661977,156756.588111758
"Informasi dan Komunikasi",86630.0786922175,90961.5826268283,95509.6617581698,100285.144846078,105299.402088382,110564.372192801,116092.590802441,121897.220342563,127992.081359692,134391.685427676,141111.26969906,148166.833184013,155575.174843214,163353.933585374,171521.630264643
"Jasa Perantara Keuangan",41361.7375148423,43429.8243905844,45601.3156101136,47881.3813906193,50275.4504601503,52789.2229831578,55428.6841323157,58200.1183389314,61110.124255878,64165.6304686719,67373.9119921055,70742.6075917108,74279.7379712963,77993.7248698611,81893.4111133542
"Asuransi dan Dana Pensiun",4363.29297004865,4581.45761855108,4810.53049947864,5051.05702445257,5303.6098756752,5568.79036945896,5847.22988793191,6139.5913823285,6446.57095144492,6768.89949901717,7107.34447396803,7462.71169766643,7835.84728254975,8227.63964667724,8639.0216290111
"Jasa Keuangan Lainnya",6487.66512976805,6812.04838625645,7152.65080556928,7510.28334584774,7885.79751314013,8280.08738879713,8694.09175823699,9128.79634614884,9585.23616345628,10064.4979716291,10567.7228702106,11096.1090137211,11650.9144644071,12233.4601876275,12845.1331970089
"Jasa Penunjang Keuangan",717.975125019175,753.873881270134,791.567575333641,831.145954100323,872.703251805339,916.338414395606,962.155335115386,1010.26310187116,1060.77625696471,1113.81506981295,1169.5058233036,1227.98111446878,1289.38017019222,1353.84917870183,1421.54163763692
"Real Estate",88.1614255089482,94.1459584313257,101.005126500951,108.9926855781,118.451738113623,129.847180939588,143.809988317755,161.197649705714,183.176658265813,211.335098253307,247.836316906915,295.628675738896,358.731850630005,442.627619812244,554.793277056882
"Jasa Perusahaan",4180.37857962024,4495.90747472773,4866.08895222677,5307.84543147413,5844.12472623101,6506.09174918759,7336.11981041743,8391.87334263498,9751.88040302985,11523.138703775,13851.4973876937,16935.8276427601,21047.3651214493,26556.1118022567,33966.8739506299
"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",24470.5491618001,26599.0308464653,29164.2449080637,32308.5904922775,36225.5920243679,41178.5174157916,47525.7897902115,55755.6722571775,66533.6102744679,80766.8515399555,99692.6495917072,124998.658782993,158987.270891942,204799.931528318,266723.328707208
"Jasa Pendidikan",16486.0681649838,18067.5220337267,20004.408513987,22415.3706064399,25461.8015118803,29363.4207295111,34419.5340448668,41038.0519577815,49775.0983000417,61389.0744175054,76914.4551203996,97762.5181973883,125858.838610515,163830.966058906,215264.602654141
"Jasa Kesehatan dan Kegiatan Sosial",18893.1869922489,20679.4478971667,22862.2064150169,25573.4097936517,28992.5273073458,33363.8638604888,39020.1914598272,46415.004497437,56166.5464424036,69117.9044528884,86419.0366103444,109638.736846334,140917.465223367,183175.958952675,240399.983906461
"Jasa lainnya",17160.0098783419,18740.9938778319,20664.9160568305,23045.2428018431,26036.2704279989,29847.9988378756,34766.4326025401,41181.2904007493,49623.8267823933,60818.4572043893,75753.224451559,95775.9832532651,122725.690578147,159111.614768457,208357.953702372
"Lainnya",9.84085295721878,10.7475092583887,11.8508323580748,13.2158925001652,14.9311749106881,17.1171094834501,19.9377129617882,23.6164796355637,28.4580712129157,34.8779225368076,43.4426523827436,54.9252230232511,70.3802320544924,91.2466845249795,119.488275568801
