"sector","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
52,65637867.8844465,68919761.2786688,72365749.3426022,75984036.8097324,79783238.650219,83772400.58273,87961020.6118664,92359071.6424598,96977025.2245828,101825876.485812,106917170.310103,112263028.825608,117876180.266888,123769989.280232,129958488.744244
51,25310945.7648439,26576493.0530861,27905317.7057404,29300583.5910274,30765612.7705788,32303893.4091077,33919088.0795631,35615042.4835413,37395794.6077183,39265584.3381043,41228863.5550095,43290306.73276,45454822.069398,47727563.1728679,50113941.3315113
45,10653896.2458459,11186591.0581382,11745920.6110451,12333216.6415974,12949877.4736773,13597371.3473611,14277239.9147292,14991101.9104656,15740657.0059889,16527689.8562884,17354074.3491028,18221778.0665579,19132866.9698858,20089510.3183801,21093985.8342991
49,17821286.0713301,18712350.3748966,19647967.8936414,20630366.2883235,21661884.6027397,22744978.8328767,23882227.7745205,25076339.1632465,26330156.1214089,27646663.9274793,29028997.1238533,30480446.980046,32004469.3290483,33604692.7955007,35284927.4352757
30,2120607.25177228,2226637.61436089,2337969.49507894,2454867.96983289,2577611.36832453,2706491.93674076,2841816.5335778,2983907.36025668,3133102.72826952,3289757.86468299,3454245.75791715,3626958.045813,3808305.94810365,3998721.24550884,4198657.30778428
32,1301854.51271701,1366947.23835286,1435294.6002705,1507059.33028403,1582412.29679823,1661532.91163814,1744609.55722005,1831840.03508105,1923432.0368351,2019603.63867686,2120583.8206107,2226613.01164124,2337943.6622233,2454840.84533447,2577582.88760119
44,15221600.777129,15982680.8159854,16781814.8567847,17620905.5996239,18501950.8796051,19427048.4235854,20398400.8447647,21418320.8870029,22489236.9313531,23613698.7779207,24794383.7168167,26034102.9026576,27335808.0477905,28702598.45018,30137728.372689
48,18345498.8420045,19262773.7841047,20225912.4733099,21237208.0969754,22299068.5018242,23414021.9269154,24584723.0232612,25813959.1744242,27104657.1331454,28459889.9898027,29882884.4892929,31377028.7137575,32945880.1494454,34593174.1569177,36322832.8647635
46,942433.08883405,989554.743275752,1039032.48043954,1090984.10446152,1145533.30968459,1202809.97516882,1262950.47392726,1326097.99762363,1392402.89750481,1462023.04238005,1535124.19449905,1611880.404224,1692474.4244352,1777098.14565696,1865953.05293981
47,8188511.45069631,8597937.02323113,9027833.87439269,9479225.56811233,9953186.84651794,10450846.1888438,10973388.498286,11522057.9232003,12098160.8193604,12703068.8603284,13338222.3033448,14005133.418512,14705390.0894376,15440659.5939095,16212692.573605
11,26510303.32907,27835818.4955235,29227609.4202996,30688989.8913146,32223439.3858804,33834611.3551743,35526341.9229331,37302659.0190797,39167791.9700337,41126181.5685354,43182490.6469622,45341615.1793103,47608695.9382758,49989130.7351896,52488587.2719491
19,69433153.1481379,72904810.8055449,76550051.3458221,80377553.9131132,84396431.6087688,88616253.1892073,93047065.8486676,97699419.1411011,102584390.098156,107713609.603064,113099290.083217,118754254.587378,124691967.316747,130926565.682584,137472893.966713
38,3175126.3074387,3333882.62281063,3500576.75395117,3675605.59164872,3859385.87123116,4052355.16479272,4254972.92303236,4467721.56918397,4691107.64764317,4925663.03002533,5171946.1815266,5430543.49060293,5702070.66513307,5987174.19838973,6286532.90830921
22,96113889.541253,100919584.018316,105965563.219231,111263841.380193,116827033.449203,122668385.121663,128801804.377746,135241894.596633,142003989.326465,149104188.792788,156559398.232428,164387368.144049,172606736.551251,181237073.378814,190298927.047755
17,9180704.1653519,9639739.37361949,10121726.3423005,10627812.6594155,11159203.2923863,11717163.4570056,12303021.6298559,12918172.7113487,13564081.3469161,14242285.4142619,14954399.684975,15702119.6692237,16487225.6526849,17311586.9353192,18177166.2820851
14,6572900.59848298,6901545.62840713,7246622.90982748,7608954.05531886,7989401.75808481,8388871.84598905,8808315.43828849,9248731.21020293,9711167.77071307,10196726.1592487,10706562.4672112,11241890.5905717,11803985.1201003,12394184.3761053,13013893.5949106
15,16614939.1543785,17445686.1120975,18317970.4177023,19233868.9385875,20195562.3855168,21205340.5047927,22265607.5300323,23378887.9065339,24547832.3018606,25775223.9169537,27063985.1128013,28417184.3684414,29838043.5868635,31329945.7662067,32896443.054517
16,39281047.481596,41245099.8556758,43307354.8484596,45472722.5908825,47746358.7204267,50133676.656448,52640360.4892704,55272378.5137339,58035997.4394206,60937797.3113917,63984687.1769612,67183921.5358093,70543117.6125998,74070273.4932297,77773787.1678912
13,20635629.9508284,21667411.4483698,22750782.0207883,23888321.1218277,25082737.1779191,26336874.0368151,27653717.7386558,29036403.6255886,30488223.8068681,32012634.9972115,33613266.747072,35293930.0844257,37058626.5886469,38911557.9180793,40857135.8139833
10,12296098.1136709,12910903.0193545,13556448.1703222,14234270.5788383,14945984.1077802,15693283.3131692,16477947.4788277,17301844.8527691,18166937.0954075,19075283.9501779,20029048.1476868,21030500.5550712,22082025.5828247,23186126.861966,24345433.2050642
18,18903731.8503709,19848918.4428895,20841364.3650339,21883432.5832856,22977604.2124499,24126484.4230724,25332808.644226,26599449.0764373,27929421.5302592,29325892.6067722,30792187.2371107,32331796.5989663,33948386.4289146,35645805.7503603,37428096.0378784
9,155305999.931092,163071299.927647,171224864.924029,179786108.170231,188775413.578742,198214184.25768,208124893.470564,218531138.144092,229457695.051296,240930579.803861,252977108.794054,265625964.233757,278907262.445445,292852625.567717,307495256.846103
20,64358976.3619803,67576925.1800794,70955771.4390833,74503560.0110375,78228738.0115894,82140174.9121689,86247183.6577773,90559542.8406662,95087519.9826995,99841895.9818345,104833990.780926,110075690.319972,115579474.835971,121358448.57777,127426371.006658
8,135411326.735098,142181893.071853,149290987.725445,156755537.111718,164593313.967303,172822979.665669,181464128.648952,190537335.0814,200064201.83547,210067411.927243,220570782.523605,231599321.649786,243179287.732275,255338252.118889,268105164.724833
12,3675246.77006752,3859009.1085709,4051959.56399944,4254557.54219941,4467285.41930938,4690649.69027485,4925182.1747886,5171441.28352803,5430013.34770443,5701514.01508965,5986589.71584413,6285919.20163634,6600215.16171816,6930225.91980407,7276737.21579427
21,7545259.43896173,7922522.41090982,8318648.53145531,8734580.95802808,9171310.00592948,9629875.50622596,10111369.2815373,10616937.7456141,11147784.6328948,11705173.8645396,12290432.5577665,12904954.1856549,13550201.8949376,14227711.9896845,14939097.5891687
33,2203995.36176463,2314195.12985286,2429904.8863455,2551400.13066278,2678970.13719591,2812918.64405571,2953564.5762585,3101242.80507142,3256304.94532499,3419120.19259124,3590076.2022208,3769580.01233184,3958059.01294844,4155961.96359586,4363760.06177565
37,10641761.1820061,11173849.2411064,11732541.7031617,12319168.7883198,12935127.2277358,13581883.5891226,14260977.7685787,14974026.6570076,15722727.989858,16508864.3893509,17334307.6088184,18201022.9892594,19111074.1387223,20066627.8456585,21069959.2379414
36,1238551.03207058,1300478.58367411,1365502.51285781,1433777.6385007,1505466.52042574,1580739.84644703,1659776.83876938,1742765.68070785,1829903.96474324,1921399.1629804,2017469.12112942,2118342.57718589,2224259.70604519,2335472.69134745,2452246.32591482
34,143740556.100432,150927583.905454,158473963.100727,166397661.255763,174717544.318551,183453421.534479,192626092.611203,202257397.241763,212370267.103851,222988780.459044,234138219.481996,245845130.456096,258137386.9789,271044256.327845,284596469.144238
42,34112097.4805895,35817702.354619,37608587.47235,39489016.8459675,41463467.6882658,43536641.0726791,45713473.1263131,47999146.7826287,50399104.1217602,52919059.3278482,55565012.2942406,58343262.9089526,61260426.0544003,64323447.3571203,67539619.7249763
41,207296574.018627,217661402.719559,228544472.855537,239971696.498313,251970281.323229,264568795.389391,277797235.15886,291687096.916803,306271451.762643,321585024.350776,337664275.568314,354547489.34673,372274863.814067,390888607.00477,410433037.355009
4,1037594.33964902,1089474.05663147,1143947.75946304,1201145.1474362,1261202.404808,1324262.52504841,1390475.65130083,1459999.43386587,1532999.40555916,1609649.37583712,1690131.84462897,1774638.43686042,1863370.35870344,1956538.87663862,2054365.82047055
2,76095566.7741136,79900345.1128193,83895362.3684603,88090130.4868833,92494637.0112275,97119368.8617889,101975337.304878,107074104.170122,112427809.378628,118049199.84756,123951659.839938,130149242.831935,136656704.973531,143489540.222208,150664017.233318
3,220953.779644814,232001.468627055,243601.542058407,255781.619161328,268570.700119394,281999.235125364,296099.196881632,310904.156725714,326449.364562,342771.832790099,359910.424429604,377905.945651085,396801.242933639,416641.305080321,437473.370334337
5,1304.06692154881,1369.27026762625,1437.73378100757,1509.62047005794,1585.10149356084,1664.35656823888,1747.57439665083,1834.95311648337,1926.70077230754,2023.03581092292,2124.18760146906,2230.39698154252,2341.91683061964,2459.01267215062,2581.96330575816
6,8958105.89868375,9406011.19361794,9876311.75329883,10370127.3409638,10888633.708012,11433065.3934126,12004718.6630832,12604954.5962374,13235202.3260492,13896962.4423517,14591810.5644693,15321401.0926927,16087471.1473274,16891844.7046937,17736436.9399284
43,3399204.46331198,3569164.68647758,3747622.92080146,3935004.06684153,4131754.27018361,4338341.98369279,4555259.08287743,4783022.0370213,5022173.13887236,5273281.79581598,5536945.88560678,5813793.17988712,6104482.83888148,6409706.98082555,6730192.32986683
39,6607287.2033242,6937651.56349041,7284534.14166493,7648760.84874818,8031198.89118559,8432758.83574487,8854396.77753211,9297116.61640872,9761972.44722915,10250071.0695906,10762574.6230701,11300703.3542237,11865738.5219348,12459025.4480316,13081976.7204332
40,33760218.1549833,35448229.0627325,37220640.5158691,39081672.5416626,41035756.1687457,43087543.9771829,45241921.1760421,47504017.2348442,49879218.0965864,52373179.0014157,54991837.9514865,57741429.8490609,60628501.3415139,63659926.4085896,66842922.7290191
23,42207987.8440823,44318387.2362865,46534306.5981008,48861021.9280058,51304073.0244061,53869276.6756264,56562740.5094078,59390877.5348781,62360421.4116221,65478442.4822032,68752364.6063133,72189982.836629,75799481.9784605,79589456.0773835,83568928.8812527
29,31774213.7137432,33362924.3994304,35031070.6194019,36782624.150372,38621755.3578906,40552843.1257851,42580485.2820744,44709509.5461781,46944985.023487,49292234.2746613,51756845.9883944,54344688.2878141,57061922.7022048,59915018.837315,62910769.7791808
7,3352350.247925,3519967.76032125,3695966.14833731,3880764.45575418,4074802.67854189,4278542.81246898,4492469.95309243,4717093.45074705,4952948.1232844,5200595.52944862,5460625.30592105,5733656.57121711,6020339.39977796,6321356.36976686,6637424.1882552
25,4956730.70239447,5204567.23751419,5464795.5993899,5738035.3793594,6024937.14832737,6326184.00574374,6642493.20603092,6974617.86633247,7323348.75964909,7689516.19763155,8073992.00751312,8477691.60788878,8901576.18828322,9346654.99769738,9813987.74758225
28,554896.067047008,582640.870399358,611772.913919326,642361.559615292,674479.637596057,708203.61947586,743613.800449653,780794.490472135,819834.214995742,860825.925745529,903867.222032806,949060.583134446,996513.612291169,1046339.29290573,1098656.25755101
50,15062688.176791,15815822.5856305,16606613.7149121,17436944.4006577,18308791.6206906,19224231.2017251,20185442.7618113,21194714.8999019,22254450.644897,23367173.1771419,24535531.835999,25762308.4277989,27050423.8491889,28402945.0416483,29823092.2937307
31,6575188.15254701,6903947.56017437,7249144.93818308,7611602.18509224,7992182.29434685,8391791.4090642,8811380.9795174,9251950.02849327,9714547.52991794,10200274.9064138,10710288.6517345,11245803.0843213,11808093.2385373,12398497.9004642,13018422.7954874
1,38324976.6483541,40241225.4807718,42253286.7548104,44365951.0925509,46584248.6471785,48913461.0795374,51359134.1335143,53927090.84019,56623445.3821995,59454617.6513095,62427348.533875,65548715.9605687,68826151.7585971,72267459.346527,75880832.3138534
27,40670179.8618608,42703688.8549538,44838873.2977015,47080816.9625866,49434857.8107159,51906600.7012517,54501930.7363143,57227027.27313,60088378.6367865,63092797.5686259,66247437.4470572,69559809.31941,73037799.7853805,76689689.7746495,80524174.263382
24,11214164.7763068,11774873.0151221,12363616.6658782,12981797.4991721,13630887.3741307,14312431.7428373,15028053.3299791,15779455.9964781,16568428.796302,17396850.2361171,18266692.7479229,19180027.3853191,20139028.754585,21145980.1923143,22203279.20193
26,28985753.3722025,30435041.0408127,31956793.0928533,33554632.747496,35232364.3848708,36993982.6041143,38843681.73432,40785865.821036,42825159.1120878,44966417.0676922,47214737.9210768,49575474.8171307,52054248.5579872,54656960.9858866,57389809.0351809
35,16522.78236,17348.921478,18216.3675519,19127.185929495,20083.5452259698,21087.7224872682,22142.1086116317,23249.2140422132,24411.6747443239,25632.2584815401,26913.8714056171,28259.564975898,29672.5432246929,31156.1703859275,32713.9789052239
