"2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
11105.5449584705,11660.8098612334,12243.8380091345,12856.025690936,13498.8246676261,14173.6674920564,14882.2817044102,15626.3887541384,16407.6385453374,17228.017698383,18089.4158093818,18993.8838259304,19943.5752433065,20940.7512315515,21987.7860192086
48223.2027469704,50634.3575761919,53166.0701468745,55824.3719784226,58615.5857796235,61546.3279504777,64623.6087974196,67854.7864509029,71247.4986404468,74809.8724684602,78550.3649881244,82477.8821337719,86601.7751367016,90931.8627897779,95478.454825508
426.214342286938,447.524841691316,469.900866065913,493.395855655582,518.065028546894,543.967327204994,571.163593110951,599.721685282803,629.706972844961,661.192286177284,694.251865199889,728.964423173623,765.412609046046,803.683204212089,843.867329136434
203.78603261056,213.974920779811,224.673253357524,235.906786923851,247.702342997931,260.084304853745,273.086389752151,286.740437872593,301.074685645633,316.12831393499,331.934623641399,348.531248833127,365.957705284443,384.255484558324,403.468152795899
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4053932661023,10.9256440352046,11.471907342762,12.0454925429606,12.6477325785811,13.279896299701,13.9437934915498,14.6409780059766,15.3729907111091,16.1416380410484,16.9487177385414,17.796151420909,18.685956787395,19.6202524222052,20.601262838756
34.9109226376473,36.656357263032,38.4890636196859,40.4134825205882,42.4342289878883,44.5550952143068,46.7822846743439,49.1213240636682,51.5766216297201,54.155423518449,56.8631655019542,59.7062945846346,62.6915801214491,65.8261299351043,69.1174072394422
18.0619939536888,18.965074387351,19.9133088426963,20.9089653726682,21.9543797541399,23.0519052417539,24.2043857734651,25.4145985767385,26.6852758339348,28.0195369357287,29.420511093767,30.8915339597071,32.4361079689443,34.0579106786434,35.7608035238274
0.718063203222496,0.753964639873262,0.791661148356567,0.83124402245191,0.872799420520752,0.916438540970108,0.962238952291648,1.0103501953164,1.0608611021246,1.1139038748951,1.1695987865656,1.22807844381962,1.28948208393635,1.35395590605891,1.4216534192876
218109.683604307,229014.857272816,240465.289624751,252488.81031922,265108.627172996,278372.477896779,292280.126139257,306894.093166671,322238.493628827,338350.401670493,355267.905282597,373031.284075306,391682.831807651,411266.956926613,431830.288301522
325.02229262546,341.272874570035,358.335985611838,376.25250419778,395.064392874864,414.811348484831,435.549360119162,457.32665662072,480.191649279697,504.201160016175,529.411146312865,555.881631924388,583.675641816489,612.859352203194,643.502248109235
138.323411014731,145.239493077561,152.501379243532,160.126416209702,168.132646519264,176.538569125674,185.364939989337,194.633144558954,204.364400806853,214.582603896324,225.311717144414,236.57728605491,248.406133410929,260.82642313475,273.867727344762
4.09723533577269,4.30209553400934,4.51719874215782,4.74305793625851,4.98020877145013,5.22920269120409,5.49065445770677,5.76518660273166,6.05344105017462,6.35611286520601,6.67391827106147,7.00761394720971,7.35799440716536,7.72589389011879,8.1121883472199
259.083636857306,272.037498418236,285.639053057213,299.92082320466,314.916655650842,330.658278311574,347.190073425314,364.549463253006,382.776008885773,401.914762161147,422.010453106498,443.110928599115,465.266427866364,488.529702096976,512.956140039118
32.7140360766508,34.3497197675316,36.0671876429565,37.870539268828,39.7640462958021,41.7520754332678,43.8395773909908,46.031548615603,48.3330573481292,50.7497071207836,53.2871893828629,55.9515457580462,58.7491199519887,61.6865728556283,64.7708984044499
50.8773795312502,53.421216550397,56.0922454205012,58.8968615165149,61.841436773851,64.9337356221814,68.1797831033119,71.5887665064515,75.168166729129,78.9265725721187,82.8728987167719,87.0165411686577,91.3673657431378,95.935731546342,100.732515639706
55.6161450320651,58.3963609766767,61.3155877185188,64.3809884302403,67.5994943059591,70.97078669392,74.5175651377939,78.2432790508646,82.1543130699789,86.2619582402001,90.5749856815893,95.103664495048,99.8587772491797,104.851645641018,110.094157452448
207.215268455955,217.574736491135,228.452177928075,239.87437188975,251.866693207509,264.450942212907,277.664631084747,291.547207595452,306.118253085379,321.423905464815,337.494840530319,354.369322349097,372.087528258815,390.691644464018,410.225966479481
70.8136585709358,74.3541659277188,78.071698652341,81.9752427526824,86.0732181275203,90.3763143619209,94.8930892488904,99.6376971503432,104.619229309767,109.850171151581,115.342660113038,121.109773522567,127.165242602574,133.52348513658,140.199639797287
27.5470280733783,28.9243157449267,30.3704678000524,31.8890376237645,33.4825941737225,35.1582789599397,36.9140705425161,38.7597658221998,40.6976932381087,42.7325743751377,44.86919960153,47.112656089242,49.4682854013395,51.9416961790419,54.5387774956295
49.7360824085882,52.2228636407308,54.8339839344804,57.5756995351596,60.4541663633591,63.4774250009985,66.6505409358438,69.9830649202861,73.4821952528855,77.1563037108209,81.0141176032094,85.0648221902174,89.3180620065758,93.783963813752,98.4731607112871
1683.30549744932,1767.46888516292,1855.84044226221,1948.63340631367,2046.04307288008,2148.37873251255,2255.74480934265,2368.5317265988,2486.95581921572,2611.30347380102,2741.86851191348,2878.96180193156,3022.90975645054,3174.05510869547,3332.75772855265
342.560675580254,359.688191230015,377.672082662264,396.555478731235,416.382265116486,437.196962510049,459.05327626402,482.005748576359,506.104392460151,531.409533661379,557.979931958467,585.87885017041,615.172714292949,645.931271621616,678.227756816716
283.425744192376,297.596907159967,312.476628275938,328.100400800358,344.5052197702,361.729190516267,379.814945734256,398.805650684421,418.745588204233,439.682850069019,461.666975033873,484.75030624697,508.987804020721,534.437176683161,561.159017978722
15.1494126473709,15.9067937541124,16.7020439161911,17.5370840035232,18.4138480993458,19.3331166785399,20.2995522027299,21.3145092477842,22.3801190205335,23.499115858039,24.6740625391762,25.9077565543704,27.2031352703242,28.5632829220757,29.9914379564148
28.0881329426689,29.4924991135441,30.967083592963,32.5154180656858,34.1411220309226,35.8477461458344,37.6399084129109,39.5218905646523,41.4978793755747,43.5727678176891,45.7514006841334,48.0389651938999,50.4409079291548,52.9629478011724,55.6110896667908
0.00190180106169141,0.00199688799799835,0.00209672928112064,0.00220156340300442,0.00231163999518716,0.00242716737316265,0.00254852187217075,0.00267594724530857,0.00280974063657495,0.00295022734825322,0.00309773839551713,0.00325262499514422,0.00341525592475268,0.00358601840084156,0.00376531900073488
102.417407689713,107.538108975527,112.914845325632,118.560537252385,124.488595649132,130.711822133346,137.246450277344,144.108665095119,151.313002193212,158.878610181193,166.822498571473,175.163581381268,183.921718331553,193.117762129352,202.773608117041
6384.28122535635,6703.47681079237,7038.6321755002,7390.5555987604,7760.06368673929,8147.88340658719,8555.177589102,8982.92881953021,9432.00716591153,9903.60442051656,10398.7815386193,10918.7175126271,11464.6502853353,12037.8796966789,12639.7705785897
290.686876690458,305.220493454627,320.480791057004,336.505765079716,353.316798614395,371.012014601193,389.529261345747,409.005688567112,429.455735119075,450.928505830024,473.474915596498,497.148645851295,522.006062618832,548.106350224746,575.511652210956
20.8758590050801,21.9196118666187,23.0155523712343,24.1663131308229,25.3745311567168,26.642908726734,27.9747659041362,29.3734918717667,30.842070001836,32.3841683459245,34.0033716105377,35.7035350383814,37.4887066376174,39.3631368168152,41.3312885049729
225.448199637274,236.720249743546,248.555902355133,260.983574948996,274.031801007849,287.730979959995,302.114525000719,317.220125664785,333.080066935435,349.73401869492,367.220668076705,385.581649927579,404.860680870996,425.103663361585,446.358794976703
890.649041910852,935.180232072802,981.93798174285,1031.03434115351,1082.58319150688,1136.70104828081,1193.52735930749,1253.20332738332,1315.86031905201,1381.65316828201,1450.73566007135,1523.27227645015,1599.4357236479,1679.40734320553,1763.37754374105
399.213180609437,419.173505432989,440.131846497719,462.138245805629,485.244770373019,509.502640396418,534.976446042953,561.725166826512,589.810668693563,619.301159253282,650.266174352155,682.779440205971,716.918369352478,752.764244956311,790.402414340335
238.123919163949,250.029717727439,262.530806219104,275.657220080509,289.439098494171,303.908565697007,319.100652062461,335.055533032854,351.806970845209,369.39725771062,387.867058955919,407.260350263483,427.623306136425,449.004409803014,471.454568652932
0.00161049564226557,0.00169101646832368,0.00177556333568468,0.00186433986742197,0.00195754951136009,0.00205539207373219,0.00215813543746918,0.00226604076509078,0.00237933050067759,0.00249829643322401,0.00262321066266184,0.00275437060357156,0.00289208854152677,0.00303669237637974,0.00318852640297536
573.021498688478,601.671602478175,631.754211457357,663.341303170588,696.507516282765,731.318684617653,767.881736679961,806.275547616775,846.587394662331,888.916646452623,933.362360852293,980.030360971945,1029.03176109758,1080.4832312295,1134.50727486801
2.03901005481969,2.14095126974146,2.24798954540931,2.36038330576011,2.47839408377823,2.60218281369549,2.73226180397065,2.8688721244698,3.01229555259315,3.16290915532284,3.3210534384021,3.48710493563533,3.66145900773022,3.84453078342986,4.03675614791447
33.4039654333151,35.0741016263984,36.8277446291358,38.66910416002,40.602422434264,42.6319581547299,44.7631438411727,47.0012818641452,49.3511966030071,51.818748408964,54.409677809821,57.1301536807209,59.9866533451658,62.9859779928329,66.1352688728833
