"2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
162846.921785141,170989.202524765,179538.662651003,188515.595783553,197941.375572731,207838.554130593,218230.432062679,229142.028059817,240599.013869332,252628.992097938,265260.393621136,278523.42795663,292449.581603525,307072.059748076,322425.664187548
18195.257798734,19105.0052089635,20060.2554694117,21063.2682428822,22116.4316550264,23222.2792417535,24383.3814135099,25602.5681062798,26882.6691303665,28226.8091092764,29638.1381753783,31120.0485554198,32676.0467784341,34309.8488957295,36025.341684475
22802.4724106823,23942.4372397451,25139.5591017323,26396.5370568189,27716.3639096599,29102.4488549929,30557.4503520415,32085.5036378099,33689.497941948,35374.0397460062,37142.6249007646,38999.7917542588,40949.7382094061,42997.2228464244,45147.0875170913
6541.00865154614,6868.04790986043,7211.45030535345,7572.02282062112,7950.62396165218,8348.17393110179,8765.57411662625,9203.86554323544,9664.0390548402,10147.2457158702,10654.5997800789,11187.3322748739,11746.6958533498,12334.030486033,12950.7322586267
13363.4628452811,14031.5976566629,14733.1775394961,15469.8364164709,16243.3282372944,17055.5590402565,17908.3077970273,18803.7668227442,19743.8873624312,20731.0978813121,21767.6245730167,22856.0143972395,23998.8047052747,25198.7443917469,26458.6824630462
51181.7524014042,53738.8089096951,56425.7493551798,59247.0368229388,62209.3886640858,65323.2701115373,68587.8865929817,72019.5931397093,75616.9800715529,79398.6848863088,83367.124718173,87535.9364240996,91912.1815339228,96507.7615307499,101333.19473858
34546.8076872318,36274.1166493299,38087.8224817964,39992.2136058863,41991.8242861806,44091.4682859699,46296.0177670706,48610.8544265201,51041.3415666825,53593.4218848218,56273.0698597928,59086.7303991199,62041.0583838389,65143.1108531514,68400.2670940115
84240.0431062159,88450.8417446991,92873.3838319341,97517.0530235308,102392.905674707,107514.572716479,112889.384677211,118535.22399429,124459.85635737,130683.356278375,137216.638591776,144077.740405985,151281.300514719,158845.348309442,166787.642467052
201886.272402429,211978.125477088,222577.031750942,233705.883338489,245391.177505414,257664.869789915,270546.239171225,284076.35221405,298275.817497304,313190.645125702,328848.36700906,345291.337128597,362555.23562647,380682.962179629,399717.164961918
1536323.96396261,1613139.09854328,1693796.05347045,1778485.85614397,1867410.14895117,1960782.44314329,2058820.75518163,2161763.00376253,2269849.27257454,2383342.18435965,2502508.51100959,2627634.17507273,2759015.5949157,2896966.35943344,3041814.70103869
70310.3091966268,73825.7880960827,77517.0775008869,81392.9313759312,85462.5779447278,89735.768258831,94222.5288250614,98933.6968866356,103880.317061272,109074.34831909,114528.038835353,120254.448975662,126267.161493542,132580.519044776,139209.545809386
1867719.84576724,1961105.1081205,2059160.36352652,2162118.38170285,2270224.30078799,2383736.74202725,2502923.02316354,2628070.00527963,2759472.21440039,2897446.13267937,3042317.90225569,3194433.96105398,3354155.46083423,3521863.22342531,3697956.40081573
116945.413557662,122792.614584714,128932.24531395,135378.857579647,142147.80045863,149255.307486263,156718.019810066,164554.000091056,172781.576893973,181420.685086126,190491.66809408,200016.26711775,210017.061554366,220517.913634878,231543.810864263
1186515.21104115,1245840.52286688,1308132.54901022,1373539.17646074,1442216.13528377,1514327.69585217,1590043.73886622,1669546.43663946,1753022.9647434,1840674.3020519,1932707.68699925,2029343.17197459,2130810.20868568,2237350.71269545,2349218.25830092
160137.590634669,168143.621708242,176550.802793654,185378.342933337,194647.260080004,204381.048387802,214599.454567402,225330.393180303,236595.412046995,248425.540148123,260846.192893264,273888.69280183,287582.896975027,301962.029676218,317060.150012765
710953.655120867,746501.080040537,783826.134042563,823017.440744692,864168.312781926,907377.161553945,952745.823247034,1000383.40793024,1050402.12225376,1102922.33700609,1158068.2641505,1215971.73517696,1276770.25189966,1340608.76080314,1407639.20457242
61336.7362483968,64403.5257307338,67623.7020172705,71004.887118134,74555.1314740407,78282.9675563738,82197.079884586,86306.9877593683,90622.2534276811,95153.3860416476,99911.0205201098,104906.582159728,110151.898411432,115659.492654369,121442.468338762
214314.916204297,225027.119386789,236278.475356129,248092.399123935,260497.019080132,273527.82120649,287201.513975841,301565.622601037,316637.637366126,332471.011924513,349091.95599409,366547.348216204,384873.753342192,404117.390288731,424323.338520336
10079.1246937917,10583.0801837583,11112.2341929462,11667.8459025936,12251.2381977232,12863.801358651,13506.9908593551,14182.3412501152,14891.4569953204,15636.0301588762,16417.8311188821,17238.7228418278,18100.6587816299,19005.6917100491,19955.9763120992
5291.1203431795,5555.67446400829,5833.4581872087,6125.13109656914,6431.38765139759,6752.96021956547,7090.60678617786,7445.13928426851,7817.39289416475,8208.2633378938,8618.67510954305,9049.60929026589,9502.08923967857,9977.19367451232,10476.0534003744
1572.28058174613,1650.89449731619,1733.439222182,1820.1111832911,1911.11674245566,2006.67277027324,2107.00632232493,2212.35676766918,2322.97440525805,2439.12317335157,2561.07924849761,2689.13323637835,2823.58986736255,2964.76935910543,3113.00782958305
824.764852347496,866.002801905073,909.302942000327,954.768089100343,1002.50649355536,1052.63231053701,1105.26370285084,1160.52722161258,1218.55306431538,1279.48084101222,1343.45466744092,1410.62746653064,1481.15876025327,1555.21669407013,1632.97753528543
1048.13646148523,1100.54236951476,1155.5694879905,1213.34796239003,1274.01536050953,1337.71766569593,1404.60285202436,1474.83403631224,1548.5741195541,1626.00321108691,1707.3026983872,1792.66803850228,1882.30119187357,1976.41623836636,2075.23707061697
8778.71069356916,9217.60848013363,9678.48890414031,10162.4133493473,10670.5340168147,11204.1241297749,11764.3015848951,12352.5596365822,12970.1208477886,13618.6427953873,14299.5471615737,15014.5329845406,15765.2493802384,16553.5113088023,17381.1877130053
166670.165522788,175001.982517941,183752.081643838,192939.68572603,202586.670012332,212718.844653884,223353.498699228,234523.098987989,246246.262320785,258559.288059925,271486.00808465,285060.687752983,299313.262737571,314278.901660011,329992.884323267
79562.334989614,83540.4208611538,87717.4419042115,92103.3139994221,96708.4796993932,101543.955555449,106621.129814614,111952.221456784,117549.777911283,123427.279817302,129598.621089388,136078.559068132,142882.478634156,150026.602123778,157527.932916075
118930.120411101,124876.212817621,131120.023458502,137676.024631428,144559.825862999,151788.511976097,159377.622540101,167346.974525208,175713.591631693,184499.445490006,193724.113443508,203410.411867246,213580.820110528,224259.855194253,235472.857144467
624461.557337222,655675.112759908,688458.868397904,722881.811817799,759025.902408689,796993.194046658,836835.600848836,878688.22123905,922605.788558109,968740.090278322,1017170.08855098,1068030.72835477,1121429.6781887,1177501.02576323,1236376.28864005
2018229.63785223,2119139.86869448,2225096.8621292,2336351.70523566,2453169.29049744,2575829.85663076,2704620.39658264,2839852.84060715,2981843.26972134,3130935.96033885,3287481.83788196,3451856.21031992,3624448.6810128,3805671.09715188,3995954.67980781
99125.5843587134,104081.738359915,109285.825277911,114750.116541806,120487.622368897,126512.213835824,132837.729154573,139479.758158997,146453.524577754,153776.25356685,161464.974115626,169538.250900841,178015.129433231,186915.884112138,196261.68110006
2784378.75820785,2923596.68103252,3069776.51508414,3223265.34083835,3384428.60788027,3553651.74349159,3731333.55751221,3917901.39096112,4113794.66497826,4319484.82593465,4535458.32037109,4762231.46401922,5000342.7614922,5250359.88503361,5512877.90184049
16807.6808548712,17648.0545369638,18530.457263812,19456.9801270026,20429.8291333527,21451.3379946206,22523.8970030198,23650.1036477329,24832.5905037175,26074.224394375,27377.9279911328,28746.8267140308,30184.1652354662,31693.3733489038,33278.0422465626
253811.911137498,266500.933314689,279825.979980423,293817.278979445,308508.142928417,323936.193156303,340131.804427911,357140.185784297,374994.412006225,393744.795551794,413430.87769827,434102.774408311,455807.485751225,478597.837512367,502527.764348473
19300.43404334,20265.4363312635,21278.7081478267,22342.643555218,23459.7757329789,24632.7971331335,25864.4222026655,27157.6654139681,28515.5143438481,29941.2982412533,31438.3488690764,33010.2706661093,34660.7789259191,36393.8175942572,38213.5089053544
63765.19818212,66953.2360387892,70300.8978407287,73815.9427327651,77506.7398694033,81382.4498832488,85451.4032481285,89724.2261949666,94210.0447280195,98920.6405264586,103866.5091753,109059.884428581,114512.818333853,120238.456071373,126250.383808946
405580.466939531,425853.258747794,447145.921685184,469503.217769443,492978.378657915,517637.765797972,543514.907750977,570697.747120445,599221.611840473,629185.318098176,660639.999081103,693673.396436856,728355.373584337,764773.053045259,803011.84416228
906878.186928581,952221.534232945,999832.610944592,1049824.24149182,1102315.45356641,1157432.17040524,1215303.35083846,1276069.15820892,1339871.62195317,1406865.43986787,1477208.29833274,1551068.83928543,1628622.12858208,1710053.2269643,1795555.90080109
42966.7114496632,45115.030341556,47370.7818586338,49739.3209515655,52226.2869991437,54837.6293704106,57579.4981339307,60458.4920298068,63481.3871258916,66655.4635105713,69988.2244131751,73487.6393744004,77162.0168121677,81020.1174139564,85071.1236552968
