"sector","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030"
42,34114286.0459638,35817702.354619,37608587.47235,39489016.8459675,41463467.6882658,43540501.4151427,45715776.187537,48004181.0322309,50400325.2856266,52921309.8120525,55565684.5289872,58344484.072819,61261084.0718933,64324105.3746133,67540361.7047506
41,207296729.508116,217661402.719559,228544472.855537,239971696.498313,251970281.323229,264569069.652469,277797398.782856,291687454.581649,306271538.521827,321585184.239369,337664323.328111,354547576.105914,372274910.56378,390888653.754483,410433090.069932
4,1037595.79139417,1089474.05663147,1143947.75946304,1201145.1474362,1261202.404808,1324265.08573657,1390477.17899472,1460002.77324405,1533000.21559607,1609650.86865501,1690132.2905437,1774639.24689733,1863370.79518742,1956539.31312259,2054366.31264938
2,76095676.3269472,79900345.1128193,83895362.3684603,88090130.4868833,92494637.0112275,97119562.0986282,101975452.589021,107074356.169133,112427870.506326,118049312.499859,123951693.489936,130149303.959632,136656737.911858,143489573.160535,150664054.374538
3,220954.889088611,232001.468627055,243601.542058407,255781.619161328,268570.700119394,282001.192038806,296100.364366514,310906.708724871,326449.983603447,342772.973622249,359910.76520383,377906.564692532,396801.576500748,416641.63864743,437473.746464229
5,1304.07428007184,1369.27026762625,1437.73378100757,1509.62047005794,1585.10149356084,1664.36954770902,1747.58214013853,1834.97004293303,1926.70487817641,2023.04337763307,2124.18986169621,2230.40108741138,2341.9190430447,2459.01488457568,2581.96580048613
6,8958117.88641666,9406011.19361794,9876311.75329883,10370127.3409638,10888633.708012,11433086.5382022,12004731.2779601,12604982.1710315,13235209.0148996,13896974.7692412,14591814.246594,15321407.7815431,16087474.7515779,16891848.3089443,17736441.0040772
43,3399213.40971334,3569164.68647758,3747622.92080146,3935004.06684153,4131754.27018361,4338357.76397217,4555268.49731407,4783042.61598961,5022178.13073699,5273290.99532867,5536948.63356301,5813798.17175174,6104485.52872052,6409709.6706646,6730195.36292626
39,6607294.30241967,6937651.56349041,7284534.14166493,7648760.84874818,8031198.89118559,8432771.35761879,8854404.24802017,9297132.94610987,9761976.40834403,10250078.3695335,10762576.8036121,11300707.3153385,11865740.65636,12459027.5824567,13081979.1272085
40,33760242.7806061,35448229.0627325,37220640.5158691,39081672.5416626,41035756.1687457,43087587.4135539,45241947.0899662,47504073.8799567,49879231.8370582,52373204.323746,54991845.5154366,57741443.5895327,60628508.7454922,63659933.8125679,66842931.0777366
23,42207995.1331145,44318387.2362865,46534306.5981008,48861021.9280058,51304073.0244061,53869289.5325238,56562748.1797691,59390894.3014814,62360425.4787168,65478449.9774564,68752366.8451958,72189986.9037237,75799484.1699923,79589458.2689153,83568931.3524214
29,31774264.2684099,33362924.3994304,35031070.6194019,36782624.150372,38621755.3578906,40552932.2975909,42580538.4815327,44709625.8345986,46945013.2317063,49292286.2596192,51756861.5166505,54344716.4960335,57061937.9020501,59915034.0371603,62910786.918509
7,3352365.48426632,3519967.76032125,3695966.14833731,3880764.45575418,4074802.67854189,4278569.68737803,4492485.98653027,4717128.49815579,4952956.6247757,5200611.19685608,5460629.98588089,5733665.0727084,6020343.9807602,6321360.95074911,6637429.35376555
25,4956740.49824572,5204567.23751419,5464795.5993899,5738035.3793594,6024937.14832737,6326201.2843414,6642503.51435684,6974640.39924871,7323354.22548517,7689526.27062675,8073995.01638444,8477697.07372486,8901579.1335192,9346657.94293336,9813991.06862698
28,554901.974729507,582640.870399358,611772.913919326,642361.559615292,674479.637596057,708214.039853465,743620.017195402,780808.079624473,819837.51133246,860832.000568015,903869.036623082,949063.879471164,996515.388504241,1046341.0691188,1098658.26040685
50,15062706.5783257,15815822.5856305,16606613.7149121,17436944.4006577,18308791.6206906,19224263.6596204,20185462.1260312,21194757.2280497,22254460.9124858,23367192.0992922,24535537.4881724,25762318.6953877,27050429.3818231,28402950.5742825,29823098.5323228
31,6575202.94240457,6903947.56017437,7249144.93818308,7611602.18509224,7992182.29434685,8391817.49643441,8811396.54311347,9251984.04887731,9714555.78228264,10200290.1147056,10710293.1945534,11245811.336686,11808097.6852791,12398502.3472059,13018427.8096283
1,38324983.4115093,40241225.4807718,42253286.7548104,44365951.0925509,46584248.6471785,48913473.0088567,51359141.2504871,53927106.3971441,56623449.1558682,59454624.6058076,62427350.6112303,65548719.7342374,68826153.792018,72267461.3799478,75880834.6067363
27,40670181.2370491,42703688.8549538,44838873.2977015,47080816.9625866,49434857.8107159,51906603.1269036,54501932.1834462,57227030.4364082,60088379.4041067,63092798.9827209,66247437.8694568,69559810.0867301,73037800.1988468,76689690.1881158,80524174.7296061
24,11214804.1545721,11774873.0151221,12363616.6658782,12981797.4991721,13630887.3741307,14313559.5222935,15028726.1576257,15780926.7269463,16568785.5531271,17397507.7036543,18266889.137892,19180384.1421442,20139220.9910556,21146172.4287849,22203495.9675549
26,28985758.4053427,30435041.0408127,31956793.0928533,33554632.747496,35232364.3848708,36993991.4819139,38843687.0307713,40785877.3985215,42825161.9204521,44966422.2432298,47214739.4670447,49575477.625495,52054250.071259,54656962.4991584,57389810.7415445
35,16522.78236,17348.921478,18216.3675519,19127.185929495,20083.5452259698,21087.7224872682,22142.1086116317,23249.2140422132,24411.6747443239,25632.2584815401,26913.8714056171,28259.564975898,29672.5432246929,31156.1703859275,32713.9789052239
