"sector","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
41,207303192.244802,217668020.945733,228551091.081711,239978532.973135,251976583.60953,264570289.342288,277798716.841798,291688556.030908,306272023.36181,321585595.919882,337664847.137421,354548060.915837,372275435.383173,390889178.573876,410433608.924115
4,1037623.74320072,1089503.46018317,1143977.16301475,1201175.39243171,1261230.8222861,1324268.44155416,1390481.53993551,1460005.22262102,1533001.85673122,1609651.82690062,1690134.29569247,1774640.88792392,1863372.80976694,1956541.32770212,2054368.27153405
2,76096840.8848915,79901619.2235972,83896636.4792382,88091431.5108725,92495929.1798204,97119610.4707289,101975578.56599,107074340.952125,112427916.611843,118049307.078747,123951767.071125,130149350.063122,136656812.204719,143489647.453395,150664124.464506
3,220961.154695056,232008.843677297,243608.91710865,255789.245628374,268577.79613956,282001.076939066,296101.019535912,310905.95359973,326450.032728009,342772.500923749,359911.092563254,377906.613784735,396801.911067289,416641.973213971,437474.038467987
5,1304.13099144164,1369.33433751908,1437.7978509004,1509.68641943352,1585.16478905515,1664.37171738865,1747.58941777848,1834.96791058523,1926.70653521333,2023.04157362503,2124.19336417118,2230.40274424463,2341.92259332176,2459.01843485274,2581.96906846027
6,8958409.54914777,9406314.84408196,9876615.40376286,10370436.4989247,10888945.0032884,11433118.3858592,12004771.746335,12605006.612412,13235227.3569098,13896987.4729165,14591835.5950341,15321426.1232576,16087496.1778922,16891869.7352586,17736461.9704932
43,3399514.16333436,3569474.38649996,3747932.62082384,3935319.72040179,4132071.72285044,4338399.30135443,4555316.38344196,4783078.24184808,5022199.16923478,5273307.82584004,5536971.91563084,5813819.20991118,6104508.86890554,6409733.01084961,6730218.35989089
39,6607532.79468696,6937897.15485318,7284779.7330277,7649013.2403164,8031436.81589866,8432806.74472713,8854444.5076372,9297163.51401831,9761992.71918395,10250091.3406784,10762594.8941579,11300723.6253114,11865758.7930226,12459045.7191194,13081996.9915209
40,33760974.2744072,35448985.1821564,37221396.635293,39082453.3768293,41036573.3497961,43087839.9015173,45242212.0905254,47504304.9861874,49879307.9392359,52373268.8433209,54991927.7933917,57741519.690966,60628591.1834191,63660016.2504948,66843012.5709243
23,42212898.9363313,44323298.3285354,46539217.6903498,48865995.568704,51309166.032807,53869947.6856554,56563419.5670039,59391539.5855007,62360800.7656856,65478821.8358836,68752743.9599938,72190362.1903095,75799861.3321409,79589835.4310639,83569308.2349331
29,31777147.605549,33365858.2912361,35034004.5112077,36785606.2363583,38624802.666038,40553357.3404795,42581000.538472,44710014.3668463,46945229.3535967,49292478.6035292,51757090.3172623,54344932.6166819,57062167.0310727,59915263.1661829,62911014.1080487
7,3352485.86407532,3520103.37647157,3696101.76448764,3880903.24340524,4074942.34132758,4278574.35168683,4492501.27316489,4717124.27416955,4952960.54839327,5200607.95436762,5460637.73084005,5733668.9961361,6020351.82469696,6321368.79468586,6637436.6131742
25,4956859.27186068,5204695.80698041,5464924.16885612,5738167.91493853,6025066.46190623,6326219.34422911,6642528.13612005,6974652.32246186,7323361.20869564,7689528.64631192,8074004.4561935,8477704.05656916,8901588.63696359,9346667.44637776,9814000.19626263
28,554928.16723218,582672.97058453,611805.014104498,642394.601130257,674511.142889123,708210.934931976,743621.059710018,780801.637251639,819837.048854807,860828.759496905,903870.055784181,949063.416885822,996516.446042544,1046342.1266571,1098659.09130239
50,15062864.2144494,15815998.6232889,16606789.7525705,17437125.8910366,18308974.4519285,19224287.3807405,20185498.1555032,21194769.6090889,22254469.2024411,23367191.7343408,24535550.3931979,25762326.9849978,27050442.4063878,28402963.5988472,29823110.8509296
31,6577801.89394175,6906561.3015691,7251758.67957782,7614251.72723996,7994889.93463795,8392169.55367243,8811762.6857695,9252322.64385691,9714752.50469179,10200479.8806385,10710493.6259592,11246008.058546,11808298.212762,12398702.8746889,13018627.7697121
1,38399846.3322947,40316095.1647124,42328156.438751,44441743.7865248,46661981.8032151,48923506.6590731,51369309.0993143,53937006.6838588,56629205.2060346,59460377.4750044,62433108.3575699,65554475.7842636,68831911.5822921,72273219.170222,75886592.1375483
27,40670266.7216907,42703775.7147837,44838960.1575314,47080905.4535137,49434947.5328583,51906617.2964757,54501947.3134861,57227043.5396926,60088386.0546178,63092804.9863852,66247444.8648165,69559816.7371693,73037807.2031399,76689697.1924089,80524181.6811414
24,11235723.1355196,11796431.3743349,12385175.025091,13004105.4000476,13655130.4629607,14322550.4665105,15037978.6071624,15789284.3356824,16571300.2767586,17399721.7165216,18269564.2283274,19182898.8657236,20141900.2349895,21148851.6727188,22206150.6823345
26,28986212.7585463,30435500.4271564,31957252.479197,33555100.6184162,35232840.2186457,36994070.6849582,38843769.7171325,40785952.1563845,42825198.4625527,44966456.4178276,47214777.2712122,49575514.167266,52054287.9081226,54657000.3360219,57389848.3853163
35,16522.78236,17348.921478,18216.3675519,19127.185929495,20083.5452259698,21087.7224872682,22142.1086116317,23249.2140422132,24411.6747443239,25632.2584815401,26913.8714056171,28259.564975898,29672.5432246929,31156.1703859275,32713.9789052239
