"sector","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
52,65639327.2059604,68921220.6001827,72367208.6641161,75985544.1629588,79784807.730519,83772964.3757475,87961574.9330078,92359619.9002758,96977197.0534787,101826048.313014,106917342.137305,112263200.65281,117876352.09409,123770161.107435,129958660.571446
51,25311001.4865723,26576548.7748145,27905373.4274688,29300641.2192643,30765670.7620393,32303913.1345464,33919107.4921002,35615061.6745675,37395800.7873062,39265590.5175671,41228869.7344723,43290312.9122228,45454828.2488608,47727569.3523307,50113947.5109741
45,10654005.0870034,11186699.8992956,11746029.4522026,12333329.5821426,12949980.5659316,13597400.2389118,14277268.4564715,14991130.0727688,15740667.0416759,16527699.8914119,17354084.3842264,18221788.1016815,19132877.0050094,20089520.3535037,21093995.8694227
49,17822009.252464,18713073.5560305,19648691.0747753,20631114.3380003,21662689.0087333,22745303.9608005,23882546.8390187,25076655.0358309,26330249.7653894,27646757.5712446,29029090.7676186,30480540.6238112,32004562.9728135,33604786.4392659,35285021.079041
30,2120662.36839819,2226692.73098681,2338024.61170485,2454924.96038775,2577671.44590861,2706514.89193808,2841839.08032296,2983929.67168362,3133109.51791291,3289764.65427849,3454252.54751264,3626964.8354085,3808312.73769914,3998728.03510433,4198664.09737977
32,1301901.79280698,1366994.51844284,1435341.88036048,1507107.70231156,1582458.75940507,1661540.84912313,1744617.50726847,1831847.82581937,1923435.77725933,2019607.37897518,2120587.56090902,2226616.75193956,2337947.40252162,2454844.58563278,2577586.62789951
44,15222573.2039199,15983653.2427764,16782787.2835756,17621911.7002532,18503038.8289836,19427496.1918955,20398840.143485,21418755.8501081,22489364.8203885,23613826.666815,24794511.6057111,26034230.7915519,27335935.9366848,28702726.3390743,30137856.2615833
48,18345890.1782408,19263165.120341,20226303.8095462,21237609.9477804,22299456.0253734,23414106.1094237,24584806.7087751,25814041.4897236,27104691.0975289,28459923.9530692,29882918.4525593,31377062.677024,32945914.1127119,34593208.1201842,36322866.82803
46,942478.331959178,989599.986400881,1039077.72356467,1091031.36912694,1145574.00838217,1202822.30086207,1262962.63067131,1326110.0024778,1392407.00109951,1462027.14564789,1535128.29776689,1611884.50749185,1692478.52770305,1777102.24892481,1865957.15620766
47,8188744.60871292,8598170.18124773,9028067.03240929,9479480.00334001,9953280.41199948,10450864.8150835,10973407.0578315,11522076.1573876,12098168.7658495,12703076.8007978,13338230.2438142,14005141.3589814,14705398.029907,15440667.5343789,16212700.5140744
11,26511172.3247775,27836687.4912309,29228478.4160071,30689879.4413187,32224313.3364344,33834788.2416061,35526518.1228335,37302832.1585783,39167866.5711116,41126256.1677964,43182565.2462232,45341689.7785713,47608770.5375368,49989205.3344506,52488661.87121
19,69434041.5115689,72905699.1689758,76550939.709253,80378470.6337174,84397348.7367604,88616537.7711403,93047346.3982327,97699696.2506809,102584483.614726,107713703.117651,113099383.597804,118754348.101965,124692060.831334,130926659.197172,137472987.481301
38,3175150.61841134,3333906.93378328,3500601.06492381,3675630.54237691,3859410.47184329,4052360.95188906,4254978.66376127,4467727.22190216,4691109.87192164,4925665.25425028,5171948.40575155,5430545.71482788,5702072.88935802,5987176.42261468,6286535.13253416
22,96116265.9401666,100921960.417229,105967939.618145,111266268.892195,116829504.906923,122668925.31038,128802341.289157,135242422.76044,142004206.439486,149104405.903616,156559615.343256,164387585.254877,172606953.66208,181237290.489642,190299144.158583
17,9180805.82904887,9639841.03731646,10121828.0059974,10627917.2295904,11159307.4961371,11717191.6872256,12303049.5392765,12918200.2393881,13564091.3406168,14242295.4077509,14954409.678464,15702129.6627127,16487235.6461739,17311596.9288081,18177176.2755741
14,6572983.17174337,6901628.20166751,7246705.48308787,7609041.25140266,7989458.71379405,8388880.85923627,8808324.49029739,9248740.06885182,9711172.24687197,10196730.634237,10706566.9421995,11241895.06556,11803989.5950886,12394188.8510936,13013898.0698989
15,16618472.883371,17449219.8410899,18321504.1466948,19237466.2036665,20199177.0987631,21205941.2215127,22266209.7904817,23379477.8100445,24548120.706008,25775512.3174991,27064273.5133468,28417472.7689868,29838331.9874089,31330234.1667521,32896731.4550624
16,39285959.3344361,41250011.7085159,43312266.7012997,45477801.3688562,47751426.5274923,50135346.3774716,52642004.6748059,55274003.46679,58036529.147658,60938329.0075141,63985218.8730837,67184453.2319318,70543649.3087222,74070805.1893522,77774318.8640137
13,20636653.2600839,21668434.7576253,22751805.3300438,23889383.6971253,25083623.6020467,26337044.2108978,27653887.5219525,29036570.3276891,30488298.0586467,32012709.2413429,33613340.9912035,35294004.3285571,37058700.8327784,38911632.1622107,40857210.0581147
10,12296667.0989479,12911472.0046314,13557017.1555992,14234888.7408371,14946233.512621,15693329.2213803,16477993.3358517,17301889.8505652,18166957.698606,19075304.5395545,20029068.7370634,21030521.1444477,22082046.1722013,23186147.4513425,24345453.7944408
18,18903905.8399572,19849092.4324758,20841538.3546202,21883621.5072376,22977681.6593161,24126498.9881319,25332823.1831053,26599463.34776,27929427.9755687,29325899.0478984,30792193.678237,32331803.0400926,33948392.8700409,35645812.1914866,37428102.4790046
9,155309482.289655,163074782.286209,171228347.282592,179789851.554272,188777313.965202,198214560.314117,208125268.280259,218531506.336655,229457856.035403,240930740.717857,252977269.70805,265626125.147752,278907423.35944,292852786.481712,307495417.760098
20,64360923.3033189,67578872.1214179,70957718.3804218,74505565.2079731,78230657.9254338,82140641.9804215,86247646.5897711,90559998.8690098,95087695.9495095,99842071.9422387,104834166.74133,110075866.280377,115579650.796375,121358624.538174,127426546.967062
8,135412513.919087,142183080.255842,149292174.909434,156756755.519288,164594497.229815,172823238.402334,181464385.811583,190537588.056232,200064305.802502,210067515.891168,220570886.48753,231599425.61371,243179391.6962,255338356.082813,268105268.688758
12,3675681.19966759,3859443.53817097,4052393.99359951,4254998.62398485,4467726.69328843,4690707.99447114,4925241.17047038,5171498.80539088,5430046.24211651,5701546.90909585,5986622.60985033,6285952.09564254,6600248.05572435,6930258.81381026,7276770.10980046
21,7545476.90636907,7922739.87831715,8318865.99886265,8734804.00482094,9171526.22310881,9629920.81739073,10111414.3709336,10616982.0743174,11147803.3279226,11705192.5589983,12290451.2522253,12904972.8801137,13550220.5893964,14227730.6841433,14939116.2836275
33,2204067.60474261,2314267.37283084,2429977.12932349,2551473.2713596,2679045.10616269,2812928.35881805,2953574.41492136,3101252.39376607,3256310.50439549,3419125.75165984,3590081.7612894,3769585.57140044,3958064.57201703,4155967.52266446,4363765.62084425
37,10642112.6002158,11174200.6593161,11732893.1213714,12319532.546699,12935512.4507204,13582036.6809075,14261128.0438504,14974175.4097717,15722772.4338254,16508908.8330312,17334352.0524988,18201067.4329397,19111118.5824026,20066672.2893388,21070003.6816217
36,1238622.72247476,1300550.27407829,1365574.20326199,1433851.32534269,1505540.07114717,1580759.31857656,1659796.09965863,1742784.67344994,1829910.94880731,1921406.14690268,2017476.1050517,2118349.56110817,2224266.68996746,2335479.67526972,2452253.30983709
34,143747746.980631,150934774.785653,158481153.980926,166405673.78524,174718908.364451,183453637.5285,192626309.394596,202257609.452509,212370374.607105,222988887.717408,234138326.74036,245845237.71446,258137494.237265,271044363.58621,284596576.402602
42,34113407.6663802,35819012.5404096,37609897.6581406,39490364.9916653,41464723.7022294,43536895.8980342,45713726.9430136,47999396.2002988,50399211.4332333,52919166.6341541,55565119.6005465,58343370.2152586,61260533.3607062,64323554.6634262,67539727.0312822
