"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3011.34101363644,3041.46378222108,3071.87908016145,3102.58929652907,3133.62047782913,3164.95295898803,3196.60901236534,3228.57351260632,3260.85829267651,3293.46516358107,3326.39362799004,3359.6642479673,3393.25723658502,3427.19262519851,3461.46270702407
"2",3617.34753247572,3653.52124159876,3690.05629098928,3726.95718048036,3764.22692342114,3801.86867897282,3839.88720512111,3878.2860489774,3917.06931767124,3956.23985386686,3995.80220918031,4035.76010008692,4076.11835807119,4116.87910166709,4158.04791577207
"3",-0.000256731640547514,0.000176725909113884,-0.000202634371817112,-0.00014450354501605,-0.000108089298009872,0.000439620576798916,-0.000329513568431139,-0.000190972816199064,0.000503577291965485,0.000208559446036816,0.000539184082299471,9.49623063206673e-05,-1.64858065545559e-05,0.000264329835772514,3.44626605510712e-05
"4",1675.7575937463,1692.51444692351,1709.44485548511,1726.53733260371,1743.80291097611,1761.24229016714,1778.84617687762,1796.64135370962,1814.60761786439,1832.75338785164,1851.07990695909,1869.59406661056,1888.28447266296,1907.17043863982,1926.23970346712
"5",17.7344050114043,17.9122615791857,18.091527431272,18.2722148690373,18.4541613394395,18.6384245455265,18.8258738238364,19.0135235134512,19.2034712918103,19.3949374128133,19.5898773055524,19.7855665264651,19.9839346855879,20.1832618676126,20.384888513945
"6",540.365279551595,545.768891729414,551.227088996209,556.739303188398,562.307107113302,567.929764146917,573.608999467455,579.345483722165,585.138937094249,590.990043386817,596.899586200714,602.866805631667,608.899933708832,614.988127076998,621.12885851413
"7",21350.4609834785,21563.9659357881,21779.6060770778,21997.4011715669,22217.3754765047,22439.5492169689,22663.9438610068,22890.5838562064,23119.4899452878,23350.6853792993,23584.1921693357,23820.0347533263,24058.2344078571,24298.8154723588,24541.8058967311
"8",1156012.82887726,1167572.95683984,1179248.68721854,1191041.17440181,1202951.58635615,1214981.10132919,1227130.91204181,1239402.22310306,1251796.24035026,1264314.20531702,1276957.35008804,1289726.92286769,1302624.19133079,1315650.4281235,1328806.94114253
"9",2633.32733188011,2659.66805163398,2686.25814809464,2713.1300857272,2740.25077436678,2767.66476023197,2795.33414696902,2823.28847764432,2851.52075663954,2880.03553890064,2908.8391847983,2937.92446361855,2967.30261192843,2996.97374774888,3026.9452012144
"10",1923528.34103128,1942763.62522292,1962191.26830311,1981813.18308254,2001631.31621888,2021647.62169822,2041864.1034311,2062282.73336354,2082905.56438059,2103734.62516264,2124771.96979947,2146019.6893177,2167479.88395387,2189154.68103761,2211046.23009924
