"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0.0269020619876021,0.0044004050300518,0.00448231501230411,0.0045537909019285,0.00461824530388743,0.0046782926423293,0.00473594020636695,0.00479273224161033,0.00484985904989663,0.00490823954377,0.00496858424171972,0.00503144332234374,0.00509724364891185,0.0051663171574962,0.00523892301870418,0.00531526427646112
"2",0.102572394210925,0.0167778990203286,0.01709020604831,0.0173627298756635,0.0176084821413567,0.0178374311090013,0.0180572301863077,0.0182737673014822,0.018491580845428,0.0187141744621784,0.0189442572020916,0.0191839268021769,0.0194348108048095,0.0196981748294221,0.0199750070268677,0.0202660815783298
"3",0.133556883324954,0.0218460719348581,0.0222527189032693,0.0226075651878729,0.0229275529023979,0.0232256614761919,0.0235118562339009,0.0237938036527557,0.0240774130834466,0.0243672465191597,0.0246668313539829,0.0249788989939179,0.0253055686172701,0.0256484881453786,0.0260089442576042,0.0263879449623138
"4",0.000264664560910306,4.32915241145898e-05,4.40973608101741e-05,4.48005461438556e-05,4.54346535396908e-05,4.60254038629329e-05,4.65925450776855e-05,4.71512694437571e-05,4.77132874342296e-05,4.82876392257824e-05,4.88813150243439e-05,4.94997275043385e-05,5.0147076203588e-05,5.08266266865642e-05,5.15409287638143e-05,5.22919799449287e-05
"5",0.000161381344894391,2.63973550520793e-05,2.68887204725419e-05,2.73174933662231e-05,2.77041454538558e-05,2.8064360224684e-05,2.84101791191645e-05,2.87508658283422e-05,2.90935607902327e-05,2.9443776426673e-05,2.98057750188187e-05,3.01828570065526e-05,3.05775830773249e-05,3.0991944454283e-05,3.14274958854452e-05,3.18854554031403e-05
"6",0.114814330094303,0.0187803282876651,0.0191299089128696,0.0194349582526357,0.0197100408546693,0.0199663147019919,0.0202123466389154,0.0204547272925652,0.0206985367166935,0.02094769670266,0.0212052396416266,0.0214735136216209,0.0217543404331911,0.0220491367511131,0.0223590086614982,0.0226848227138989
"7",0.0786261130644995,0.0128609748839596,0.0131003715323723,0.0133092726676808,0.0134976522495073,0.0136731513913462,0.0138416367625883,0.0140076216925942,0.0141745850618647,0.0143452125545362,0.0145215807865716,0.0147052977527833,0.014897611038518,0.0150994907832162,0.0153116944666343,0.0155348155228207
"8",0.0845871659298949,0.0138360320003773,0.0140935785482898,0.0143183175608854,0.0145209791772823,0.0147097838180751,0.014891042936992,0.015069612043387,0.0152492337738405,0.0154327974115089,0.0156225370364666,0.0158201825405602,0.0160270760908605,0.016244261384296,0.0164725533231947,0.0167125903511716
"9",0.108286908780232,0.0177126295481264,0.0180423358344333,0.0183300425071928,0.0185894861316812,0.0188311902913295,0.0190632348410288,0.0192918356683423,0.0195217840453936,0.0197567787937101,0.0199996799085775,0.0202527019871615,0.0205175632415226,0.0207955997955305,0.0210878548765237,0.0213951457780024
"10",0.0853847117432858,0.0139664875963685,0.0142264624703758,0.0144533204773772,0.0146578929281168,0.0148484777489214,0.0150314459008873,0.0152116986837127,0.0153930140014811,0.0155783084132669,0.0157698370304405,0.0159693460684275,0.0161781903538598,0.0163974234197856,0.0166278678580345,0.0168701681077511
"11",0.115040793411399,0.0188173711836033,0.0191676413421914,0.0194732923614379,0.0197489175446062,0.0200056968779348,0.0202522140940976,0.0204950728290265,0.0207393631485369,0.0209890145839332,0.0212470655122353,0.021515868645923,0.0217972493696124,0.0220926271429143,0.0224031102557936,0.0227295669737232
"12",0.00075946041923997,0.000124225921884066,0.000126538287001157,0.000128556091714793,0.000130375676027412,0.000132070846263305,0.000133698269558851,0.000135301540856514,0.000136914262892697,0.000138562377311952,0.000140265942304531,0.000142040489683338,0.000143898070103184,0.000145848054257542,0.000147897758736359,0.000150052915644269
"13",1.28030254931399,0.209420741808976,0.213318939807055,0.216720566030036,0.219788031006118,0.22264575848506,0.225389277665738,0.228092081143023,0.230810816862065,0.233589217231618,0.236461096433704,0.239452638060198,0.242584157452765,0.245871451444159,0.249326854652222,0.252960029961502
