"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",278519.529846801,47835.6892555723,51162.4175207354,54577.1768138044,58117.145875821,61816.436310758,65707.0681553963,69819.7588506732,74184.5717343896,78831.4520333528,83790.6834450132,89093.2822899096,94771.3499112362,100858.391121529,107389.615727109,114402.215001828
"2",82079.2699483139,14097.1028256341,15077.4844448184,16083.808666179,17127.0320152379,18217.207126084,19363.7702368709,20575.7737621417,21862.077289417,23231.5056426222,24692.983382793,26255.650980552,27928.9686338893,29722.8101633502,31647.5518440104,33714.1538869334
"3",293895.000440387,50476.4241126223,53986.8020417733,57590.0706487651,61325.4611598988,65228.9682721184,69334.3796559925,73674.1084829281,78279.8777367036,83183.285719872,88416.2879299254,94011.6129495153,100003.134219827,106426.206153309,113317.982328982,120717.707116975
"4",1747.75980029155,300.177494679033,321.053308733294,342.481533206999,364.695471472136,387.90917968858,412.323589574785,438.131458231406,465.521438874691,494.681442637663,525.801505618053,559.076260531158,594.707149120125,632.904420064055,673.889021011116,717.894334164326
"5",619.532265075384,106.404577549798,113.804473353853,121.400183267119,129.274406873442,137.503021153477,146.157250729163,155.305422817559,165.014409530937,175.350820311046,186.382017550741,198.176993208163,210.807152755151,224.347023419432,238.874925186933,254.473585565016
"6",555450.957002342,95398.622090115,102033.109820293,108843.157626544,115902.9110544,123280.398786353,131039.478286678,139241.409360775,147946.147217023,157213.411553786,167103.597104665,177678.559686297,189002.318905166,201141.693431172,214166.901960839,228152.114915638
"7",377558.997709283,64845.7036463866,69355.3916847549,73984.4139082884,78783.1695664015,83797.9001020972,89072.0116036768,94647.1444513017,100564.052249882,106863.328526183,113586.025646584,120774.1891133,128471.335243051,136722.88290977,145576.562277908,155082.789565371
"8",525906.51425756,90324.3682958132,96605.9675405988,103053.788831741,109738.03389767,116723.112975038,124069.486953918,131835.157207279,140076.889968208,148851.228388415,158215.354868995,168227.835083124,178949.283416525,190442.964393416,202775.361893904,216016.701504153
"9",1400966.75794066,240615.839449699,257349.444322711,274525.849181603,292332.065626184,310939.676010922,330509.743136255,351196.776987407,373151.997773952,396526.031159706,421471.205970146,448143.535696629,476704.491535998,507322.604246429,540174.981153855,575448.696011352
"10",2750760.51685358,472442.723597488,505298.706023711,539024.114900217,573986.141319828,610521.683679312,648946.983431567,689565.417710148,732673.902449866,778568.187973546,827547.367313245,879917.768593797,935996.436521501,996114.276782114,1060619.03441391,1129878.02395597
"11",2283822.73458675,392246.226651813,419524.95174353,447525.519143995,476552.789948778,506886.474739616,538789.133105921,572512.644585048,608303.523859515,646407.318147001,687072.349634561,730552.948005673,777112.339763612,827025.260077192,880580.424702674,938082.796739228
"12",13283.9146041981,2281.51042616311,2440.17784350197,2603.04387518786,2771.88175556169,2948.31842465779,3133.88107042426,3330.03475654867,3538.21334023306,3759.84505625774,3996.37427448371,4249.2803109055,4520.09423000437,4810.4140340522,5121.91904722832,5456.38309720016
"13",1187951.93994802,204030.575092902,218219.861387925,232784.620658144,247883.429335545,263661.781690237,280256.250403904,297797.85303777,316414.816532972,336234.86463993,357387.164380802,380004.007626751,404222.314698797,430184.990886719,458042.215086079,487952.616391867
"14",3384078.01044539,581214.912357797,621635.445905477,663125.576991489,706137.036478749,751084.28811608,798356.383029813,848326.545667676,901360.052158159,957820.744158999,1018076.5759891,1082504.40342572,1151494.26490145,1225453.25193336,1304809.17200056,1390013.90804791
"15",144945.189835377,24894.315542903,26625.5882511673,28402.6734309277,30244.91943834,32170.0783484885,34194.8138134316,36335.1115951522,38606.6170500833,41024.9140621312,43605.7626555845,46365.304145901,49320.244473965,52488.0199811293,55886.9543062404,59536.402266621
"16",103.476714144546,17.7721107869222,19.0080704742045,20.2767358093764,21.5919195904905,22.9662950828357,24.4117585349662,25.9397221943903,27.5613553030367,29.2877832678629,31.1302571937448,33.1003004006054,35.2098392833645,37.4713217058994,39.8978289802963,42.5031785224895
"17",66480.2484604187,11417.9731261099,12212.0349360891,13027.1090020479,13872.0695811371,14755.0588199311,15683.7196254039,16665.3839984174,17707.2277972548,18816.3986930112,20000.1251486625,21265.8105076755,22621.1170690291,24074.0421399812,25632.9900397318,27306.8379919825
"18",1946332.05982222,334282.251719524,357529.877845684,381392.67651718,406130.458033248,431981.59894426,459169.859167164,487909.896687295,518411.798157134,550884.824781099,585540.6031323,622595.879439489,662274.982280534,704812.047630756,750453.12651429,799458.11657633
"19",493901.808944806,84827.5647579323,90726.8893579862,96782.3203319089,103059.787213502,109619.780470452,116519.081579769,123812.162179996,131552.33386225,139792.698853677,148586.959588373,157990.117651792,168059.098723086,178853.317223045,190435.211147328,202870.732153579
"20",628986.994432724,108028.425959129,115541.252159004,123252.880777313,131247.273509613,139601.465305204,148387.767748563,157675.550789461,167532.707090031,178026.862627801,189226.407808844,201201.387514412,214024.296934935,227770.800578206,242520.413801214,258357.126451322
"21",43919.4622706163,7543.1613385571,8067.74974692839,8606.21967523754,9164.4338083873,9747.77116789719,10361.2809578791,11009.8069836607,11698.0899026048,12430.8517448384,13212.867917844,14049.0293541073,14944.3980810777,15904.2574359425,16934.1596236119,18039.969293046
"22",83285.5432014652,14304.2800842237,15299.0698256853,16320.1834322379,17378.7384539444,18484.9352521283,19648.348766637,20878.1644371053,22183.3720576889,23572.9261325934,25055.8823984763,26641.5156499664,28339.4250995928,30159.629723835,32112.6582512062,34209.6320002036
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",1925985.0513734,330787.656016796,353792.250744499,377405.587137596,401884.759161297,427465.651406981,454369.684853395,482809.273341847,512992.30717824,545125.859751902,579419.345724922,616087.245057843,655351.541402402,697443.92314125,742607.869104523,791100.559533511
"25",10156.4037579057,1744.36088686025,1865.67229242347,1990.19380716846,2119.28118258128,2254.17831988204,2396.05285148679,2546.02491042587,2705.19077692355,2874.64242155402,3055.48416246759,3248.84702910504,3455.90161969013,3677.86970945198,3916.0352510321,4171.75444307152
"26",30037.1608715986,5158.87806445228,5517.65173028465,5885.91916733468,6267.68995642582,6666.64288448312,7086.23117848251,7529.76758683911,8000.49431530118,8501.64082643943,9036.47309292881,9608.33609712256,10220.6918287946,10877.1536431188,11581.5187710727,12337.7981328818
"27",6387719.65046017,1097089.93265224,1173386.94326922,1251702.9054388,1332890.49755167,1417732.05326467,1506961.93755415,1601284.64184574,1701389.65433813,1807963.75550468,1921701.48839354,2043314.19818956,2173538.11505518,2313141.65681962,2462932.34412962,2623763.14284989
