"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",10873758.2220136,11417325.6852822,11988070.3098802,12587350.9458965,13216594.3927778,13877298.766359,14571037.1081124,15299461.0972126,16064305.0127927,16867389.8291636,17710627.575828,18596025.904848,19525692.8077366,20501841.7224252,21526796.719707
"2",843835.947522476,885883.050961599,930031.062650989,976385.01355048,1025055.18607342,1076157.37597897,1129813.17025512,1186150.23305898,1245302.61317767,1307411.06098387,1372623.36481918,1441094.70111009,1512988.00591807,1588474.36150167,1667733.40443577
"3",2310549.20342327,2426076.66417673,2547380.49699737,2674749.5215755,2808486.99773191,2948911.34823962,3096356.91503049,3251174.76120903,3413733.49946358,3584420.17404856,3763641.18313918,3951823.24233496,4149414.40406351,4356885.12434433,4574729.38079446
"4",6935538.69770375,7282248.60294692,7646293.33245549,8028539.6207326,8429897.54261097,8851322.66649017,9293818.34797688,9758438.11185371,10246288.1534179,10758529.9771879,11296383.165607,11861128.2815666,12454109.9116727,13076739.8747386,13730500.5817035
"5",4030898.00024501,4232442.19106158,4444063.58426743,4666266.03967487,4899578.60991134,5144556.80258455,5401783.89774382,5671872.33944351,5955465.19552129,6253237.68679741,6565898.79624731,6894192.95229653,7238901.80854469,7600846.09881187,7980887.59683851
"6",5080250.40169955,5334241.30738173,5600931.542379,5880956.07023319,6174981.60412711,6483708.19188415,6807870.88405947,7148241.48421372,7505630.38497709,7880888.49805339,8274909.2835362,8688630.87140563,9123038.30393371,9579165.86232708,10058099.5492585
"7",5063402.42294348,5315718.52585579,5580641.89371708,5858802.80333157,6150863.0478365,6457517.50505697,6779495.79786101,7117564.03009621,7472526.60886529,7845228.1597393,8236555.54056934,8647439.95011333,9078859.14608786,9531839.77347236,10007459.8094967
"8",7684211.68627726,8022181.75683984,8376587.92721854,8748247.37640181,9138018.09845615,9546800.93952919,9975541.74224181,10425233.5931031,10896919.1833503,11391693.292317,11910705.390088,12455162.3648677,13026331.4063308,13625543.0061235,14254194.1471425
"9",13587055.6061319,14266303.0612516,14979511.8205481,15728379.9696857,16514690.4355744,17340315.3523602,18207220.409347,19117469.6192776,20073230.1639566,21076777.6127389,22130501.2947848,23236910.0060636,24398637.9846119,25618451.1921478,26899253.8736012
"10",35750410.0346313,37460989.4017229,39256328.3314031,41140657.0997825,43118417.4274189,45194273.0437982,47373120.7926311,49660102.2623635,52060616.0653806,54580330.6556626,57225197.7995995,60001466.8097177,62915699.3621539,65974785.1340376,69185958.2012992
"11",20856460.1557201,21898820.7753775,22993294.7939999,24142487.8424655,25349135.833679,26616111.4523141,27946431.0500877,29343261.7576164,30809929.1006498,32349924.8511187,33966915.3824756,35664750.3769895,37447472.0193771,39319324.5873609,41284764.5648129
"12",18368435.2397545,19286752.2313818,20250984.0264294,21263426.3536812,22326489.7267252,23442705.1905965,24614730.3383267,25845355.6404172,27137511.0968895,28494273.1998515,29918872.2704326,31414700.152673,32985318.2785772,34634466.1378138,36366070.2203084
