"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",278519.529846801,40510.7805937474,51181.5967652819,54594.6093026399,58132.8858119124,61830.5397386976,65719.5901858063,69830.7562468435,74194.0973117918,78839.5577008431,83797.4170417125,89098.689995594,94775.47498263,100861.273977059,107391.292151635,114402.72037956
"2",82079.2699483139,11938.4636965429,15083.1365381973,16088.9459933801,17131.6705497924,18221.3633842461,19367.4604596515,20579.0146775974,21864.8844621825,23233.8943701565,24694.9677632105,26257.2446229615,27930.1842859791,29723.6597363674,31648.0458836968,33714.3028209608
"3",293895.000440387,42747.1491308173,54007.040062743,57608.4654856224,61342.0700078538,65243.8502696664,69347.5929560968,73685.712982454,78289.9291667649,83191.8388549139,88423.3932499931,94017.319183708,100007.487012825,106429.248154808,113319.751299319,120718.240393722
"4",1747.75980029155,254.212384421879,321.173661918681,342.590925188273,364.794242382636,387.997681218099,412.402167552351,438.200468856767,465.581213574399,494.732307149025,525.843760140121,559.110194850271,594.733034679957,632.922510497455,673.899540874462,717.897505499868
"5",619.532265075384,90.1112236986975,113.847135212512,121.438959683617,129.309418415591,137.534392485538,146.185104437899,155.329885165901,165.035598000369,175.368850366397,186.396995604226,198.189021980985,210.816328466547,224.353435975194,238.878654186058,254.47470971531
"6",555450.957002342,80790.5709854131,102071.358950414,108877.923205141,115934.301178352,123308.525225281,131064.450947582,139263.34144658,147965.144057521,157229.576670706,167117.025903472,177689.344263232,189010.545527028,201147.442704353,214170.245251012,228153.122789467
"7",377558.997709283,54916.1120859135,69381.390925647,74008.0452601603,78804.5065063933,83817.0186038439,89088.9863747218,94662.0524395423,100576.965051576,106874.316508588,113595.153660056,120781.519758801,128476.927159073,136726.790887229,145578.834826493,155083.474651656
"8",525906.51425756,77258.2527915185,97567.1859429689,104031.10567732,110730.263975546,117729.601013047,125089.985321037,132869.741240361,141125.878564293,149915.136879832,159294.848231299,169323.701042414,180062.405769423,191574.304439182,203925.940654896,217187.596675842
"9",1400966.75794066,203771.193245462,257445.916854029,274613.535446821,292411.238268974,311010.616938221,330572.729557206,351252.094424102,373199.911890789,396566.803060729,421505.076288476,448170.736718784,476725.240845396,507337.105149714,540183.413650613,575451.238085882
"10",2750760.51685358,400099.252600208,505488.127241892,539196.284521543,574141.59467263,610660.974280408,649070.655573531,689674.032008001,732767.980528437,778648.242503653,827613.870771529,879971.177068563,936037.177231944,996142.748915364,1060635.59139429,1129883.01525088
