"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.00252693084181343,0.00448918846790296,0.00455968383127575,0.00462325345507987,0.00468250344221656,0.00473943315683316,0.00479557971134859,0.00485212649922659,0.00490998632609504,0.00496986396221333,0.00503230451313498,0.00509773016250468,0.0051664686225029,0.00523877514101111,0.00531484942272483
"2",0.00963134263777122,0.0171106727144123,0.0173795898867171,0.0176221070209636,0.0178481567351204,0.0180653594291687,0.0182795739406706,0.0184953110306855,0.0187160502515362,0.0189444782653201,0.0191826732027982,0.019432244703082,0.0196944422790305,0.0199702392814965,0.0202603972960203
"3",0.012545330420696,0.0222872395361326,0.0226372088185606,0.0229527944097457,0.0232469347481455,0.0235295559603913,0.0238082892894486,0.0240890098285872,0.0243762493269467,0.024673506683606,0.0249834881197426,0.0253082896206696,0.0256495380959906,0.0260085007650237,0.0263861690377546
"4",2.48605629227403e-05,4.41657042324607e-05,4.48592264498174e-05,4.54846119022134e-05,4.60675001164335e-05,4.66275613632555e-05,4.71799180864274e-05,4.7736212765047e-05,4.83054257384048e-05,4.88944906838258e-05,4.95087703901916e-05,5.01524183932899e-05,5.08286586903814e-05,5.15400024577179e-05,5.22884143609818e-05
"5",1.51589487767002e-05,2.69304285592899e-05,2.73533085002066e-05,2.77346414593911e-05,2.80900613881047e-05,2.84315623594727e-05,2.87683654665966e-05,2.91075697895645e-05,2.9454651189503e-05,2.98138375063857e-05,3.01883987529897e-05,3.05808675933783e-05,3.09932098616853e-05,3.14269567994531e-05,3.18833063704477e-05
"6",0.010784761934191,0.0191595273475088,0.0194603854174818,0.0197316850575217,0.0199845489651547,0.02022751026747,0.0204671292665115,0.0207084565682331,0.0209553879557264,0.0212109313091546,0.0214774130727481,0.0217566350932571,0.0220499959702361,0.0223585850901932,0.0226832547363942
"7",0.00738490457353014,0.0131195972209335,0.0133256524343979,0.0135114669020403,0.0136846568396096,0.0138510653175093,0.0140151845517778,0.0141804730183646,0.0143495984426497,0.0145246205650656,0.0147071325146707,0.0148983681993188,0.0150992854032385,0.0153106301704237,0.0155329861856633
"8",0.00804711435878173,0.0142893655590204,0.0145072527090821,0.0147031474299413,0.01488536481036,0.0150602763484688,0.0152327740207481,0.0154066185471411,0.0155847060348693,0.0157692684289337,0.0159620284267109,0.0161643170850362,0.016377164745283,0.0166013714238261,0.0168375607685095
"9",0.0101714888108671,0.0180700343721801,0.0183537934931791,0.0186096749054288,0.0188481687960606,0.0190773230534003,0.0193033249351163,0.0195309378581151,0.0197638360890057,0.0200048564842066,0.0202561932146997,0.0205195456853289,0.0207962329838297,0.0210872825678849,0.0213934982736739
"10",0.00801766424110083,0.0142438595212715,0.0144677069565162,0.0146695777074915,0.0148577402644235,0.0150385382808887,0.0152168489669263,0.0153964273130613,0.0155801698680894,0.0157703131287655,0.0159685870161169,0.01617633145417,0.016394586576605,0.0166241626265567,0.0168656935639698
"11",0.0108060320756649,0.0191973146774626,0.0194987662499004,0.019770601094424,0.020023963844883,0.0202674044576449,0.0205074961733595,0.02074929955914,0.0209967180817915,0.0212527655539941,0.0215197730085763,0.0217995458462513,0.0220934854251497,0.0224026832807648,0.0227279933775585
"12",7.13377001114799e-05,0.000126734061066507,0.000128724145136165,0.000130518709780522,0.000132191327895025,0.000133798443397472,0.000135383450639951,0.00013697975758971,0.000138613133784698,0.000140303475259003,0.000142066170738303,0.000143913138827203,0.000145853630792613,0.000147894852666995,0.000150042441986502
"13",0.120259282391909,0.213645209369719,0.217000190683047,0.220025568411659,0.222845369764188,0.2255547462953,0.228226851063963,0.230918002837962,0.233671643199408,0.236521312887978,0.239492954069971,0.242606659210169,0.245878024207422,0.249319196972842,0.252939681490397
"14",0.0134868949778587,0.0239599635814785,0.02433619918621,0.0246754704998821,0.0249916870292609,0.0252955198864244,0.0255951730619893,0.0258969625926477,0.0262057603490068,0.0265253278331469,0.0268585743764084,0.0272077532742387,0.0275746135408429,0.0279605175043,0.028366530983037
"15",0.00585115235725172,0.0103958571040753,0.0105601458484133,0.0107083853239974,0.0108466076620698,0.0109794418848493,0.0111104478704131,0.0112423671859845,0.0113773153164185,0.0115169262671625,0.0116624644584987,0.0118149097069228,0.0119750230153525,0.0121433975464891,0.0123204977322172
"16",0.000110378738919912,0.00019612985002343,0.000199246727179241,0.00020206063897095,0.000204685338533156,0.000207208140760058,0.000209696211093758,0.000212201290762105,0.000214763318234773,0.000217413152940273,0.000220174684251363,0.00022306643295079,0.000226102791573992,0.000229294985225845,0.000232651808619571
"17",0.0118407042496578,0.0210355487963409,0.0213659643001014,0.0216639260754591,0.0219416456297335,0.0222084915226911,0.0224716664434181,0.0227367156419198,0.0230079165163309,0.0232885716500273,0.0235812354876611,0.0238878864992156,0.0242100604304191,0.0245489535446446,0.0249055017576462
"18",0.0242384166012945,0.0430604380221312,0.0437366041386927,0.0443463386411613,0.0449146394526067,0.0454606845117774,0.0459992178913362,0.0465415906668837,0.0470965584842167,0.0476708814542673,0.0482697881815471,0.0488973282541897,0.0495566449745561,0.0502501866992265,0.0509798689025251
"19",0.0079256421335985,0.0140804874595205,0.0143018756157427,0.0145015379957191,0.0146876479459182,0.0148664762601113,0.0150428442376569,0.0152204639198702,0.0154021988023461,0.0155902599350205,0.0157863576150844,0.0159918166197214,0.0162076653760108,0.0164347050458644,0.016673562523808
"20",0.0116462559947302,0.0206905603658082,0.0210160041957125,0.0213095217671448,0.021583123045725,0.0218460225172341,0.0221053048769494,0.022366424914848,0.0226335905931567,0.0229100511691883,0.023198320090184,0.0235003443101975,0.0238176352994241,0.0241513705784787,0.0245024715750432
"21",0.00343615820887242,0.0061044718119655,0.00620033885015366,0.00628678808755643,0.00636736333143742,0.00644478333531157,0.00652113829759505,0.00659803742000172,0.00667672196300122,0.00675815029459528,0.00684306366980485,0.00693203619970028,0.00702551351456151,0.00712384272966713,0.00722729540867196
"22",0.0146034918682473,0.0259436426087323,0.0263510309010859,0.0267183945378677,0.0270607946033874,0.0273897856825063,0.0277142509870718,0.0280410294709439,0.0283753963596153,0.0287214245820061,0.0290822643444152,0.0294603555030184,0.0298575918831529,0.0302754486087371,0.0307150797459553
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0.0119964782047421,0.0213133836146932,0.0216492334591258,0.0219521895508125,0.0222346216413204,0.0225060210024803,0.0227736857627321,0.0230432355787821,0.0233190060396174,0.023604345354526,0.023901843851862,0.0242135083478421,0.0245408970558341,0.0248852241487996,0.0252474399467972
"25",0.00256127779027374,0.00455020426793885,0.00462165498707728,0.00468608586598719,0.0047461384378796,0.00480383923846978,0.00486074627635001,0.00491805902426189,0.00497670268922565,0.0050373916162366,0.00510067831029922,0.00516699069530145,0.00523666092373875,0.00530994771738928,0.00538705347769761
"26",0.0042402240423399,0.00753332514542121,0.00765202072247678,0.00775908996512216,0.00785890505714774,0.00795482075183027,0.00804941660279361,0.00814467889799627,0.00824214005184476,0.00834298348255962,0.00844812473386432,0.00855827309580411,0.00867397930420446,0.00879567248960674,0.00892368852461203
"27",0.0152884377223992,0.0271604747018193,0.0275869711635915,0.0279715656925655,0.0283300257797262,0.0286744479531768,0.0290141320733418,0.0293562378612811,0.0297062879668681,0.0300685463518398,0.0304463109771024,0.0308421361368327,0.0312580044827375,0.0316954603274112,0.0321557118672199
"28",0.0102612742908389,0.0182296259533716,0.0185159735343579,0.0187741963106292,0.0190148768842636,0.0192461341429969,0.0194742100123609,0.0197039100707346,0.0199389411651674,0.0201821653616501,0.0204357963761791,0.0207015487912357,0.0209807535136498,0.0212744472386496,0.0215834410579471
"29",0.00468814676734409,0.00832889166070332,0.00845989934416301,0.00857805523960709,0.00868819389615728,0.00879402456554173,0.00889839915483871,0.00900351347321776,0.00911106141720411,0.00922235096167344,0.00933839388906446,0.00945997394053794,0.00958769955697222,0.0097220447441687,0.0098633804217172
