"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",-0.000743355620289119,0.000288180668609759,0.000431474262679165,0.000414971553416815,0.000416789758879992,0.000416298934500728,0.000414051317992767,0.000408637152493127,0.00040749231376136,0.000403642827957636,0.000399783828078816,0.000396972233274311,0.000392119425217877,0.000390178337399308,0.000388230199532334,0.000387204262074769
"2",-0.00303466679148934,0.00117662934455053,0.00176164049126923,0.00169426572932784,0.00170169278898655,0.00169969293081112,0.00169052145005139,0.00166842904452893,0.00166376046707544,0.00164804942631055,0.0016322999091049,0.00162082412736291,0.00160102081418848,0.0015931032624899,0.00158515737767572,0.00158097735256149
"3",-0.00198760099909438,0.000770714772346896,0.00115388869854845,0.0011097589149472,0.001114625102877,0.00111331677069466,0.00110731138656621,0.00109284563821212,0.00108978986258766,0.00107950125367508,0.00106918758508734,0.00106167221828442,0.00104870474184322,0.00104352163174551,0.00103832013820056,0.00103558557017441
"4",-0.00283195031563875,0.00109823426230491,0.0016442050798132,0.00158132563177461,0.0015882620927232,0.00158640065882379,0.00157784702466206,0.00155724326453141,0.00155289290555489,0.00153823642500714,0.00152354449091947,0.00151283808866627,0.00149436728655686,0.00148698701061646,0.00147958085307874,0.00147569033930025
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",-0.00133087878046082,0.000560836290184363,0.000826481056307286,0.000795708096791069,0.000800147227275234,0.000800288948809723,0.000797347091493224,0.000790323311276581,0.000789596239226661,0.000783730234560215,0.000777936474315834,0.000773458507790618,0.000766721192910001,0.000764953109526592,0.000763278724100416,0.000763531256884981
"7",-0.00266969079823173,0.00103500927146806,0.0015496413309926,0.0014903724862152,0.00149690337013738,0.00149514147079671,0.00148707028346211,0.00146762808711174,0.00146351762546406,0.00144969345332276,0.00143583519234638,0.00142573810926852,0.00140831140746316,0.00140134164906264,0.00139434666938581,0.00139066392103918
"8",-0.00202120561635702,0.000783355060890724,0.0011729335572356,0.00112806787732057,0.00113300576212162,0.00113166606867227,0.00112554922941116,0.00111081430749346,0.00110769471544302,0.00109722248685045,0.00108672390970689,0.00107907613910023,0.0010658709855245,0.00106058422337118,0.00105527770011543,0.00105247724087526
"9",-0.000332556003914679,0.000128728065639202,0.000192796436580449,0.000185418723896069,0.000186226837320117,0.000186002627279899,0.000184992139699283,0.000182557680157173,0.000182039427214914,0.000180312438953385,0.000178580761711307,0.000177320263613028,0.000175140032081804,0.000174263627540491,0.000173383535777081,0.000172914723642088
"10",-0.0012558324438721,0.000486795956365308,0.000728866367013234,0.000700988077625483,0.000704058163706371,0.0007032275545474,0.000699428899922763,0.000690278413629998,0.000688342463391862,0.000681837632985066,0.00067531659787277,0.000670565849403041,0.000662364663311568,0.000659082933862438,0.000655789131593937,0.000654052913233677
