0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2952.15,2952.15,2952.15,2952.15,2952.15,2952.15,2952.15,2952.15,2952.15,2952.15,2952.15,2952.15,2952.15,2952.15,2952.15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1971.4,-1971.4,-1971.4,-1971.4,-1971.4,-1971.4,-1971.4,-1971.4,-1971.4,-1971.4,-1971.4,-1971.4,-1971.4,-1971.4,-1971.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-23.95,-23.95,-23.95,-23.95,-23.95,-23.95,-23.95,-23.95,-23.95,-23.95,-23.95,-23.95,-23.95,-23.95,-23.95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-956.8,-956.8,-956.8,-956.8,-956.8,-956.8,-956.8,-956.8,-956.8,-956.8,-956.8,-956.8,-956.8,-956.8,-956.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
