349301,366766.05,385104.3525,404359.5701,424577.5486,445806.4261,468096.7474,491501.5847,516076.664,541880.4972,568974.522,597423.2481,627294.4105,658659.1311,691592.0876,726171.692,762480.2766,800604.2904,840634.5049,882666.2302,926799.5417,973139.5188
1804040.52,1894242.546,1988954.673,2088402.407,2192822.527,2302463.654,2417586.836,2538466.178,2665389.487,2798658.961,2938591.91,3085521.505,3239797.58,3401787.459,3571876.832,3750470.674,3937994.208,4134893.918,4341638.614,4558720.544,4786656.572,5025989.4
566773.16,595111.818,624867.4089,656110.7793,688916.3183,723362.1342,759530.2409,797506.753,837382.0906,879251.1952,923213.7549,969374.4427,1017843.165,1068735.323,1122172.089,1178280.694,1237194.728,1299054.465,1364007.188,1432207.547,1503817.925,1579008.821
186469.73,195793.2165,205582.8773,215862.0212,226655.1223,237987.8784,249887.2723,262381.6359,275500.7177,289275.7536,303739.5413,318926.5183,334872.8442,351616.4864,369197.3108,387657.1763,407040.0351,427392.0369,448761.6387,471199.7207,494759.7067,519497.692
239226.41,251187.7305,263747.117,276934.4729,290781.1965,305320.2563,320586.2692,336615.5826,353446.3618,371118.6798,389674.6138,409158.3445,429616.2618,451097.0748,473651.9286,497334.525,522201.2513,548311.3138,575726.8795,604513.2235,634738.8847,666475.8289
193213.82,202874.511,213018.2366,223669.1484,234852.6058,246595.2361,258924.9979,271871.2478,285464.8102,299738.0507,314724.9532,330461.2009,346984.2609,364333.474,382550.1477,401677.655,421761.5378,442849.6147,464992.0954,488241.7002,512653.7852,538286.4745
157703.04,165588.192,173867.6016,182560.9817,191689.0308,201273.4823,211337.1564,221904.0142,232999.215,244649.1757,256881.6345,269725.7162,283212.002,297372.6021,312241.2322,327853.2938,344245.9585,361458.2565,379531.1693,398507.7277,418433.1141,439354.7698
999588.18,1049567.589,1102045.968,1157148.267,1215005.68,1275755.964,1339543.762,1406520.951,1476846.998,1550689.348,1628223.815,1709635.006,1795116.756,1884872.594,1979116.224,2078072.035,2181975.637,2291074.419,2405628.14,2525909.547,2652205.024,2784815.275
1434641.25,1506373.313,1581691.978,1660776.577,1743815.406,1831006.176,1922556.485,2018684.309,2119618.525,2225599.451,2336879.423,2453723.395,2576409.564,2705230.043,2840491.545,2982516.122,3131641.928,3288224.024,3452635.226,3625266.987,3806530.336,3996856.853
108592.5,114022.125,119723.2313,125709.3928,131994.8625,138594.6056,145524.3359,152800.5526,160440.5803,168462.6093,176885.7398,185730.0267,195016.5281,204767.3545,215005.7222,225756.0083,237043.8087,248895.9992,261340.7991,274407.8391,288128.231,302534.6426
-27,-28.35,-29.7675,-31.255875,-32.81866875,-34.45960219,-36.1825823,-37.99171141,-39.89129698,-41.88586183,-43.98015492,-46.17916267,-48.4881208,-50.91252684,-53.45815318,-56.13106084,-58.93761389,-61.88449458,-64.97871931,-68.22765528,-71.63903804,-75.22098994
48278,50691.9,53226.495,55887.81975,58682.21074,61616.32127,64697.13734,67931.9942,71328.59392,74895.02361,78639.77479,82571.76353,86700.35171,91035.36929,95587.13776,100366.4946,105384.8194,110654.0603,116186.7634,121996.1015,128095.9066,134500.7019
197885.39,207779.6595,218168.6425,229077.0746,240530.9283,252557.4747,265185.3485,278444.6159,292366.8467,306985.189,322334.4485,338451.1709,355373.7295,373142.4159,391799.5367,411389.5136,431958.9892,453556.9387,476234.7856,500046.5249,525048.8512,551301.2937
