"","ID","Sektor","Total_Kons","HCOAL","BCOAL","COKE","CRUDE","DIESEL","GASOLINE","JETFUEL","LFO","HFO","NAPHTA","OTHPETRO","NATGAS","OTHGAS","WASTE","BIOGASOL","BIODIESEL","BIOGAS","OTHRENEW","ELECTR","HEATPROD","NUCLEAR","HYDRO","GEOTHERM","SOLAR","WIND","OTHSOURC"
"27",27," Hasil Hutan Lainnya ",0.808003909,0,0,0,0,0.140845825,0.306257272,0,0.355573992,0,0,0,0,0,0,3.1e-05,0.000284793,0,0,0.005011053,0,0,0,0,0,0,0
"28",28," Ikan Laut dan Hasil Lainnya ",59.88923442,0,0,0,0,10.43948988,22.69978322,0,26.35513755,0,0,0,0,0,0,0.002295731,0.021108881,0,0,0.371419146,0,0,0,0,0,0,0
"29",29," Budidaya Udang ",10.69569746,0,0,0,0,1.864402283,4.053984261,0,4.706798818,0,0,0,0,0,0,0.000409998,0.003769863,0,0,0.066332236,0,0,0,0,0,0,0
"30",30," Budidaya Bandeng ",10.20630375,0,0,0,0,1.779094452,3.868489635,0,4.491433924,0,0,0,0,0,0,0.000391238,0.003597369,0,0,0.063297129,0,0,0,0,0,0,0
"31",31," Ikan Darat dan Hasil Perairan Darat Lainnya ",10.84847713,0,0,0,0,1.891033811,4.111892256,0,4.774031758,0,0,0,0,0,0,0.000415854,0.003823712,0,0,0.06727974,0,0,0,0,0,0,0
"32",32," Jasa Pertanian ",1.980831644,0,0,0,0,0.345285294,0.750793517,0,0.871694069,0,0,0,0,0,0,7.59e-05,0.000698175,0,0,0.012284659,0,0,0,0,0,0,0
"33",33," Gas Alam ",50.4158874,29.04326792,0.003468787,0,0,0.10594094,0.230359567,0,4.135224793,0.201099983,0,0.055513073,16.59576111,0,0,2.33e-05,0.000214215,0,0,0.045013715,0,0,0,0,0,0,0
"34",34," Bijih Nikel ",1293.643189,140.8113777,0.093796459,0,0,7.390263435,16.06949955,0,92.7413355,10.86994769,0,29.35080343,147.936595,0,0,0.001625181,0.014943277,0,800.3754434,47.98755832,0,0,0,0,0,0,0
"35",35," Barang Tambang Lainnya ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",36," Garam Kasar ",0.446839373,0,0,0,0,0.077890044,0.169365279,0,0.196638231,0,0,0,0,0,0,1.71e-05,0.000157495,0,0,0.002771194,0,0,0,0,0,0,0
"37",37," Barang Galian Segala Jenis ",140.6732528,0.150155946,0.030365562,0,0,5.257254181,11.43145227,0,11.33024442,0.51477131,0,1.669039275,64.50518128,0,0,0.001156114,0.010630285,0,24.84886136,20.92414084,0,0,0,0,0,0,0
"38",38," Daging Jeroan dan Sejenisnya ",562.2623968,61.20153023,0.040767209,0,0,3.212065945,6.984364323,0,40.30861526,4.724457946,0,12.75688167,64.29839787,0,0,0.00070636,0.006494869,0,347.8710505,20.8570646,0,0,0,0,0,0,0
"39",39," Daging Olahan dan Awetan ",23.83801971,2.594737426,0.001728391,0,0,0.136180708,0.296113372,0,1.708948652,0.200301002,0,0.540848541,2.726034116,0,0,2.99e-05,0.00027536,0,14.74855336,0.884268839,0,0,0,0,0,0,0
"40",40," Buah-Buahan dan Sayur-Sayuran Olahan dan Awetan ",1.757350832,0.191285351,0.000127418,0,0,0.01003931,0.021829627,0,0.125984556,0.014766291,0,0.039871627,0.200964609,0,0,2.21e-06,2.03e-05,0,1.087270789,0.065188745,0,0,0,0,0,0,0
"41",41," Ikan Olahan dan Awetan ",1787.877509,194.6081403,0.129631247,0,0,10.21370181,22.20882626,0,128.173015,15.0227939,0,40.56423113,204.4555354,0,0,0.002246079,0.020652332,0,1106.157607,66.32112854,0,0,0,0,0,0,0
"42",42," Kopra dan Minyak Hewani dan Nabati ",2694.950303,293.3418336,0.195399162,0,0,15.39558423,33.47638905,0,193.2011024,22.64455074,0,61.14433815,308.1852668,0,0,0.003385618,0.031130214,0,1667.362424,99.96889863,0,0,0,0,0,0,0
"43",43," Beras ",7665.457541,834.3750784,0.555789093,0,0,43.79086217,95.21950688,0,549.5369787,64.40966351,0,173.9176145,876.5954145,0,0,0.009629977,0.088546097,0,4742.609114,284.3493429,0,0,0,0,0,0,0
"44",44," Tepung Terigu ",2261.336698,246.1435569,0.16395972,0,0,12.918457,28.09008649,0,162.1153245,19.00107528,0,51.3063026,258.5987033,0,0,0.002840877,0.026121407,0,1399.086222,83.88404747,0,0,0,0,0,0,0
"45",45," Tepung Lainnya ",591.4724075,64.38100188,0.0428851,0,0,3.378935508,7.347208001,0,42.40268217,4.969897562,0,13.41961254,67.63875443,0,0,0.000743056,0.006832283,0,365.943248,21.94060688,0,0,0,0,0,0,0
"46",46," Roti, Biskuit, dan Sejenisnya ",71.35738837,7.767158868,0.005173815,0,0,0.407647103,0.886393969,0,5.115614222,0.599586567,0,1.618990999,8.160186016,0,0,8.96e-05,0.000824272,0,44.14872806,2.646994832,0,0,0,0,0,0,0
"47",47," Mie, Makaroni, dan Sejenisnya ",214.0721706,23.3014772,0.015521445,0,0,1.22294134,2.659181975,0,15.34684306,1.798759748,0,4.856973123,24.48055868,0,0,0.000268935,0.002472815,0,132.4461876,7.9409847,0,0,0,0,0,0,0
"48",48," Gula ",149.1616649,16.23605312,0.010815066,0,0,0.852123683,1.852870504,0,10.69340613,1.253343665,0,3.384252121,17.05761603,0,0,0.000187389,0.001723013,0,92.28613786,5.533136304,0,0,0,0,0,0,0
"49",49," Biji-Bijian Kupasan, Coklat Bubuk, dan Kembang Gula ",551.1520566,59.99218416,0.039961646,0,0,3.148595321,6.846352845,0,39.51211449,4.63110236,0,12.50480489,63.02785749,0,0,0.000692402,0.00636653,0,340.9970968,20.44492769,0,0,0,0,0,0,0
"50",50," Kopi Giling dan Kupasan ",254.4561516,27.69722099,0.018449512,0,0,1.453645031,3.160827537,0,18.24197238,2.138089608,0,5.77322445,29.09873214,0,0,0.000319669,0.002939303,0,157.4317068,9.439024238,0,0,0,0,0,0,0
"51",51," Makanan Lainnya ",85.2582766,9.280252463,0.006181708,0,0,0.487059438,1.05906934,0,6.112169493,0.716389971,0,1.934381087,9.749843883,0,0,0.000107108,0.000984845,0,52.74919044,3.162646822,0,0,0,0,0,0,0
"52",52," Pakan Ternak ",39.30469777,4.278265206,0.002849813,0,0,0.224538013,0.488238819,0,2.817755463,0.330261089,0,0.891764026,4.494750333,0,0,4.94e-05,0.000454021,0,24.31776797,1.458003639,0,0,0,0,0,0,0
"53",53," Minuman (termasuk Minuman Beralkohol) ",161.7737141,17.60885827,0.011729511,0,0,0.924173199,2.009536052,0,11.59756448,1.359317489,0,3.670400404,18.4998867,0,0,0.000203233,0.001868699,0,100.0891971,6.000978946,0,0,0,0,0,0,0
"54",54," Tembakau Olahan dan Rokok ",0.231080054,0.025152763,1.68e-05,0,0,0.001320103,0.002870452,0,0.016566139,0.00194167,0,0.005242856,0.026425522,0,0,2.9e-07,2.67e-06,0,0.142968944,0.00857189,0,0,0,0,0,0,0
"55",55," Kapuk Bersih ",25.84863693,5.942588668,0.003958443,0,0,0.263229858,0.572370947,0,4.869716848,0.304005421,0,0.124906401,10.06154276,0,0,5.79e-05,0.000532257,0,0.441971987,3.263755461,0,0,0,0,0,0,0
"56",56," Benang Sutra ",79.92514079,18.37474978,0.012239682,0,0,0.813918486,1.769796553,0,15.05738216,0.939998351,0,0.386216176,31.11073993,0,0,0.000178987,0.001645761,0,1.366597139,10.09167777,0,0,0,0,0,0,0
"57",57," Benang ",46.1820751,10.61723591,0.007072292,0,0,0.470295633,1.022617871,0,8.700405742,0.543146675,0,0.223162127,17.97630275,0,0,0.000103422,0.000950948,0,0.789642546,5.83113919,0,0,0,0,0,0,0
"58",58," Tekstil Sutera ",281.8883498,64.80599025,0.043168191,0,0,2.870612885,6.241903671,0,53.10595099,3.315284546,0,1.362147623,109.724613,0,0,0.000631272,0.005804443,0,4.819857787,35.59238514,0,0,0,0,0,0,0
"59",59," Tekstil ",115.8930289,26.64374923,0.01774778,0,0,1.180197842,2.566239872,0,21.83350081,1.363016131,0,0.560021065,45.11118589,0,0,0.000259535,0.002386386,0,1.981592777,14.63313161,0,0,0,0,0,0,0
"60",60," Tekstil Jadi dan Pakaian Jadi ",35.75643066,0.063169288,4.21e-05,0,0,1.484294544,3.227472299,0,5.948971956,0.37138088,0,0.152588888,18.41889743,0,0,0.000326409,0.003001277,0,0.111577909,5.97470771,0,0,0,0,0,0,0
"61",61," Permadani,Tali, dan Tekstil Lainnya ",82.88222738,0.146424327,9.75e-05,0,0,3.440545816,7.481174377,0,13.78952085,0.860848634,0,0.353696011,42.69439696,0,0,0.000756605,0.00695686,0,0.258633915,13.84917548,0,0,0,0,0,0,0
"62",62," Kulit Samakan dan Olahan, serta Barang-Barang dari Kulit dan Alas Kaki ",6.47749489,0.011443501,7.62e-06,0,0,0.268888984,0.584676237,0,1.077692452,0.067277905,0,0.027642405,3.336695295,0,0,5.91e-05,0.0005437,0,0.020213017,1.082354641,0,0,0,0,0,0,0
"63",63," Kayu Gergajian dan Awetan ",677.5809428,0.723256239,0.146261823,0,0,25.32261942,55.06188312,0,54.5743952,2.479499285,0,8.039262495,310.702146,0,0,0.005568656,0.0512029,0,119.6895257,100.7853219,0,0,0,0,0,0,0
"64",64," Kayu Lapis dan Sejenisnya ",1575.998884,1.682235957,0.340193261,0,0,58.89838016,128.0695204,0,126.9356626,5.76711631,0,18.69867926,722.668252,0,0,0.012952247,0.119093835,0,278.3882294,234.418569,0,0,0,0,0,0,0
"65",65," Bahan Bangunan dari Kayu ",762.3504483,0.813740002,0.164560069,0,0,28.49063344,61.95046028,0,61.40198465,2.789699757,0,9.045023229,349.5728781,0,0,0.006265329,0.057608695,0,134.6634148,113.39418,0,0,0,0,0,0,0
"66",66," Perabot Rumah Tangga Terbuat dari Kayu, Bambu, dan Rotan ",708.62128,0.756388985,0.152962154,0,0,26.48266186,57.58429677,0,57.07447678,2.593086443,0,8.407545313,324.9355738,0,0,0.005823759,0.053548531,0,125.1725654,105.4023502,0,0,0,0,0,0,0
"67",67," Kertas dan Barang-Barang dari Kertas dan Karton, termasuk Barang-Barang Cetakan ",912.912453,230.8447817,0.039554504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",68," Pupuk dan Pestisida ",5.284372743,0.308758881,0.000205669,0,0,0.004256749,0.00925594,0,0.256519255,0.096454861,1.351875423,0.064067095,2.395802342,0,0,9.36e-07,8.61e-06,0,0.676636662,0.120530323,0,0,0,0,0,0,0
"69",69," Barang-Barang Kimia Lainnya ",49.26181199,2.87830225,0.001917278,0,0,0.039682135,0.086285428,0,2.391315668,0.899168443,12.6024102,0.59724424,22.33407261,0,0,8.73e-06,8.02e-05,0,6.307720826,1.123603957,0,0,0,0,0,0,0
"70",70," Barang-Barang Hasil Kilang Minyak ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",71," Karet dan Barang-Barang dari Karet ",2377.006002,27.40724724,0.018256357,0,0,81.65458264,177.550948,0,234.2013817,10.64056058,0,233.7342901,1213.597907,0,0,0.017956526,0.165107383,0,4.351813247,393.6659511,0,0,0,0,0,0,0
"72",72," Barang-Barang Plastik ",27.33130775,0.31513421,0.000209915,0,0,0.938881318,2.041517606,0,2.692896035,0.122347371,0,2.687525319,13.95420031,0,0,0.000206468,0.001898439,0,0.050038051,4.52645271,0,0,0,0,0,0,0
"73",73," Bahan Bangunan dari Keramik dan Tanah Liat ",5.495402152,2.989817973,0.019508251,0,0,0.019921401,0.043317393,0,0.580193414,0.186192254,0,0.122084236,1.157559369,0,0,4.38e-06,4.03e-05,0,0.001274986,0.375488213,0,0,0,0,0,0,0
"74",74," Semen ",13597.45139,7397.803368,48.26989562,0,0,49.29216742,107.1816275,0,1435.59134,460.7015188,0,302.0769762,2864.186609,0,0,0.01083976,0.099669859,0,3.154738839,929.0826381,0,0,0,0,0,0,0
"75",75," Barang-Barang Lainnya dari Bahan Bukan Logam ",2973.660049,7397.803368,48.26989562,0,0,49.29216742,107.1816275,0,1435.59134,460.7015188,0,302.0769762,2864.186609,0,0,0.01083976,0.099669859,0,3.154738839,929.0826381,0,0,0,0,0,0,0
"76",76," Besi dan Baja Dasar ",133.5965832,64.62140619,0.03729371,0,0,0.560297513,1.218319308,0,10.68713433,12.99866987,0,3.093195348,30.48875223,0,0,0.000123214,0.001132934,0,0.000340705,9.889917881,0,0,0,0,0,0,0
"77",77," Barang-Barang dari Besi dan Baja Dasar ",201.9605349,97.68942772,0.056377622,0,0,0.847012571,1.841756827,0,16.15594736,19.65034028,0,4.676043144,46.09043555,0,0,0.000186265,0.001712678,0,0.000515051,14.95077986,0,0,0,0,0,0,0
"78",78," Seng ",177.6233824,85.91741245,0.049583865,0,0,0.744943748,1.619816848,0,14.20908306,17.28238593,0,4.112558921,40.53633084,0,0,0.000163819,0.001506293,0,0.000452985,13.14914366,0,0,0,0,0,0,0
"79",79," Barang-Barang dari Logam kecuali Mesin dan Peralatannya ",169.8787503,82.17129108,0.047421938,0,0,0.712463141,1.54919053,0,13.58954683,16.52884932,0,3.933245503,38.76888916,0,0,0.000156677,0.001440616,0,0.000433234,12.5758223,0,0,0,0,0,0,0
"80",80," Mesin dan Peralatan dan Perlengkapannya termasuk Alat Listrik dan Bahan-Bahan Keperluan Listrik ",13.51009877,0.951597,0.000633872,0,0,0.124952258,0.271698063,0,0.241983059,0.011681447,0,0.256598777,8.796586622,0,0,2.75e-05,0.000252656,0,0.000657564,2.853429969,0,0,0,0,0,0,0
"81",81," Alat Angkutan Laut ",40.15244003,1.216521184,0.000810342,0,0,0.325110528,0.706925203,0,1.558808154,0.070821925,0,0.229625411,27.21508136,0,0,7.15e-05,0.000657381,0,0,8.828007053,0,0,0,0,0,0,0
"82",82," Alat Angkutan Darat ",0.073211812,0.00221814,1.48e-06,0,0,0.000592789,0.00128897,0,0.002842247,0.000129133,0,0.000418687,0.049622524,0,0,1.3e-07,1.2e-06,0,0,0.016096516,0,0,0,0,0,0,0
"83",83," Alat Pengangkutan Lainnya ",0.904607853,0.027407416,1.83e-05,0,0,0.007324525,0.015926556,0,0.035118914,0.001595571,0,0.005173308,0.613137739,0,0,1.61e-06,1.48e-05,0,0,0.198889146,0,0,0,0,0,0,0
"84",84," Barang-Barang Industri Lainnya ",33.69129357,0.958231888,0.000638292,0,0,0.541285348,1.176978972,0,1.109426729,0.050405007,0,1.107214087,19.18046293,0,0,0.000119033,0.001094491,0,3.34369306,6.221743738,0,0,0,0,0,0,0
"85",85," Listrik dan Gas ",3162.014761,680.5466687,0,0,0,0.312338117,0.679152682,0,347.6797496,164.8168186,0,5.509950898,838.3285787,0,0,6.87e-05,0.000631555,0,2.49e-07,42.78240251,0,0,58.40359605,1016.863744,0,0,0
"86",86," Air Bersih ",117.9987159,25.39634983,0,0,0,0.0116557,0.02534433,0,12.97456436,6.150563623,0,0.205617994,31.28438774,0,0,2.56e-06,2.36e-05,0,9.29e-09,1.596535419,0,0,2.179480446,37.94688676,0,0,0
"87",87," Bangunan Tempat Tinggal dan Bukan Tempat Tinggal ",905.289284,0,0,0,0,119.5541856,259.9604127,0,103.4573244,23.9471259,0,63.61118438,10.34808203,0,0,0.026290967,0.241741223,0,31.58706206,292.5558749,0,0,0,0,0,0,0
"88",88," Prasarana Pertanian ",52.65460046,0,0,0,0,1.375596588,2.991117834,0,3.947602293,1.441061484,0,36.60052219,1.057712579,0,0,0.000302505,0.002781487,0,4.894803509,0.343099989,0,0,0,0,0,0,0
"89",89," Jalan Jembatan dan Pelabuhan ",2011.805384,0,0,0,0,52.55823039,114.2834037,0,150.8283697,55.05948627,0,1398.417744,40.4126485,0,0,0.011557995,0.106273911,0,187.0186454,13.10902368,0,0,0,0,0,0,0
"90",90," Bangunan dan Instalasi Listrik, Gas, Air Minum, dan Komunikasi ",103.9399188,0,0,0,0,2.715420808,5.904451695,0,7.792547248,2.844648186,0,72.24924836,2.087919358,0,0,0.000597144,0.005490641,0,9.662317728,0.677277667,0,0,0,0,0,0,0
"91",91," Bangunan Lainnya ",382.795673,0,0,0,0,10.00050171,21.74524076,0,28.69882333,10.47642743,0,266.0835217,7.689504714,0,0,0.002199194,0.020221237,0,35.58491731,2.494315595,0,0,0,0,0,0,0
"92",92," Jasa Perdagangan ",3073.040207,0,0,0,0,437.2188179,950.6951493,0,299.5350851,69.332978,0,184.1704456,35.50182124,0,0,0.096148079,0.884066176,0,91.91570287,1003.689992,0,0,0,0,0,0,0
"93",93," Jasa Perbengkelan ",35.86968979,0,0,0,0,437.2188179,950.6951493,0,299.5350851,69.332978,0,184.1704456,35.50182124,0,0,0.096148079,0.884066176,0,91.91570287,1003.689992,0,0,0,0,0,0,0
"94",94," Jasa Restoran ",356.9432769,0,0,0,0,47.13859263,102.4988622,0,40.79181873,9.442026699,0,25.08102658,4.080108286,0,0,0.010366171,0.095315283,0,12.45434983,115.3508105,0,0,0,0,0,0,0
"95",95," Jasa Perhotelan ",33.83947438,0,0,0,0,4.468903887,9.717251577,0,3.867207465,0.895137242,0,2.377769274,0.386808574,0,0,0.000982749,0.009036223,0,1.180716039,10.93566135,0,0,0,0,0,0,0
"96",96," Jasa Angkutan Jalan Raya ",22238.74926,0,0,0,0,22159.06165,0,0,0,0,0,0,34.88148875,0,0,0,44.80611561,0,0,0,0,0,0,0,0,0,0
"97",97," Jasa Angkutan Laut ",5407.917492,0,0,0,0,0,0,0,4600.061627,805.8668877,0,1.988977618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",98," Jasa Angkutan Udara ",8219.967419,0,0,0,0,0,0,8219.967419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",99," Jasa Penunjang Angkutan ",2058.073114,0,0,0,0,0,0,2058.073114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",100," Jasa Komunikasi ",145.0776958,0,0,0,0,98.26390763,0,0,4.596395556,1.063921416,0,2.826113733,1.30258635,0,0,0,0.198691807,0,0,36.82607929,0,0,0,0,0,0,0
"101",101," Bank ",135.2101414,0,0,0,0,22.35148765,48.60140968,0,11.58929745,2.68255889,0,7.12572978,1.462496414,0,0,0.004915279,0.045195205,0,7.33e-05,41.34697779,0,0,0,0,0,0,0
"102",102," Lembaga Keuangan Lainnya ",55.44152938,0,0,0,0,9.16499788,19.92850872,0,4.752072357,1.099955713,0,2.921832289,0.599681629,0,0,0.00201546,0.01853183,0,3e-05,16.95390346,0,0,0,0,0,0,0
"103",103," Asuransi dan Dana Pensiun ",7.862927314,0,0,0,0,1.299814651,2.826336454,0,0.673956869,0.155999878,0,0.414385302,0.085049116,0,0,0.00028584,0.002628254,0,4.26e-06,2.404466689,0,0,0,0,0,0,0
"104",104," Sewa Bangunan dan Sewa Tanah ",3.110563603,0,0,0,0,0.087699999,0.190696191,0,0.493768782,0.114291987,0,0.303595876,0.065477045,0,0,1.93e-05,0.000177331,0,0.003702367,1.851134738,0,0,0,0,0,0,0
"105",105," Jasa Perusahaan ",64.17202438,0,0,0,0,3.90341891,8.48765257,0,13.23290547,3.063002597,0,8.136309291,0.933846424,0,0,0.000858395,0.0078928,0,0.004892084,26.40124584,0,0,0,0,0,0,0
"106",106," Jasa Pemerintahan Umum ",1792.590855,0,0,0,0,242.5974405,527.5075098,0,268.6053585,62.17371633,0,165.1531691,17.72794008,0,0,0.053349209,0.490537421,0,7.086249567,501.1955843,0,0,0,0,0,0,0
"107",107," Jasa Pendidikan ",14.01385553,0,0,0,0,3.344935618,7.273278131,0,0.280262298,0.064871932,0,0.172320489,0.04581533,0,0,0.000735579,0.006763534,0,1.529604179,1.295268437,0,0,0,0,0,0,0
"108",108," Jasa Kesehatan ",34.14292109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.14292109,0,0,0,0,0,0,0
"109",109," Jasa Kemasyarakatan Lainnya ",2.647613302,0,0,0,0,0.571222281,1.242074287,0,0.104005043,0.024073906,0,0.063947951,0.018178708,0,0,0.000125617,0.001155024,0,0.108891023,0.513939462,0,0,0,0,0,0,0
"110",110," Jasa Hiburan, Rekreasi, dan Kebudayaan ",7.431071924,0,0,0,0,1.116251479,2.427193942,0,0.289436497,0.066995472,0,0.177961285,0.11325318,0,0,0.000245473,0.002257085,0,0.035639439,3.201838073,0,0,0,0,0,0,0
"111",111," Jasa Perorangan dan Rumah Tangga ",13.71035085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",112," Barang dan Jasa yang Tidak Masuk Dimanapun ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
