577901.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,404.46,2647.06,825.88,0.00,1.47,0.00,0.00,0.00,0.00,0.00,0.00,1380.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10641915.14,0.00,192.07,0.00,0.00,0.00,0.00,0.00,0.00,138.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36900.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,508.19,0.00,0.00,0.00,31.23,0.00,0.00
0.00,332814.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3228.20,193982.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35616.44,5326.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,446316.13,0.00,0.00,0.00,0.00,5.65,382.73,13637.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18709.79,165.53,0.00,437.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91178.42,159.38,1369.36,62.01,156.64,0.00,0.00
0.00,0.00,199366.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.41,18403.06,82952.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3052.80,283.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137973.71,0.00,0.00,0.00,0.00,0.00,1172.22,12640.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29694.20,92.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27499.22,0.00,211.06,94.64,1165.85,0.00,0.00
0.00,0.00,0.00,2271.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.16,14.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,35.78,4.10,0.00,0.00,0.00,0.00,0.04,5.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,760.02,10.77,0.00,42.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1790.46,0.00,13.07,2.77,1.05,0.00,0.00
0.00,0.00,0.00,0.00,36358.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,221.59,0.00,0.00,2240.78,0.00,7434.97,430.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46135.43,26.78,0.00,29.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9012.88,0.00,49.52,12.31,31.07,0.00,0.00
0.00,0.00,0.00,0.00,0.00,38177.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,612.86,13603.34,43.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1104.59,28.93,0.00,0.00,0.00,0.00,31.19,1288.41,66.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3343.64,37.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7639.14,0.00,0.00,16.93,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,2354.09,88.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.45,74.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.70,0.40,0.00,0.00,135.18,0.00,69.54,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,444.78,2.19,0.00,61.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,761.81,0.00,3.64,0.97,8.91,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,109191.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,527.74,11505.73,0.00,95.87,0.00,0.00,0.00,0.00,0.00,915.25,0.00,0.00,0.00,0.00,0.00,0.00,153.95,0.00,320.53,9.79,0.00,0.00,0.00,0.00,417.84,10792.17,0.00,0.00,0.00,3761.64,5.93,1245.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61076.39,754.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81585.83,41.23,6915.17,114.90,1377.61,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,530.52,132914.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,864.15,0.00,0.00,0.00,0.00,0.00,2347.00,0.00,0.00,0.00,0.00,106.02,0.00,25787.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4992.33,0.00,54367.79,16978.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212608.67,83.87,28055.58,73.23,4754.44,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3867.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1664682.83,400.49,0.00,0.00,0.00,0.00,0.00,2.43,63.86,141.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.70,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.86,0.00,0.00,0.00,0.09,0.00,0.00
