0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476,-4674.190476
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857,-340.7142857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762,5105.904762
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91,-91
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
