DIESEL
58.87138249
23.76243666
12.75578398
16.27598183
2.563469154
1.539379281
18.3400164
7.637096079
0.38241907
3.571337229
2173.617528
228.8241131
10.41708647
560.2781637
53.93277534
143.0376715
59.18546378
3890.513154
403.2791528
25.39262341
45.48718019
310.595117
154.0843729
631.6003259
79.18354889
69.98257999
0.124542032
0.559468705
0.065203315
7119.999576
675.1533908
4102.781557
2696.668962
200446.1231
0
0
0
8296.198128
25.70814947
130.0505419
1142.51921
545.7271501
57.55031181
85.57905625
9.472236821
0.383257003
25.89765175
219.987269
184.0539952
204.583413
175.7541855
0.1007833
