"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",-3588.05301192255,7034.84190554365,5272.31389929256,9780.53725251779,12245.8344693672,14766.7055809191,18709.2503023263,19874.5686320728,22640.6818791039,25512.3389687503,28503.4262828892,31628.556473231,34903.1773204077,38343.6801461422,41967.5146393707,45793.3019208427,49259.5677866689,54256.3189639397,58812.9090750019,64105.5916296339,68698.5020419879
"2",-18531.2753797336,36332.9616791263,27230.0048074023,50513.6988147462,63246.2592010591,76265.8429519304,96627.9674096675,102646.505811754,116932.695587894,131763.98942297,147212.106394821,163352.516785843,180265.003977892,198034.224542542,216750.301133503,236509.406556201,254411.685881225,280218.487457118,303751.981982889,331087.185167449,354808.263757164
"3",-5821.94767210762,11414.6812545781,8554.81664579765,15869.8257531947,19869.9983629989,23960.3447566594,30357.4880003281,32248.3247002587,36736.5991306341,41396.1282006606,46249.4438505535,51320.2564636827,56633.6314581341,62216.1653104838,68096.1717724641,74303.8652315205,79928.2020400755,88035.8926856542,95429.3812953019,104017.248010874,111469.669680612
"4",-1915.43475787039,3755.45752963745,2814.55520991055,5221.21076453246,6537.27715434179,7883.01093517291,9987.68641566689,10609.7762291262,12086.429289184,13619.4255388088,15216.1780327988,16884.4875497758,18632.6006793561,20469.2677229106,22403.8039497515,24446.1500097047,26296.5703102083,28964.0199946157,31396.4955059129,34221.9242516352,36673.788871177
"5",-2457.35638011892,4817.96494662554,3610.85919223537,6698.41430400106,8386.82688247273,10113.3004594804,12813.4382198804,13611.5319009087,15505.9648984629,17472.681904696,19521.1933040353,21661.5068948708,23904.2024122052,26260.5058335283,28742.3679393467,31362.5418231871,33736.4896169043,37158.6236684176,40279.303809194,43904.1129211075,47049.6678103072
"6",-1984.71069019574,3891.2819544897,2916.34982117677,5410.04739287756,6773.71223342966,8168.11745171594,10348.9131743098,10993.5022412901,12523.5617226075,14112.0021679327,15766.5047504672,17495.1523678497,19306.4898767061,21209.58403988,23214.0870433718,25330.2990671409,27247.6439062246,30011.5678058376,32532.0191687639,35459.6357925856,38000.1775215264
"7",-1619.94058895149,3176.10300120419,2380.35370610214,4415.73444667637,5528.77124020199,6666.89863623577,8446.88577615234,8973.00578143673,10221.855533886,11518.3564128213,12868.7778601801,14279.7172256229,15758.1488986471,17311.4732666501,18947.5685415694,20674.8418239942,22239.797739801,24495.7398944115,26552.9573388065,28942.5071225309,31016.1225262764
"8",-10267.8646208605,20131.4763315271,15087.6827031388,27988.7816829811,35043.6769050692,42257.6069072913,53539.9139023874,56874.6836823098,64790.418556852,73008.1862703719,81567.725258678,90510.8522295516,99881.7738469501,109727.396865459,120097.656671708,131045.841047351,140965.189670227,155264.299658977,168303.808887907,183449.780170092,196593.226521166
"9",-14736.7710364397,28893.3452355531,21654.329656081,40170.4037251522,50295.8172672358,60649.4826857278,76842.2141334747,81628.3835087831,92989.3019231535,104783.707641436,117068.634557516,129904.099301944,143353.54878575,157484.305000168,172368.036913499,188081.224810627,202317.794383857,222840.339048745,241555.063946115,263293.051265251,282156.950131819
"10",-1115.47246271038,2187.02800721094,1639.08419124879,3040.62396629093,3807.04830428831,4590.74974357338,5816.42841837855,6178.70860470051,7038.65218510963,7931.40778369646,8861.29246124744,9832.84908805079,10850.8801382717,11920.4814361545,13047.0778297099,14236.4583496763,15314.0689994273,16867.4848243913,18284.0611074463,19929.4776080432,21357.3453352886
"11",0.277346561624241,-0.543773798098713,-0.407535264112327,-0.756008444972722,-0.946569092757597,-1.14142544879703,-1.44617323790988,-1.53624911753694,-1.75006201150494,-1.97203315233365,-2.2032359188499,-2.44479982817198,-2.69791895112549,-2.96386029205548,-3.24397266304634,-3.53969542581978,-3.80762817819051,-4.19386320713906,-4.54607500444873,-4.95518470899137,-5.31020396475696
"12",-495.916196373893,972.307830541099,728.703240030183,1351.79910029437,1692.53565383671,2040.9532523662,2585.86487325313,2746.92721872867,3129.24051085776,3526.14135307216,3939.54902543658,4371.4831894054,4824.07893055575,5299.60174800975,5800.46341358597,6329.23762195802,6808.32122632602,7498.93807317377,8128.71885151702,8860.23730963971,9495.03803475169
"13",-2032.69750045081,3985.36630077317,2986.86202511337,5540.85281329177,6937.48866797144,8365.60815135657,10599.1316739862,11259.3057695045,12826.3593941088,14453.2055363934,16147.7110755002,17918.1543537657,19773.2868079615,21722.3944373991,23775.3628028943,25942.7411002196,27906.4439635268,30737.1946769075,33318.5861155588,36316.9873594205,38918.9549076198
"14",-41.1397399742624,80.6597800513091,60.4510641766619,112.141252665195,140.407748754008,169.311441566302,214.515696976299,227.876952433362,259.592531715619,292.518250938459,326.813327944445,362.645307879124,400.191311104811,439.639276708491,481.18927841352,525.054821435542,564.798179783384,622.089709060036,674.33445878001,735.019065217777,787.680254459313
"15",-2126.82132211587,4169.90822350448,3125.16832384432,5797.42135930422,7258.72827683602,8752.97666321498,11089.9232351407,11780.666616239,13420.2824794008,15122.459540077,16895.4289633261,18747.8524065027,20688.8865607651,22728.2473921279,24876.2782134104,27144.0167182482,29198.6486120246,32160.4769106507,34861.3993786784,37998.6412360115,40721.0925962184
"16",-5528.5578445448,10839.4525585752,8123.70727862509,15070.085579175,18868.6744558282,22752.8929210041,28827.660066634,30623.2103996484,34885.3038088761,39310.0216957184,43918.7605254681,48734.0358204138,53779.649899144,59080.8588593665,64664.5496644909,70559.4141518065,75900.3194668351,83599.4331589837,90620.336050222,98775.4278891573,105852.294009812
"17",-48982.6871824563,96036.8922279948,71975.5537651699,133520.044197159,167175.311261965,201589.251260009,255411.319746571,271319.786788515,309081.675860792,348284.407973088,389117.554457813,431780.601549204,476484.436156274,523452.826329226,572923.98820618,625152.1297416,672472.226877349,740685.906874321,802890.681449169,875144.299780014,937844.904997426
"18",-367.126519808573,719.79901567895,539.458655364519,1000.73621878723,1252.98332414268,1510.91670334733,1914.31451231496,2033.54888835789,2316.57523357611,2610.40073454344,2916.44623409211,3236.20688639745,3571.26329403056,3923.29260518815,4294.08025563085,4685.53154304548,5040.19690594369,5551.46021894445,6017.6866271913,6559.22938660661,7029.17205671157
