"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",9057476.0718,9510349.875,9985867.3746,10485160.7406,11009418.7788,11559889.7154,12137884.2,12744778.41,13382017.3344,14051118.198,14753674.1118,15491357.817,16265925.7098,17079221.991,17933183.0886,18829842.2442,19771334.3568,20759901.0762,21797896.1304,22887790.9338,24032180.484,25233789.5082
"2",2092787.5084,2197426.88382,2307298.22794,2422663.13955,2543796.29635,2670986.1117,2804535.41693,2944762.18767,3092000.29716,3246600.31216,3408930.32791,3579376.84427,3758345.68588,3946262.9706,4143576.11913,4350754.92498,4568292.6713,4796707.30451,5036542.6697,5288369.80354,5552788.29393,5830427.70852
"3",821876.93748,862970.785,906119.32368,951425.29032,998996.55476,1048946.38208,1101393.70164,1156463.38676,1214286.55568,1275000.88392,1338750.92804,1405688.47448,1475972.89828,1549771.54308,1627260.12012,1708623.12624,1794054.2824,1883756.99652,1977944.84608,2076842.08884,2180684.19256,2289718.40272
"4",116769.091217,122607.545787,128737.923055,135174.819223,141933.560175,149030.238199,156481.750112,164305.837642,172521.129518,181147.186,190204.5453,199714.772504,209700.511178,220185.536743,231194.813571,242754.554216,254892.281939,267636.896039,281018.740844,295069.677874,309823.161786,325314.319857
"5",260955.42627,274003.197545,287703.35748,302088.525354,317192.951614,333052.599187,349705.229104,367190.49059,385550.015081,404827.515862,425068.891632,446322.336229,468638.453052,492070.37572,516673.894506,542507.589239,569632.968674,598114.6171,628020.347955,659421.365372,692392.433656,727012.055308
"6",180854.576364,189897.305213,199392.170439,209361.779011,219829.86795,230821.361309,242362.429386,254480.550863,267204.57841,280564.807369,294593.047672,309322.700071,324788.835063,341028.27682,358079.690661,375983.675221,394782.859009,414522.001894,435248.102058,457010.507107,479861.032497,503854.084118
"7",114739.935264,120476.932056,126500.778648,132825.817584,139467.108456,146440.463832,153762.487056,161450.611416,169523.141976,177999.299064,186899.264064,196244.227224,206056.43856,216359.26056,227177.223552,238536.084744,250462.888992,262986.033384,276135.335064,289942.101864,304439.206896,319661.167248
"8",976122.04892,1024928.15148,1076174.55932,1129983.2874,1186482.4512,1245806.57376,1308096.9026,1373501.74792,1442176.83524,1514285.67704,1589999.96112,1669499.95872,1752974.95696,1840623.70496,1932654.89036,2029287.63484,2130752.01624,2237289.61728,2349154.09784,2466611.80296,2589942.39288,2719439.5126
"9",1496059.9944,1570862.9944,1649406.144,1731876.4512,1818470.2736,1909393.7872,2004863.4768,2105106.6504,2210361.9832,2320880.0824,2436924.0864,2558770.2912,2686708.8056,2821044.2456,2962096.4576,3110201.2808,3265711.3448,3428996.912,3600446.7576,3780469.096,3969492.5504,4167967.1776
"10",107362.47599,112730.599795,118367.129815,124285.48627,130499.7606,137024.74863,143875.986045,151069.78535,158623.274645,166554.43838,174882.16031,183626.26832,192807.581725,202447.960825,212570.358825,223198.87678,234358.82063,246076.761645,258380.59973,271299.629755,284864.61124,299107.84178
"11",1293.0020214,1357.6521228,1425.534729,1496.8114656,1571.6520384,1650.2346408,1732.7463726,1819.3836912,1910.352876,2005.8705198,2106.1640454,2211.472248,2322.0458604,2438.148153,2560.0555608,2688.0583392,2822.4612558,2963.5843188,3111.7635348,3267.3517116,3430.719297,3602.255262
"12",159768.552546,167756.980149,176144.829201,184952.070657,194199.674202,203909.657904,214105.140783,224810.39781,236050.91766,247853.463543,260246.136789,273258.443592,286921.365804,301267.434078,316330.80579,332147.346039,348754.713345,366192.448992,384502.071474,403727.175072,423913.533777,445109.210478
"13",270716.109633,284251.915062,298464.510888,313387.7364,329057.12322,345509.979381,362785.478346,380924.752239,399970.989855,419969.539368,440968.016304,463016.417184,486167.238027,510475.5999,535999.379895,562799.34891,590939.316315,620486.282151,651510.596295,684086.126049,718290.432396,754204.954032
"14",306841.51863,322183.594526,338292.774231,355207.412939,372967.783625,391616.172824,411196.981451,431756.83052,453344.672046,476011.905627,499812.500919,524803.125933,551043.28229,578595.446369,607525.218691,637901.479622,669796.553596,703286.38129,738450.70039,775373.23509,814141.89688,854848.99215
"15",644174.523858,676383.250029,710202.412556,745712.53314,782998.15987,822148.0679,863255.47093,906418.24444,951739.1571,999326.11459,1049292.42094,1101757.04133,1156844.89336,1214687.13832,1275421.49509,1339192.5701,1406152.19824,1476459.80859,1550282.79891,1627796.9386,1709186.78553,1794646.12477
"16",627854.27296,659246.98656,692209.33592,726819.80272,763160.7928,801318.8328,841384.7744,883454.0128,927626.7136,974008.0488,1022708.4512,1073843.8744,1127536.068,1183912.8712,1243108.5152,1305263.9408,1370527.1376,1439053.4944,1511006.1688,1586556.4776,1665884.3016,1749178.5168
