"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0.000283667399208818,0.000507140824591387,0.000710487752824338,0.000896191699663949,0.00106639625956768,0.00122297106986499,0.00136755987449061,0.00150161717938209,0.00162643669665965,0.00174317427498507,0.00185286606692036,0.00195644421871228,0.00205474945398247,0.00214854216720221,0.00223851169142134,0.0023252844289968,0.00240943095057286,0.00249147210161036,0.0025718845060354,0.00265110534763731,0.00272953663434886
"2",0.00634071081902192,0.0113359283573679,0.0158812658601009,0.0200322364288514,0.0238367550163722,0.027336612929467,0.030568552173985,0.0335650847595456,0.0363551285291929,0.0389645197918262,0.041416419206817,0.0437316627362806,0.045929042712886,0.0480255559991053,0.0500366109867025,0.0519762093994801,0.0538571049933233,0.0556909400296744,0.0574883682768238,0.0592591620080558,0.0610123070918731
"3",0.0050724675182129,0.00906856187986224,0.0127047593767548,0.0160254696259053,0.0190690238189017,0.021868854321166,0.0244543541650156,0.0268515324457616,0.0290835229572063,0.0311709943383548,0.0331324747678832,0.0349846326639538,0.0367425015948481,0.0384196787811248,0.0400284907051989,0.0415801384762934,0.043084824971139,0.0445518637469449,0.0459897776626874,0.0474063844330003,0.0488088725235586
"4",0.0117461957755642,0.0209998591018901,0.0294201176028861,0.0371098095688468,0.0441576976349568,0.0506412004213964,0.0566283826285473,0.0621794729433285,0.067348041792505,0.0721819510194098,0.0767241059126704,0.081013105105724,0.0850837615604815,0.0889675620276085,0.092693050576361,0.0962861654881785,0.0997705331847068,0.103167720957566,0.106497465043706,0.109777868497697,0.113025577789389
"5",0.00674309975308497,0.0120553196441051,0.0168891095885769,0.0213035056095493,0.0253494633979764,0.0290714264078643,0.0325084682904494,0.0356951643533268,0.0386622675631635,0.0414372538429718,0.0440447536721248,0.0465069252704252,0.048843753547835,0.0510733140280372,0.0532119929094556,0.0552746805132043,0.0572749399392504,0.0592251522935531,0.0611366474561453,0.0630198178244216,0.0648842195541774
"6",0.00785824341904313,0.0140489744766275,0.0196821549669585,0.0248265840533859,0.0295416442467321,0.0338791288325856,0.0378845733327982,0.041598270921679,0.0450560603907617,0.0482899614872276,0.0513286779759669,0.0541980324840867,0.0569213149873504,0.0595195901973909,0.0620119542107137,0.0644157598553231,0.0667468132543828,0.0690195429850727,0.0712471526768466,0.073441753327014,0.075614481479919
"7",0.0101097928705174,0.0180742965548515,0.0253214999048697,0.0319399144506049,0.0380059370173612,0.043586200740342,0.048739288020136,0.0535170368860033,0.0579655546374785,0.0621260353414187,0.0660354070273143,0.0697268910274724,0.0732304503222256,0.0765731851897446,0.0797796631146294,0.082872208844403,0.0858711573301335,0.0887950711999495,0.0916609371481148,0.0944843363565656,0.0972795961030024
"8",0.00753240707114808,0.0134664439537581,0.0188660487213696,0.0237971678013927,0.0283167214471007,0.0324743553818412,0.0363137170560019,0.0398734288620554,0.043187843613867,0.046287653330091,0.0492003716652147,0.0519507504621861,0.0545611140295939,0.0570516536505363,0.0594406736138053,0.0617448072188755,0.0639792051701092,0.0661576978403215,0.0682929412980358,0.0703965444313983,0.0724791819782581
"9",0.00705360437975087,0.012610440087057,0.0176668152195371,0.0222844842869297,0.0265167493600394,0.0304101004105623,0.0340054103739515,0.037338846640053,0.0404425783074526,0.0433453464726652,0.0460729158302482,0.0486484648918953,0.0510928989033443,0.053425125641009,0.0556622858841035,0.0578199556181445,0.0599123225056721,0.0619523377795423,0.0639518529941158,0.0659217391349567,0.0678719923933838
"10",0.00743984874300205,0.013300968104571,0.0186342224422077,0.023504747862949,0.0279687651637458,0.032075310049069,0.0358674935523795,0.0393834635889453,0.0426571507579543,0.0457188699908678,0.048595796759394,0.0513123788979123,0.0538906662742467,0.0563506021087146,0.0587102657585975,0.0609860861131778,0.0631930277723327,0.0653447510676172,0.067453756629765,0.0695315106473029,0.071588556737277
"11",-0.000153596512010852,-0.000274599978760891,-0.000384705612951482,-0.00048525815669125,-0.000577418294674362,-0.000662198374486841,-0.000740488428745752,-0.000813076024318732,-0.000880661663319694,-0.00094387120040817,-0.00100326567671563,-0.00105934981928534,-0.00111257885173237,-0.00116336450283612,-0.00121208002361996,-0.00125906459064757,-0.0013046271482115,-0.001349049717371,-0.00139259037386424,-0.00143548583893351,-0.00147795378581325
"12",0.00222266885032349,0.00397368931736891,0.00556700911486578,0.00702208777189034,0.00835572136392564,0.00958255939588594,0.0107154813788094,0.0117658840622549,0.0127439042816403,0.0136585986742973,0.0145180859833407,0.0153296700163845,0.0160999382363796,0.0168348487078377,0.0175398026712935,0.0182197083101945,0.0188790362783844,0.0195218676900076,0.0201519370682692,0.0207726700116193,0.0213872164021765
