"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",0.00274432411320596,-0.000365311165745292,0.000497489455140829,0.000701800655904294,0.000888355313419137,0.00105931109445594,0.00121654976332534,0.00136172567373885,0.0014963026539852,0.00162158257111647,0.00173872836032921,0.00184878245053721,0.00195268241198667,0.00205127384001941,0.0021453212778334,0.00223551781575246,0.00232249308846712,0.0024068205381271,0.00248902353569049,0.00256958090927404,0.00264893179711739,0.00272747992994379
"2",0.0613428460556076,-0.00816575543122948,0.011120315649908,0.0156872502695053,0.0198572720951966,0.0236786117773503,0.0271933326358638,0.0304384146212075,0.0334465788090989,0.0362469259366528,0.0388654511812275,0.0413254559724217,0.0436478978264928,0.0458516783409472,0.047953887342071,0.0499700174537496,0.0519141428328062,0.0537990815998612,0.0556365326153711,0.0574371990601003,0.0592108969466763,0.0609666508026347
"3",0.0490732984227665,-0.00653224915422291,0.00889578048269727,0.0125491501542627,0.0158850140954648,0.0189419533133048,0.0217536154812836,0.0243495819981648,0.0267560275282643,0.028996230769724,0.0310909862192375,0.0330589336151201,0.03491683773313,0.036679818777593,0.0383615476849397,0.0399744177502581,0.0415296875711712,0.0430376110587503,0.0445075467328171,0.0459480566797724,0.0473669933012352,0.0487715758450113
"4",0.113637902723191,-0.0151272983640171,0.0206006963863403,0.0290610567391807,0.0367861182463513,0.0438652308184215,0.0503763190207516,0.0563878901056618,0.0619605615081738,0.0671482437308714,0.0719990940527863,0.0765562793946661,0.0808586244552345,0.0849411452085356,0.0888355012045402,0.0925703931008802,0.0961718937781482,0.099663749219038,0.103067631931366,0.106403369874617,0.109689147476548,0.112941682912784
"5",0.0652357349019538,-0.00868259568725591,0.0118242316969092,0.0166803496026982,0.0211144766882282,0.0251778877059752,0.0289153012872503,0.0323660321944071,0.0355648678438011,0.0385427470277046,0.0413273071849272,0.0439433221126785,0.046413073871742,0.0487566589044826,0.0509922475771277,0.0531363122629509,0.0552038173628457,0.0572083919286185,0.0591624751056649,0.0610774474813879,0.0629637464355748,0.0648309678763844
"6",0.0760241288612638,-0.0101201217322267,0.013781814909647,0.0194417814147229,0.0246098378868359,0.0293457586091217,0.0337016744381566,0.037723416160059,0.0414515363647963,0.0449221007794002,0.0481673262887415,0.0512160912880458,0.0540943692627659,0.0568255857093999,0.0594309207045524,0.0619295748548845,0.0643389908119841,0.0666750545484081,0.0689522648996723,0.0711838867183256,0.0733820853391749,0.0755580451921081
"7",0.0978066159434753,-0.0130199162296405,0.0177308130344884,0.025012556660938,0.0316614341053575,0.0377543482906544,0.0433583683970113,0.0485324581666123,0.0533287906118161,0.0577937661195216,0.0619688333055085,0.0658911456085595,0.0695941191391492,0.0731078918594303,0.0764597128754576,0.0796742845930067,0.0827740477049454,0.0857794401580249,0.0887091152733656,0.0915801387805326,0.0944081618342825,0.0972075735956869
"8",0.0728718436391463,-0.00969996162713336,0.0132096590354389,0.0186346882341149,0.0235882474408856,0.0281276259064229,0.0323027873930068,0.0361576576564653,0.0397311037977378,0.0430576927014351,0.0461683024818607,0.0490906116193758,0.0518495144890941,0.0544674634359116,0.0569647587523515,0.0593598035595674,0.0616693161142349,0.06390852270342,0.0660913201378234,0.0682304225328901,0.0703374901855258,0.0724232432490526
"9",0.0682396942317731,-0.00908364610546082,0.0123703306215301,0.0174506399786115,0.0220894269100306,0.0263403423105493,0.0302501767398631,0.0338600661292894,0.0372064089841885,0.0403215766214214,0.0432344858347606,0.0459710569560196,0.0485546030006369,0.0510061500381898,0.0533447087404593,0.055587513100986,0.0577502192422579,0.0598470860775812,0.0618911274831215,0.0638942497458348,0.0658673722805712,0.0678205340663851
"10",0.0719763933582854,-0.00958143564791595,0.0130482126709128,0.0184068910399302,0.0232998389485333,0.027783649788094,0.0319076802528997,0.0357153221512716,0.0392449699904331,0.042530770107105,0.0456032248349286,0.0484896756123472,0.0512147136136251,0.0538005175320063,0.0562671401657791,0.0586327601780135,0.0609138918172462,0.0631255755027513,0.0652815383051034,0.0673943390175712,0.0694754954338204,0.0715355965878888
