"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",9510349.8800372,9986554.16947171,10485160.7418035,11009418.7756998,11559889.7141979,12137884.2033362,12745500.2433074,13382746.3830059,14051854.5357439,14754417.811002,15492108.9543946,16266684.3546981,17079988.2269576,17933956.9871967,18830623.884794,19772123.8129248,20759901.075669,21797896.1285817,22887790.9340648,24032993.8552701,25234602.8821591
"2",2197426.88403167,2307410.87780634,2422663.13971039,2543796.29648535,2670986.11155294,2804535.41654236,2944880.58357388,3092119.87719186,3246721.08724558,3409052.31174564,3579500.04724588,3758470.121296,3946388.65028446,4143703.05557605,4350883.13101105,4568422.15971127,4796707.30477401,5036542.67018612,5288369.80308443,5552921.70578462,5830561.11976497
"3",862970.784693872,906243.65105236,951425.290085839,998996.554655929,1048946.38225795,1101393.70136275,1156594.05552672,1214418.53155537,1275134.17904741,1338885.55629698,1405824.44886803,1476110.23250588,1549910.25063699,1627400.21468624,1708764.62206958,1794197.19274179,1883756.9965155,1977944.84616712,2076842.08806028,2180831.43433351,2289865.64365572
"4",122607.54578639,128739.756662048,135174.819235087,141933.560221261,149030.238223323,156481.750121842,164307.76475266,172523.075907933,181149.151856006,190206.530826622,199716.777906671,209702.536577229,220187.582382702,231196.87972351,242756.641039152,254894.389609471,267636.896055772,281018.740831108,295069.677912781,309825.333329252,325316.491397162
"5",274003.197574893,287841.695911641,302088.525349585,317192.951573995,333052.599129763,349705.229155488,367335.885702144,385696.864232758,404975.833402368,425218.692385851,446473.634976715,468791.264842607,492224.715536647,516829.777767592,542665.03130999,569791.985226916,598114.617088601,628020.347960172,659421.365370008,692556.268541428,727175.890192919
"6",189897.30520601,199399.375219581,209361.779005945,219829.867941001,230821.361342971,242362.429406096,254488.123106514,267212.226378703,280572.531768919,294600.849356458,309330.579787051,324796.793552212,341036.314939309,358087.809161308,375991.874809102,394791.140607543,414522.001932755,435248.102005472,457010.507126951,479869.565050116,503862.616704739
"7",120476.932029565,126501.288390199,132825.817577139,139467.108466786,146440.463861179,153762.487043311,161451.147143054,169523.683134845,177999.845610519,186899.816040745,196244.784744828,206057.001674119,216359.829234246,227177.797943426,238536.664857009,250463.474900962,262986.033447571,276135.335101914,289942.101809896,304439.810621257,319661.770963199
"8",1024928.15161854,1076373.46121143,1129983.28727048,1186482.45133166,1245806.57390731,1308096.90241799,1373710.79670432,1442387.97413217,1514498.92734597,1590215.34338991,1669717.49544672,1753194.66850065,1840845.61362862,1932879.01818501,2029514.00381681,2130980.6494291,2237289.6171935,2349154.0981256,2466611.80301911,2590177.9538505,2719675.07333647
"9",1570862.99477895,1649583.55307811,1731876.45127263,1818470.27392596,1909393.78741543,2004863.47690663,2105293.10930921,2210550.30688398,2321070.28902726,2437116.19476608,2558964.32088945,2686904.77507256,2821242.1757543,2962296.36721597,3110403.18901169,3265915.27205721,3428996.91174565,3600446.75806893,3780469.09571874,3969702.65654205,4168177.28426766
"10",112730.599811326,118367.196999759,124285.486283516,130499.760631873,137024.748655485,143875.98609001,151069.855934164,158623.34594912,166554.510392698,174882.233046464,183626.34174631,192807.655923479,202448.035746802,212570.434526384,223198.953225558,234358.897816813,246076.761673488,258380.599728198,271299.629775244,284864.690699451,299107.921325105
