"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",0,-6172.11762199668,-96.2336909226005,-90.8810002865303,-86.012475165493,-81.588684148961,-77.5756450524113,-73.9424650570691,-70.6605762143954,-67.7040422613245,-65.0500943334555,-62.6770998445463,-60.5666475795551,-58.7001749452538,-57.0629939861101,-55.6397855457471,-54.4179045512428,-53.385323503353,-52.531118749328,-51.8458050142508,-51.3205489895699,-50.9472912292113
"2",0,-31877.2356342755,-497.019698733591,-469.374571008717,-444.230020564784,-421.382395660061,-400.656187667671,-381.891844315978,-364.94181993707,-349.672161204653,-335.965273596259,-323.70943055267,-312.809543609008,-303.169742194848,-294.714167264203,-287.363699653855,-281.053031154937,-275.720043111651,-271.308318025607,-267.768867044069,-265.05606881174,-263.128298388852
"3",0,-10014.8313589447,-156.148058845137,-147.462823513271,-139.563191492984,-132.385181633348,-125.873654755993,-119.978484408086,-114.653316379005,-109.856066763306,-105.549790938072,-101.699388038702,-98.2749841763798,-95.2464597666767,-92.5899823235522,-90.2806951153616,-88.2980802071543,-86.6226220544486,-85.2365958690643,-84.1246109584172,-83.2723345436389,-82.6666893110814
"4",0,-3294.90355453309,-51.3730861379113,-48.5156228791038,-45.9166249893424,-43.5550425145821,-41.4127345398847,-39.4732093407074,-37.7212162806918,-36.1429096417232,-34.7261345638344,-33.4593427593209,-32.332705662815,-31.3363138697314,-30.4623264256479,-29.7025653743112,-29.0502803264317,-28.4990505624955,-28.0430446231767,-27.6771989301596,-27.396797930196,-27.1975391975357
"5",0,-4227.1094007976,-65.9077426010267,-62.2418356631215,-58.9075200161187,-55.8777902181992,-53.1293728620694,-50.6411102809707,-48.3934371147407,-46.3685903275327,-44.5509761982648,-42.9257791557611,-41.4803898892533,-40.2020953749306,-39.0808362874777,-38.1061209357904,-37.2692890844301,-36.5621034245632,-35.9770826654203,-35.5077306027815,-35.1479975573457,-34.8923638350097
"6",0,-3414.07102537724,-53.231107383659,-50.2702976333694,-47.5773012269074,-45.1303069065425,-42.9105176309249,-40.9008452185208,-39.0854874570832,-37.4500978661908,-35.9820819793276,-34.6694738603328,-33.5020894396839,-32.4696609405473,-31.5640638014593,-30.7768243088212,-30.1009479349814,-29.5297817256032,-29.0572833241749,-28.6782060107325,-28.3876636902278,-28.1811983290099
"7",0,-2786.59869919195,-43.4477588352584,-41.0311165037688,-38.8330660807405,-36.8358049896124,-35.0239909213951,-33.3836763232857,-31.9019632893196,-30.5671420477011,-29.368932897065,-28.2975690997555,-27.3447383370803,-26.5020599320378,-25.762902547187,-25.1203498545365,-24.5686928392897,-24.1025013075596,-23.7168434169143,-23.4074367412068,-23.1702932131666,-23.0017741315714
"8",0,-17662.6342911059,-275.390164713886,-260.072469556682,-246.140301628122,-233.480821056182,-221.996781627473,-211.599778126511,-202.20805771443,-193.747399461085,-186.152645973358,-179.361891773689,-173.322449722051,-167.981199672329,-163.296109387011,-159.223340223529,-155.726706108195,-152.771788129525,-150.32732626659,-148.36617667781,-146.863061255804,-145.794916447281
"9",0,-25349.9833762499,-395.248861659151,-373.264410516789,-353.268513128773,-335.099217558047,-318.61695323023,-303.694837668925,-290.215537300886,-278.072527182449,-267.172291612835,-257.425981845256,-248.757979461385,-241.092044873163,-234.367851882766,-228.522482001164,-223.503999718494,-219.263005928951,-215.754635335499,-212.939930068504,-210.782610261725,-209.249574349145
"10",0,-1918.81982263628,-29.917627163612,-28.2535550234438,-26.7400027867466,-25.3647117650826,-24.1171174355959,-22.987615651783,-21.9673250952683,-21.0481825392044,-20.2231094984472,-19.4853806989086,-18.8292723989161,-18.2490137381883,-17.7400384603206,-17.2975840642885,-16.9177193852429,-16.5967052579035,-16.3311456662159,-16.1180917923375,-15.9547974820816,-15.8387571830135
"11",0,0.477087600075323,0.00743859781366274,0.00702484965083983,0.00664852614117695,0.00630657934560164,0.00599638253667645,0.00571554778425942,0.00546186686431227,0.00523333497725731,0.00502819215224193,0.00484476625007568,0.00468163413403877,0.00453736096760959,0.0044108114134227,0.00430080134216171,0.00420635332555142,0.00412653766986937,0.00406051000804375,0.00400753715413416,0.00396693631780742,0.00393808452640876
"12",0,-853.067968756905,-13.3007638980744,-12.560951534935,-11.8880572243488,-11.2766310223426,-10.7219761514518,-10.2198228118764,-9.76622253733603,-9.35759059396969,-8.99078002731949,-8.66280092642774,-8.37110862004647,-8.11313751105808,-7.88685753487516,-7.69015137472888,-7.52127132891928,-7.37855502013736,-7.26049267510371,-7.16577328378662,-7.09317598276903,-7.0415868411983
"13",0,-3496.6172520396,-54.5181418362399,-51.4857449205701,-48.727636600559,-46.2214782613646,-43.9480184013264,-41.8897556435768,-40.0305057269707,-38.3555752920638,-36.8520653756932,-35.5077206962887,-34.3121109855019,-33.2547201710331,-32.327227288064,-31.520953742267,-30.8287358581292,-30.2437598574325,-29.7598372765933,-29.3715945404983,-29.074027421826,-28.8625700863631
"14",0,-70.7679940111729,-1.10339200902663,-1.04201936487458,-0.986198044223954,-0.935475936230688,-0.889463409579406,-0.847806254742864,-0.810176918201762,-0.776278021653582,-0.74584850260544,-0.718640327054231,-0.69444239661351,-0.673041876897742,-0.654270359737438,-0.637952199168922,-0.623942409884194,-0.612103087717287,-0.60230898452744,-0.594451344341905,-0.588428887181976,-0.58414920451844
"15",0,-3658.52770777094,-57.0425980490222,-53.8697863518437,-50.9839641541867,-48.3617584561807,-45.9830262787254,-43.8294559134738,-41.8841136481224,-40.1316257609233,-38.5584959827011,-37.1519015833728,-35.9009292927876,-34.7945761324518,-33.8241357978332,-32.9805278407439,-32.2562568967878,-31.6441936470947,-31.1378630893014,-30.7316428168197,-30.420296880744,-30.1990480433378
"16",0,-9510.14636159436,-148.279171202143,-140.031617543764,-132.53007765877,-125.71379470604,-119.530408152517,-113.932317581373,-108.87550479369,-104.320006614071,-100.230740219034,-96.5743735922733,-93.3225382942401,-90.4466326545153,-87.9240250528164,-85.7311114718541,-83.8484080300987,-82.257382490483,-80.9412034304987,-79.885255585541,-79.0759285903769,-78.5008040918037
"17",0,-84259.3199506816,-1313.74446333371,-1240.67163816502,-1174.20844981165,-1113.81659634353,-1059.03216641193,-1009.43342359326,-964.630368978425,-924.268931316677,-888.038279095956,-855.643092516926,-826.832029082812,-801.351679370215,-779.00152950862,-759.572448159801,-742.891809485271,-728.795419690548,-717.134152721148,-707.778519594809,-700.607930884929,-695.512363188667
"18",0,-631.525803794817,-9.84654906695971,-9.29886633254762,-8.80072300153972,-8.34808447992009,-7.93747374729855,-7.56572987414074,-7.2299298098792,-6.92741978148342,-6.65587009635465,-6.41306732710882,-6.19712765420945,-6.00615176695101,-5.83863681009097,-5.69301533799717,-5.567993518398,-5.46234070728406,-5.37493920638735,-5.30481848997442,-5.25107474265133,-5.21288332683889
"19",0,-6275.04986141241,141.112009707785,246.77102989214,345.332191587477,437.661864892369,524.522135871599,606.591503100568,684.479412003515,758.736457085692,829.862255152781,898.314062534537,964.51034865333,1028.83871242178,1091.65576486952,1153.29502605586,1214.06647291853,1274.26120106001,1334.15312771839,1394.00067781935,1454.04934656185,1514.53316638948
"20",0,-263.031999753083,-4.10111111371123,-3.87299995109379,-3.66552206740488,-3.47699704677052,-3.30597669948258,-3.15114449276973,-3.01128296722641,-2.88528681997172,-2.77218573054984,-2.67105779908843,-2.58111841171194,-2.50157650054734,-2.43180612240121,-2.37115443273888,-2.31908254727091,-2.27507790040272,-2.23867496701314,-2.20946952165514,-2.18708512311605,-2.17117830800134
