"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",9057476.07466984,9510635.68041048,9986156.03276643,10485452.2867642,11009713.2361102,11560187.1192124,12138184.5824007,12745081.797629,13382323.7528707,14051427.6793072,14753986.6860009,15491673.5181438,16266244.5640848,17079544.038438,17933508.3567919,18830170.7680851,19771666.1650489,20760236.1990835,21798234.6032302,22888132.7934598,24032525.7587999,25234138.2384687
"2",2092787.50852913,2197468.1178183,2307339.87415982,2422705.20229611,2543838.77969694,2671029.01959664,2804578.75366649,2944805.95802781,3092044.50539032,3246644.96172601,3408975.42497087,3579422.39160341,3758391.6890971,3946309.43376358,4143623.04688994,4350802.32223807,4568340.54285057,4796755.65463165,5036591.50354232,5288419.12477421,5552838.10906833,5830478.02119774
"3",821876.9377695,863016.696051938,906165.694417146,951472.124262184,999043.857174057,1048994.15780125,1101441.95466147,1156512.12231967,1214335.77901624,1275050.59898288,1338801.14043178,1405739.18884423,1476024.11988185,1549823.27688672,1627312.37119844,1708675.9001469,1794107.58359988,1883810.83119353,1977999.2191919,2076897.00481534,2180739.65911256,2289774.42309399
"4",116769.091225071,122608.232714529,128738.616857903,135175.519970482,141934.26796401,149030.9530435,156482.47209022,164306.566807049,172521.865982866,181147.929831688,190205.29658206,199715.531319665,209701.277524353,220186.310739297,231195.59536367,242755.343835714,254893.079433998,267637.701533038,281019.554363147,295070.499580141,309823.991670826,325315.158037577
"5",260955.426256648,274051.515560025,287752.158594118,302137.814526198,317242.733642398,333102.879018847,349756.011843441,367241.781081604,385601.818566,404879.837278929,425121.736301159,446375.709331235,468692.359940678,492124.8215857,516728.884877104,542563.129490588,569689.06438933,598171.273726135,628077.571164052,659479.16080595,692450.807053912,727071.012439308
"6",180854.576383678,189900.065161598,199394.95806388,209364.59443664,219832.711526003,230824.233363824,242365.330147156,254483.480631482,267207.53747892,280567.795980137,294596.066209788,309325.748808917,324791.914264297,341031.386858514,358082.831799704,375986.847673881,394786.063200971,414525.238197739,435251.370633104,457013.80844086,479864.366806186,503857.45180408
"7",114739.935266226,120477.109281194,126500.957655214,132825.998391527,139467.291089317,146440.648309936,153762.673336555,161450.79953726,169523.332052993,177999.491017849,186899.457902149,196244.423024845,206056.636336936,216359.460243692,227177.425262966,238536.288449745,250463.094729625,262986.241289046,276135.545021804,289942.313828985,304439.421050539,319661.383533874
"8",976122.04914964,1024999.74924308,1076246.8724354,1130056.32400725,1186556.21843583,1245881.07868252,1308172.15224092,1373577.75062854,1442253.59759561,1514363.20704402,1590078.26588492,1669579.04716676,1753054.83573789,1840704.38253824,1932736.37478368,2029369.93398146,2130835.13889541,2237373.57103907,2349238.89150958,2466697.44433697,2590028.89061532,2719526.8750786
"9",1496059.9946153,1570926.15820677,1649469.93906236,1731940.88428533,1818535.35126881,1909459.5155317,2004929.86230404,2105173.69983687,2210429.70331691,2320948.4794245,2436993.16706727,2558840.06291373,2686779.27451709,2821115.42019327,2962168.34409929,3110273.88566384,3265784.67567588,3429070.97583226,3600521.56279636,3780544.64849348,3969568.85848754,4168044.24929617
"10",107362.476010784,112730.62317008,118367.153424645,124285.51011178,130499.78469842,137024.772962698,143876.010640294,151069.81013628,158623.299693257,166554.463674277,174882.185860859,183626.294088849,192807.607789443,202447.987131426,212570.385424854,223198.903633013,234358.847728342,246076.789063463,258380.627392073,271299.657715758,284864.639372655,299107.870280508
