HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC,ROWSUM
0,0,0,0,101.5091959,189.0950271,0,219.545068,0,0,0,0,0,0,0.019079901,0.175286899,-10.19705387,0,3.094016926,0,0,0,0,0,0,0,503.2406208
0,0,0,0,40.97897088,76.33786317,0,88.63057698,0,0,0,0,0,0,0.007725559,0.070987764,-4.116281578,0,1.249057918,0,0,0,0,0,0,0,203.1589007
0,0,0,0,21.20534454,39.41186428,0,45.75837109,0,0,0,0,0,0,0.0039859,0.036649705,-2.159260557,0,0.644866114,0,0,0,0,0,0,0,104.9018211
0,0,0,0,28.06630553,52.28320885,0,60.70239294,0,0,0,0,0,0,0.005289824,0.048618967,-2.819298306,0,0.855470054,0,0,0,0,0,0,0,139.1419879
0,0,0,0,4.398590642,8.191398089,0,9.510461895,0,0,0,0,0,0,0.000828433,0.007617308,-0.442650223,0,0.134029566,0,0,0,0,0,0,0,21.80027571
0,0,0,0,2.653255911,4.942464576,0,5.73835144,0,0,0,0,0,0,0.000499407,0.004596075,-0.266569228,0,0.080869758,0,0,0,0,0,0,0,13.15346794
0,0,0,0,31.62587048,58.91416993,0,68.40114011,0,0,0,0,0,0,0.005956897,0.054760014,-3.176848752,0,0.963967386,0,0,0,0,0,0,0,156.7890161
3399.727156,0.369121438,0,0,13.15954689,24.51308318,0,440.0386351,21.39950464,0,5.907271862,1765.992524,0,0,0.002479118,0.022795097,-1.322257912,0,4.790011364,0,0,0,0,0,0,0,5674.599871
170.2487496,0.018484607,0,0,0.65899205,1.227549165,0,22.03594934,1.07162954,0,0.29582026,88.43614785,0,0,1.24E-04,0.001141518,-0.066213287,0,0.239870865,0,0,0,0,0,0,0,284.1682458
1590.387222,0.172676818,0,0,6.155967512,11.46734046,0,205.8522304,10.01079316,0,2.763450732,826.1399587,0,0,0.001160151,0.010663658,-0.618465474,0,2.240790795,0,0,0,0,0,0,0,2654.583789
0,0,0,0,3707.492081,6901.833405,0,8013.238142,0,0,0,0,0,0,0.69788894,6.423048648,-373.923028,0,112.9294075,0,0,0,0,0,0,0,18368.69094
7083.878431,4.28965837,0,0,394.5173918,734.9175434,0,4241.403675,497.1228401,0,1342.320605,6765.686672,0,0,0.074300334,0.683411232,-39.63227324,36604.12403,2194.648213,0,0,0,0,0,0,0,59824.03449
322.5439146,0.195318441,0,0,17.96314179,33.46255973,0,193.1212897,22.63519611,0,61.11907899,308.0579533,0,0,0.003381757,0.031180424,-1.804424945,1666.673625,99.92760077,0,0,0,0,0,0,0,2723.929815
20555.54432,12.44755753,0,0,966.1827841,1799.854331,0,15313.11295,955.9630465,0,392.7755741,31639.1169,0,0,0.182027369,1.673712481,-97.05292668,1389.80708,10263.07228,0,0,0,0,0,0,0,83192.67964
1978.739061,1.198240754,0,0,93.00763693,173.2595978,0,1474.088066,92.02398775,0,37.80980317,3045.680182,0,0,0.017522524,0.16111679,-9.342523358,133.7871691,987.9553835,0,0,0,0,0,0,0,8008.385245
6.639418754,1.220606704,0,0,246.6704274,459.5109109,0,455.4426515,20.69229947,0,67.09049205,2592.919421,0,0,0.046472407,0.427306328,-24.77777869,998.8514712,841.0891976,0,0,0,0,0,0,0,5665.822897
3942.021061,2.428338148,0,0,102.0563216,190.1148698,0,1139.251553,51.76004978,0,167.8212328,6607.731894,0,0,0.019227173,0.176790768,-10.25180971,198.283435,2143.410964,0,0,0,0,0,0,0,14534.82393
0,0,0,0,6708.221458,12496.3181,0,14508.60474,0,0,0,0,0,0,1.264236558,11.62052017,-673.8712934,0,204.4676706,0,0,0,0,0,0,0,33256.62543
219.9133127,0.133168638,0,0,695.2487544,1295.122487,0,1708.351768,77.61619655,0,1704.944627,8852.433383,0,0,0.130981566,1.204354503,-69.84479268,31.74374035,2871.545498,0,0,0,0,0,0,0,17388.54348
6188.787349,36.70909897,0,0,43.75809106,81.51127983,0,1091.762555,350.36201,0,229.7285601,2178.204621,0,0,0.008250407,0.075835505,-4.396626871,2.399168649,706.564331,0,0,0,0,0,0,0,10905.47452
8525.108679,4.472644467,0,0,78.43569368,146.1133538,0,1281.71082,1558.933883,0,370.9677283,3656.524041,0,0,0.014777101,0.135873075,-7.879060129,0.040860894,1186.100442,0,0,0,0,0,0,0,16800.67974
9173.886404,5.555310653,0,0,535.6065577,997.7544702,0,4447.992939,212.4259445,0,4666.222889,84448.14601,0,0,0.100833732,0.927827369,-53.80180162,158.0113446,27393.22432,0,0,0,0,0,0,0,131986.053
28878.4549,15.15090503,0,0,265.6976256,494.9531677,0,4341.744363,5280.82645,0,1256.638408,12386.32959,0,0,0.050056841,0.460264633,-26.68988786,0.138414653,4017.868016,0,0,0,0,0,0,0,56911.62227
3840.294724,2.325507613,0,0,1089.050129,2028.723497,0,4473.444597,203.2437123,0,658.97561,78101.43818,0,0,0.204760801,1.892486189,-109.3995642,0,25284.85646,0,0,0,0,0,0,0,115575.0501
3.675463201,0.675705841,0,0,136.5523441,254.3769468,0,252.1248319,11.45488352,0,37.14008553,1435.393394,0,0,0.025751712,0.235798812,-13.71656434,552.9461468,465.6117995,0,0,0,0,0,0,0,3136.496587
201.3070605,0.121902294,0,0,120.6665268,224.7818645,0,211.8805981,9.626451921,0,211.4580232,3663.124254,0,0,0.022802712,0.209028145,-12.12153761,638.5853767,1188.241414,0,0,0,0,0,0,0,6457.903765
441.0158804,0,0,0,0.214778936,0.400102242,0,204.8249989,97.09683908,0,3.246020765,493.8759028,0,0,4.05E-05,0.000372061,-0.021574147,1.47E-07,25.20395726,0,0,34.40671051,599.0544905,0,0,0,1899.31852
1980.913385,0,0,0,0.964726061,1.797133717,0,920.0096199,436.1285317,0,14.58010666,2218.335575,0,0,0.000181497,0.001671182,-0.096908842,6.59E-07,113.2082669,0,0,154.5441466,2690.764785,0,0,0,8531.151221
230.8505679,0,0,0,0.112426864,0.209432834,0,107.2152955,50.82517439,0,1.69912402,258.5184969,0,0,2.13E-05,0.000194754,-0.01129379,7.68E-08,13.19296833,0,0,18.01013379,313.5740488,0,0,0,994.1965916
0,0,0,0,12278.69929,22873.43858,0,26556.7567,0,0,0,0,0,0,2.313293791,21.27036559,-1233.376131,0,374.2605357,0,0,0,0,0,0,0,60873.36263
0,0,0,0,1163.48599,2167.309769,0,682.8532957,158.0591219,0,419.8553091,80.9338767,0,0,0.219189791,2.015414995,-116.9013418,209.5411982,2288.122671,0,0,0,0,0,0,0,7055.494495
0,0,0,0,7066.801253,13163.44442,0,4147.4004,959.9931195,0,2550.047115,491.5626749,0,0,1.331890243,12.24089129,-710.1660237,1272.676364,13897.21767,0,0,0,0,0,0,0,42852.54977
0,0,0,0,4649.183662,0,0,0,0,0,0,6.269738671,0,0,0,8.053630903,-467.0519066,0,0,0,0,0,0,0,0,0,4196.455125
0,0,0,0,345424.4089,0,0,0,0,0,0,465.8154216,0,0,0,598.351171,-34706.6414,0,0,0,0,0,0,0,0,0,311781.9341
0,0,0,0,0,0,0,734.8657556,128.7382708,0,0.317741731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.9217682
0,0,0,0,0,0,0,4.324396811,0.757574242,0,0.001869785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.083840839
0,0,0,0,0,0,34577.61012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34577.61012
0,0,0,0,14300.18402,0,0,43.26736495,10.01503801,0,26.60312691,28.84945076,0,0,0,24.77144435,-1436.685965,0,815.6174529,0,0,0,0,0,0,0,13812.62193
0,0,0,0,44.32459557,82.56915357,0,32.86032522,7.606134704,0,20.20431341,3.286778805,0,0,0.008345294,0.076782337,-4.452706687,10.03274672,92.92219042,0,0,0,0,0,0,0,289.4386594
0,0,0,0,224.2673023,417.7764071,0,166.2638893,38.48487591,0,102.2280731,16.63016492,0,0,0.042195144,0.387823014,-22.52765378,50.76284179,470.1598257,0,0,0,0,0,0,0,1464.475745
0,0,0,0,1970.293529,0,0,78.95700247,18.27606978,0,48.54705525,22.37586222,0,0,0,3.413133036,-197.9137343,0,632.5993485,0,0,0,0,0,0,0,2576.548265
0,0,0,0,940.4927064,0,0,37.68751442,8.72347761,0,23.17233161,10.68037797,0,0,0,1.629146199,-94.49438386,0,301.950382,0,0,0,0,0,0,0,1229.841552
0,0,0,0,99.23257695,0,0,3.976584879,0.920454684,0,2.445020451,1.12693634,0,0,0,0.17189879,-9.968311491,0,31.86018877,0,0,0,0,0,0,0,129.7653494
0,0,0,0,147.5366595,0,0,5.912230819,1.368496011,0,3.635160749,1.675484861,0,0,0,0.255932549,-14.82157961,0,47.36848217,0,0,0,0,0,0,0,192.930867
0,0,0,0,16.32621699,0,0,0.654230658,0.151433879,0,0.402256557,0.185404393,0,0,0,0.028280916,-1.640274813,0,5.241661609,0,0,0,0,0,0,0,21.34921018
0,0,0,0,0.660840154,1.231038006,0,3.187521115,0.737811169,0,1.959861177,0.42268663,0,0,1.25E-04,0.001144761,-0.066384066,0.023900604,11.94998808,0,0,0,0,0,0,0,20.10853219
0,0,0,0,44.64434491,83.1639936,0,129.659085,30.01201172,0,79.72145046,9.150044421,0,0,0.008410748,0.077335489,-4.485085085,0.04793378,258.685546,0,0,0,0,0,0,0,630.685071
0,0,0,0,379.367705,706.7061371,0,359.8528016,83.29463768,0,221.2570551,23.75026672,0,0,0.071472373,0.657177007,-38.10720113,9.493506662,671.4558347,0,0,0,0,0,0,0,2417.799393
0,0,0,0,317.4099254,591.2889631,0,22.78422473,5.273833452,0,14.00897934,3.724606519,0,0,0.059799714,0.549848784,-31.88325335,124.3508158,105.3002397,0,0,0,0,0,0,0,1152.867983
0,0,0,0,352.8128232,657.2393389,0,55.03391082,12.73862435,0,33.83783865,9.619200646,0,0,0.066469572,0.611177063,-35.43944974,57.61931068,271.9492996,0,0,0,0,0,0,0,1416.088544
0,0,0,0,303.0808183,564.5941067,0,67.32636294,15.58394149,0,41.39590612,26.34403318,0,0,0.057099942,0.525024824,-30.44449881,8.290156249,744.7855218,0,0,0,0,0,0,0,1741.538473
0,0,0,0,0.173806493,0.323776556,0,0.038609503,0.008936889,0,0.023739221,0.015107455,0,0,3.27E-05,0.000301085,-0.017458516,0.004754138,0.427110535,0,0,0,0,0,0,0,0.99871609
