HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC,ROWSUM
0,0,0,0,80.46237829,155.5664241,0,180.6173419,0,0,0,0,0,0,0.015696828,0.144206627,-5.340813216,0,2.545414106,0,0,0,0,0,0,0,414.0106486
0,0,0,0,32.48292597,62.80325086,0,72.91648114,0,0,0,0,0,0,0.006355826,0.058401718,-2.155945367,0,1.027601435,0,0,0,0,0,0,0,167.1390716
0,0,0,0,16.74860991,32.31206949,0,37.51529376,0,0,0,0,0,0,0.003267866,0.030047495,-1.130935216,0,0.528697616,0,0,0,0,0,0,0,86.00705092
0,0,0,0,22.24724662,43.01316528,0,49.9395909,0,0,0,0,0,0,0.004351915,0.03999861,-1.476636864,0,0.70379144,0,0,0,0,0,0,0,114.4715079
0,0,0,0,3.484956309,6.735934208,0,7.820624138,0,0,0,0,0,0,0.000681235,0.006263849,-0.231842667,0,0.110214927,0,0,0,0,0,0,0,17.926832
0,0,0,0,2.103054452,4.065966921,0,4.72071105,0,0,0,0,0,0,0.000410842,0.003781006,-0.139618411,0,0.066528299,0,0,0,0,0,0,0,10.82083416
0,0,0,0,25.068824,48.46847631,0,56.27337265,0,0,0,0,0,0,0.004900718,0.045050867,-1.663907636,0,0.793052511,0,0,0,0,0,0,0,128.9897694
2796.766697,0.303653562,0,0,10.4303938,20.16540971,0,361.9927897,17.60405966,0,4.859550163,1452.773709,0,0,0.002039419,0.018752128,-0.692546359,0,3.940448492,0,0,0,0,0,0,0,4668.164957
140.0549473,0.015206243,0,0,0.522327186,1.009835397,0,18.12773149,0.881569124,0,0.243354627,72.75142621,0,0,1.02E-04,0.000939062,-0.034679899,0,0.197328219,0,0,0,0,0,0,0,233.7700872
1308.36189,0.142055242,0,0,4.879448804,9.433784142,0,169.3475059,8.235533083,0,2.273395281,679.6367534,0,0,0.000954416,0.008772623,-0.323927736,0,1.843421038,0,0,0,0,0,0,0,2183.839587
0,0,0,0,2935.711342,5672.349191,0,6585.76964,0,0,0,0,0,0,0.573567852,5.278854569,-195.8460821,0,92.81230013,0,0,0,0,0,0,0,15096.64881
5827.79696,3.529027723,0,0,312.7159973,604.6039478,0,3489.329421,408.9743595,0,1104.303937,5566.013368,0,0,0.061125599,0.562230596,-20.75781607,30113.57953,1805.499114,0,0,0,0,0,0,0,49216.2112
265.3555538,0.160687551,0,0,14.23879128,27.52948843,0,158.8799648,18.62186798,0,50.28237504,253.4378102,0,0,0.002782156,0.025651986,-0.945086367,1371.164449,82.20996097,0,0,0,0,0,0,0,2240.964297
16911.02586,10.24058887,0,0,765.8646067,1480.737742,0,12598.07747,786.4695151,0,323.1359376,26029.459,0,0,0.149753672,1.376961011,-50.83248162,1143.392419,8443.415792,0,0,0,0,0,0,0,68442.51316
1627.909879,0.985793206,0,0,73.72457855,142.5407489,0,1212.732914,75.70817606,0,31.10614205,2505.682454,0,0,0.014415788,0.132550856,-4.893243956,110.0667641,812.7913378,0,0,0,0,0,0,0,6588.502511
5.462254873,1.004193857,0,0,195.528853,378.0398982,0,374.6929388,17.02356702,0,55.1953875,2133.196341,0,0,0.038232877,0.351545169,-12.97761977,821.7556962,691.9645804,0,0,0,0,0,0,0,4661.27587
3243.077533,1.997777477,0,0,80.89648735,156.4062259,0,937.2545977,42.58264514,0,138.0654006,5436.136628,0,0,0.015818066,0.145444577,-5.369492159,163.1264496,1763.369797,0,0,0,0,0,0,0,11957.70531
0,0,0,0,5317.344604,10280.5837,0,11936.06982,0,0,0,0,0,0,1.040073536,9.560074359,-352.9471115,0,168.2133076,0,0,0,0,0,0,0,27359.86447
180.9182265,0.109554838,0,0,551.0884282,1065.468083,0,1405.4225,63.85309575,0,1402.619522,7282.697446,0,0,0.107755583,0.990795309,-36.58193794,26.11485981,2362.355768,0,0,0,0,0,0,0,14305.1641
5091.209138,30.19856863,0,0,34.68341076,67.05487323,0,898.1333609,288.2236693,0,188.9851258,1791.889847,0,0,0.006787158,0.062385723,-2.302779136,1.973664872,581.2518432,0,0,0,0,0,0,0,8971.369896
7013.556575,3.679614448,0,0,62.17323753,120.206471,0,1054.45485,1282.524395,0,305.192649,3008.197676,0,0,0.012157021,0.111781863,-4.126739841,0.033615982,975.7968367,0,0,0,0,0,0,0,13821.81312
7547.340888,4.570342404,0,0,424.5591198,820.8505066,0,3659.354447,174.7623783,0,3838.891769,69475.31232,0,0,0.082955699,0.763321628,-28.1792542,129.9956013,22536.3481,0,0,0,0,0,0,0,108584.6525
23758.15433,12.46455895,0,0,210.6094394,407.1950107,0,3571.927119,4344.504336,0,1033.828902,10190.15927,0,0,0.041181464,0.37865696,-13.97910687,0.113872907,3305.475986,0,0,0,0,0,0,0,46820.87355
3159.376069,1.913171623,0,0,863.2483723,1669.010329,0,3680.257684,167.2065491,0,542.132578,64253.26428,0,0,0.168454642,1.556929271,-57.29916166,0,20801.596,0,0,0,0,0,0,0,95082.43126
3.023804943,0.555903305,0,0,108.2412229,209.2759553,0,207.42314,9.423934526,0,30.55515437,1180.898377,0,0,0.021185938,0.193991721,-7.184193497,454.9088844,383.0589027,0,0,0,0,0,0,0,2580.396264
165.6132381,0.100287601,0,0,95.64755617,184.9254288,0,174.3117068,7.919570171,0,173.9640593,3013.609772,0,0,0.018759527,0.171965027,-6.348781625,525.3567714,977.5524081,0,0,0,0,0,0,0,5312.842741
362.8247383,0,0,0,0.170249688,0.329164987,0,168.5099733,79.88178124,0,2.670508362,406.3127821,0,0,3.33E-05,0.000306095,-0.011299684,1.21E-07,20.73535059,0,0,28.30647577,492.8434356,0,0,0,1562.5735
1629.686844,0,0,0,0.764705276,1.478490888,0,756.8862723,358.8002685,0,11.99496433,1825.011073,0,0,0.000149316,0.001374871,-0.050757016,5.42E-07,93.13574689,0,0,127.1425217,2213.675688,0,0,0,7018.527342
189.918507,0,0,0,0.089116374,0.17229809,0,88.2048449,41.81331222,0,1.397850652,212.6803254,0,0,1.75E-05,0.000160222,-0.00591524,6.32E-08,10.85371001,0,0,14.81673907,257.9739227,0,0,0,817.9148889
0,0,0,0,9732.999048,18818.01442,0,21848.28611,0,0,0,0,0,0,1.903150493,17.49916371,-645.9936004,0,307.9047399,0,0,0,0,0,0,0,50080.61303
0,0,0,0,922.2004922,1782.930248,0,561.7470163,130.0268164,0,345.3925882,66.57998729,0,0,0.180315761,1.657974512,-61.22829586,172.3783771,1882.316585,0,0,0,0,0,0,0,5804.182105
0,0,0,0,5601.011726,10828.37048,0,3411.689726,789.6991723,0,2097.692218,404.3639789,0,0,1.095625168,10.06946979,-371.9568547,1046.915286,11431.97911,0,0,0,0,0,0,0,35250.92994
0,0,0,0,3685.184019,0,0,0,0,0,0,5.157988747,0,0,0,6.625561247,-244.6233027,0,0,0,0,0,0,0,0,0,3452.344266
0,0,0,0,273789.5661,0,0,0,0,0,0,383.2012509,0,0,0,492.2312713,-18177.96507,0,0,0,0,0,0,0,0,0,256487.0335
0,0,0,0,0,0,0,604.5043253,105.9007593,0,0.261375971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710.6664606
0,0,0,0,0,0,0,3.55702103,0.623140667,0,0.001537987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.181699683
0,0,0,0,0,0,28445.92321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28445.92321
0,0,0,0,11334.85032,0,0,35.59454145,8.23902001,0,21.88545812,23.73342986,0,0,0,20.37859721,-752.4792441,0,670.9798314,0,0,0,0,0,0,0,11363.18195
0,0,0,0,35.13416599,67.92835274,0,27.03367621,6.257448197,0,16.62177301,2.703981577,0,0,0.006865543,0.063167629,-2.332151524,8.253783996,76.44563442,0,0,0,0,0,0,0,238.1166978
0,0,0,0,177.7700074,343.7039574,0,136.7850261,31.6614436,0,84.10286623,13.6816091,0,0,0.034713875,0.31906135,-11.7990934,41.76250577,386.7997091,0,0,0,0,0,0,0,1204.821806
0,0,0,0,1561.797671,0,0,64.95798321,15.03573587,0,39.93969757,18.40863808,0,0,0,2.807987024,-103.6593806,0,520.4399429,0,0,0,0,0,0,0,2119.728275
0,0,0,0,745.455386,0,0,31.00364933,7.176372464,0,19.06272818,8.786217359,0,0,0,1.340217794,-49.49241816,0,248.3996066,0,0,0,0,0,0,0,1011.73176
0,0,0,0,78.65788581,0,0,3.271496952,0.757248942,0,2.011494083,0.927119354,0,0,0,0.14141943,-5.221007012,0,26.21106141,0,0,0,0,0,0,0,106.756719
0,0,0,0,116.9447761,0,0,4.863856994,1.125830351,0,2.990563558,1.378383052,0,0,0,0.210549851,-7.762956761,0,38.96896626,0,0,0,0,0,0,0,158.7199694
0,0,0,0,12.94067394,0,0,0.538209207,0.124578552,0,0.330920265,0.152524725,0,0,0,0.02326557,-0.859111025,0,4.312103847,0,0,0,0,0,0,0,17.56316508
0,0,0,0,0.5238228,1.012762705,0,2.62234187,0.606989899,0,1.612358267,0.34774008,0,0,1.02E-04,0.000941784,-0.034769346,0.019662789,9.831136155,0,0,0,0,0,0,0,16.54308948
0,0,0,0,35.387086,68.41673041,0,106.6669634,24.69005667,0,65.58464484,7.527489906,0,0,0.006919291,0.06362178,-2.349110047,0.039433802,212.8134845,0,0,0,0,0,0,0,518.8473205
0,0,0,0,300.7140741,581.4070817,0,296.0508707,68.52649167,0,182.0281613,19.5393425,0,0,0.058800315,0.54065947,-19.95904366,7.810307161,552.4066608,0,0,0,0,0,0,0,1989.123406
0,0,0,0,251.6025828,486.454669,0,18.74462943,4.338793833,0,11.52521666,3.064241589,0,0,0.04919735,0.452361747,-16.69918616,102.3036767,86.6307279,0,0,0,0,0,0,0,948.4669109
0,0,0,0,279.6654568,540.7120306,0,45.27650112,10.48009002,0,27.838453,7.913734321,0,0,0.054684641,0.50281651,-18.56178107,47.40351442,223.7331963,0,0,0,0,0,0,0,1165.018697
0,0,0,0,240.2430789,464.4905349,0,55.38927517,12.82088005,0,34.05633596,21.67318773,0,0,0.046976018,0.431936959,-15.94562348,6.820296324,612.7336812,0,0,0,0,0,0,0,1432.76056
0,0,0,0,0.137771947,0.266371774,0,0.031764134,0.0073524,0,0.019530316,0.012428941,0,0,2.69E-05,0.000247704,-0.00914408,0.003911241,0.351384894,0,0,0,0,0,0,0,0.821646199
