HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC,ROWSUM
0,0,0,0,90.64885551,171.513441,0,199.1323127,0,0,0,0,0,0,0.0173059,0.158989158,-7.82665931,0,2.806342914,0,0,0,0,0,0,0,456.4505878
0,0,0,0,36.59493804,69.24064078,0,80.3904863,0,0,0,0,0,0,0.007007304,0.064387946,-3.159415841,0,1.13293151,0,0,0,0,0,0,0,184.270976
0,0,0,0,18.90563083,35.68890411,0,41.43590129,0,0,0,0,0,0,0.00360938,0.033187666,-1.657321512,0,0.583950171,0,0,0,0,0,0,0,94.99386193
0,0,0,0,25.06362068,47.42222286,0,55.05864062,0,0,0,0,0,0,0.004798007,0.044098661,-2.1639277,0,0.775933468,0,0,0,0,0,0,0,126.2053866
0,0,0,0,3.927147404,7.428188135,0,8.624351966,0,0,0,0,0,0,0.000751246,0.006907587,-0.339752298,0,0.121541747,0,0,0,0,0,0,0,19.76913579
0,0,0,0,2.369347187,4.482850466,0,5.204725504,0,0,0,0,0,0,0.000452966,0.004168673,-0.204602874,0,0.073349444,0,0,0,0,0,0,0,11.93029137
0,0,0,0,28.24237764,53.43670158,0,62.04163304,0,0,0,0,0,0,0.005403062,0.049668773,-2.438362411,0,0.874343771,0,0,0,0,0,0,0,142.2117654
3083.549318,0.334791672,0,0,11.75128023,22.23326867,0,399.1132869,19.40926536,0,5.357872018,1601.748175,0,0,0.00224855,0.020675062,-1.014887469,0,4.344521202,0,0,0,0,0,0,0,5146.849815
154.4158521,0.016765512,0,0,0.588471795,1.113385346,0,19.9865747,0.971966469,0,0.268308555,80.21146028,0,0,1.13E-04,0.001035355,-0.050821428,0,0.217562533,0,0,0,0,0,0,0,257.7406739
1442.499979,0.156619606,0,0,5.49727279,10.40099286,0,186.7100384,9.079889838,0,2.506477541,749.3172315,0,0,0.001052268,0.009672045,-0.474697753,0,2.032419733,0,0,0,0,0,0,0,2407.736948
0,0,0,0,3309.246528,6257.121707,0,7264.708285,0,0,0,0,0,0,0.632697977,5.823061027,-287.0013423,0,102.3804844,0,0,0,0,0,0,0,16652.91142
6425.219776,3.890802109,0,0,352.3071629,666.5842549,0,3847.034179,450.8999151,0,1217.510438,6136.607091,0,0,0.067391823,0.619867046,-30.4194039,33200.63993,1990.587865,0,0,0,0,0,0,0,54261.54927
292.5557254,0.177158842,0,0,16.04134463,30.35140106,0,175.1659695,20.53070419,0,55.43657431,279.4164752,0,0,0.003067341,0.028281445,-1.384970549,1511.715781,90.63690023,0,0,0,0,0,0,0,2470.674413
18644.44724,11.2902767,0,0,862.8168676,1632.517333,0,13889.4142,867.08475,0,356.258238,28697.54837,0,0,0.165103825,1.518103208,-74.4921231,1260.593209,9308.888559,0,0,0,0,0,0,0,75458.05013
1794.772748,1.086838413,0,0,83.0574116,157.1513786,0,1337.039764,83.46837187,0,34.29456589,2762.518472,0,0,0.015893427,0.146137507,-7.170771905,121.3487641,896.1036069,0,0,0,0,0,0,0,7263.833181
6.022142569,1.107125056,0,0,220.2809316,416.7894881,0,413.0994609,18.76850516,0,60.85298776,2351.85179,0,0,0.042151797,0.387579014,-19.01796683,905.9867425,762.8918656,0,0,0,0,0,0,0,5139.062803
3575.512029,2.202562576,0,0,91.13766363,172.4388746,0,1033.32925,46.9476414,0,152.2179962,5993.375755,0,0,0.01743952,0.160353585,-7.868686676,179.8479646,1944.126595,0,0,0,0,0,0,0,13183.44544
0,0,0,0,5990.516941,11334.44073,0,13159.62983,0,0,0,0,0,0,1.146690907,10.54007237,-517.224004,0,185.4567621,0,0,0,0,0,0,0,30164.50702
199.4652354,0.120786134,0,0,620.8607761,1174.697288,0,1549.503008,70.39916034,0,1546.412676,8029.301935,0,0,0.118802424,1.092369242,-53.60875835,28.79209194,2604.538755,0,0,0,0,0,0,0,15771.69412
5613.243959,33.29513478,0,0,39.07547734,73.93069088,0,990.2281023,317.7781714,0,208.3636915,1975.630524,0,0,0.007483115,0.068782766,-3.374592414,2.17604479,640.8535021,0,0,0,0,0,0,0,9891.276971
7732.487421,4.056798761,0,0,70.04412529,132.5284129,0,1162.543301,1413.991453,0,336.4768722,3316.557422,0,0,0.013403194,0.123240228,-6.047503533,0.037061838,1075.822333,0,0,0,0,0,0,0,15238.63434
8320.96539,5.038817195,0,0,478.3051169,904.9903228,0,4034.450044,192.676084,0,4232.390518,76596.75521,0,0,0.091458925,0.841564549,-41.2951012,143.3205684,24846.39624,0,0,0,0,0,0,0,119714.9262
26193.49348,13.74225031,0,0,237.2716439,448.9349189,0,3938.070874,4789.841846,0,1139.802507,11234.71114,0,0,0.045402809,0.417471549,-20.48558946,0.125545557,3644.306915,0,0,0,0,0,0,0,51620.27841
3483.237498,2.109288622,0,0,972.5344645,1840.098637,0,4057.51662,184.3466981,0,597.7059583,70839.7917,0,0,0.185722732,1.716528281,-83.96867647,0,22933.94342,0,0,0,0,0,0,0,104829.2179
3.333749417,0.612884297,0,0,121.94356,230.7270809,0,228.684349,10.38990313,0,33.68710736,1301.94238,0,0,0.023357531,0.213876188,-10.52802872,501.5377845,422.3230629,0,0,0,0,0,0,0,2844.891067
182.5900859,0.110568074,0,0,107.756521,203.8821164,0,192.1803828,8.731404535,0,191.797098,3322.534615,0,0,0.020682564,0.189593145,-9.30377993,579.2110426,1077.76121,0,0,0,0,0,0,0,5857.46154
400.0143422,0,0,0,0.191801458,0.362904466,0,185.7822803,88.06968033,0,2.944236021,447.9599263,0,0,3.67E-05,0.00033747,-0.016559047,1.33E-07,22.86072832,0,0,31.20789538,543.3599897,0,0,0,1722.7376
1796.738706,0,0,0,0.861513601,1.630045146,0,834.4716933,395.5794662,0,13.22452073,2012.085747,0,0,0.000164622,0.001515804,-0.074381532,5.98E-07,102.6827243,0,0,140.1753992,2440.590835,0,0,0,7737.96795
209.386788,0,0,0,0.100398449,0.189960275,0,97.24667632,46.09957247,0,1.541143573,234.4820716,0,0,1.93E-05,0.000176647,-0.008668449,6.96E-08,11.96631801,0,0,16.33559506,284.4186913,0,0,0,901.7587427
0,0,0,0,10965.09589,20746.87252,0,24087.74893,0,0,0,0,0,0,2.098224594,19.2928388,-946.6670377,0,339.4651659,0,0,0,0,0,0,0,55213.90654
0,0,0,0,1038.980581,1965.750472,0,619.3481004,143.3596609,0,380.8088645,73.40704528,0,0,0.198805193,1.827981876,-89.72660013,190.0539162,2075.327803,0,0,0,0,0,0,0,6399.336631
0,0,0,0,6310.441147,11938.98829,0,3761.611569,870.6951044,0,2312.84318,445.8377939,0,0,1.207998569,11.10225053,-545.081706,1154.292731,12604.50637,0,0,0,0,0,0,0,38866.44472
0,0,0,0,4151.751487,0,0,0,0,0,0,5.686763978,0,0,0,7.304785816,-358.4815967,0,0,0,0,0,0,0,0,0,3806.26144
0,0,0,0,308460.2089,0,0,0,0,0,0,422.4945544,0,0,0,542.7044697,-26638.77836,0,0,0,0,0,0,0,0,0,282786.6295
0,0,0,0,0,0,0,666.5073837,116.7628337,0,0.288184894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.5584024
0,0,0,0,0,0,0,3.922003566,0.687080536,0,0.001695798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6107799
0,0,0,0,0,0,31362.30224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31362.30224
