HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC,ROWSUM
0,0,0,0,110.9194085,203.4197601,0,236.176518,0,0,0,0,0,0,0.020525283,0.188565609,-12.45735888,0,3.328401548,0,0,0,0,0,0,0,541.5958202
0,0,0,0,45.52020123,83.82003042,0,97.31760034,0,0,0,0,0,0,0.00848277,0.077945547,-5.028707067,0,1.371482883,0,0,0,0,0,0,0,223.0870361
0,0,0,0,22.87479904,41.70543937,0,48.4212814,0,0,0,0,0,0,0.004217859,0.038782536,-2.637887768,0,0.682394124,0,0,0,0,0,0,0,111.0890266
0,0,0,0,30.98337388,56.96545098,0,66.13861823,0,0,0,0,0,0,0.005763556,0.052973057,-3.44423117,0,0.932081992,0,0,0,0,0,0,0,151.6340305
0,0,0,0,4.823816318,8.851526305,0,10.2768908,0,0,0,0,0,0,0.000895194,0.008231171,-0.540769202,0,0.144830738,0,0,0,0,0,0,0,23.56542132
0,0,0,0,2.757790534,4.993145058,0,5.797193019,0,0,0,0,0,0,0.000504528,0.004643204,-0.325657644,0,0.081699003,0,0,0,0,0,0,0,13.3093177
0,0,0,0,35.00172716,64.39356427,0,74.76288331,0,0,0,0,0,0,0.006510926,0.059853045,-3.881037161,0,1.053622514,0,0,0,0,0,0,0,171.3971241
-259.314291,-0.124865028,0,0,-0.764361069,-8.292194691,0,-148.8546343,-7.238944913,0,-1.998289975,-597.3933887,0,0,-0.000838627,-0.007711041,-1.615352978,0,-1.620347245,0,0,0,0,0,0,0,-1027.22522
149.1113524,0.015258376,0,0,0.585851177,1.01329751,0,18.18988049,0.88459149,0,0.244188943,73.00084672,0,0,1.03E-04,0.000942282,-0.080890294,0,0.198004738,0,0,0,0,0,0,0,243.1634264
1012.272756,0.092023713,0,0,4.007044263,6.111227124,0,109.7037049,5.334997324,0,1.472710706,440.2702562,0,0,0.000618273,0.005682925,-0.755556111,0,1.1941724,0,0,0,0,0,0,0,1579.709638
