HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC,ROWSUM
0,0,0,0,85.47648339,163.3454567,0,189.6490349,0,0,0,0,0,0,0.016481741,0.151417618,-6.598512884,0,2.672696451,0,0,0,0,0,0,0,434.713058
0,0,0,0,34.50698789,65.94344106,0,76.56233731,0,0,0,0,0,0,0.00667362,0.061321829,-2.663645536,0,1.078981959,0,0,0,0,0,0,0,175.4960981
0,0,0,0,17.81036358,33.95930589,0,39.42778524,0,0,0,0,0,0,0.003434458,0.031579286,-1.397257363,0,0.555650082,0,0,0,0,0,0,0,90.39086117
0,0,0,0,23.63355468,45.16392508,0,52.43668832,0,0,0,0,0,0,0.004569521,0.041998635,-1.824367747,0,0.738982673,0,0,0,0,0,0,0,120.1953512
0,0,0,0,3.702616701,7.073619051,0,8.212686493,0,0,0,0,0,0,0.000715387,0.006577868,-0.28643893,0,0.115740205,0,0,0,0,0,0,0,18.82551677
0,0,0,0,2.234132128,4.269324748,0,4.956815662,0,0,0,0,0,0,0.000431391,0.003970112,-0.17249693,0,0.069855687,0,0,0,0,0,0,0,11.3620328
0,0,0,0,26.63094711,50.89200083,0,59.08715821,0,0,0,0,0,0,0.005145764,0.047303504,-2.055738617,0,0.832706785,0,0,0,0,0,0,0,135.4395236
2936.660659,0.318842884,0,0,11.08057573,21.1741214,0,380.1003493,18.4846478,0,5.102633995,1525.444181,0,0,0.002141434,0.019690144,-0.855633007,0,4.137557131,0,0,0,0,0,0,0,4901.669766
147.0602667,0.015966862,0,0,0.554885647,1.060347567,0,19.03448428,0.92566539,0,0.255527275,76.39046722,0,0,1.07E-04,0.000986034,-0.042846614,0,0.207198616,0,0,0,0,0,0,0,245.4630563
1373.795104,0.14915981,0,0,5.183561239,9.905593271,0,177.8170339,8.647414427,0,2.387093945,713.6272305,0,0,0.001002149,0.009211365,-0.400208967,0,1.935615524,0,0,0,0,0,0,0,2293.057812
0,0,0,0,3119.577132,5957.604077,0,6916.959223,0,0,0,0,0,0,0.602411816,5.544321134,-241.9655666,0,97.47970708,0,0,0,0,0,0,0,15855.80131
6119.222724,3.705503034,0,0,332.2040166,634.8382439,0,3663.819547,429.42585,0,1159.52662,5844.35177,0,0,0.064182293,0.590345938,-25.64604138,31619.46265,1895.786309,0,0,0,0,0,0,0,51677.35172
278.6239302,0.168722327,0,0,15.12606484,28.90603118,0,166.8243573,19.55300759,0,52.79661858,266.1103297,0,0,0.00292127,0.026934649,-1.167643262,1439.726074,86.32066305,0,0,0,0,0,0,0,2353.018012
17756.59727,10.75263172,0,0,813.5875648,1554.776567,0,13227.99782,825.79402,0,339.2931573,27330.96601,0,0,0.157241551,1.445810863,-62.80294242,1200.563536,8865.597629,0,0,0,0,0,0,0,71864.72631
1709.306401,1.035083551,0,0,78.31849308,149.6678853,0,1273.370402,79.49363743,0,32.66147075,2630.968317,0,0,0.015136587,0.13917849,-6.045546245,115.5701787,853.4314691,0,0,0,0,0,0,0,6917.932106
5.735370822,1.054404198,0,0,207.7126061,396.9421371,0,393.4278277,17.87475636,0,57.9551925,2239.857536,0,0,0.040144545,0.369122654,-16.03369895,862.8440115,726.5632561,0,0,0,0,0,0,0,4894.342666
3405.240702,2.097672647,0,0,85.93751705,164.2270301,0,984.1202815,44.71191161,0,144.9691057,5707.960592,0,0,0.016609019,0.152717264,-6.633945385,171.2832862,1851.543845,0,0,0,0,0,0,0,12555.62732
0,0,0,0,5648.701242,10794.6603,0,12532.92836,0,0,0,0,0,0,1.09208201,10.03812217,-436.0620693,0,176.6247488,0,0,0,0,0,0,0,28727.98279
189.9655479,0.115033519,0,0,585.4325765,1118.750622,0,1475.705674,67.04629799,0,1472.762524,7646.894758,0,0,0.113144286,1.040343569,-45.19656071,27.4208267,2480.493811,0,0,0,0,0,0,0,15020.5446
5345.86027,31.7090887,0,0,36.84532434,70.40893062,0,943.057625,302.6404996,0,198.4380847,1881.519445,0,0,0.007126649,0.065506232,-2.845056957,2.072386783,610.3258232,0,0,0,0,0,0,0,9420.105055
7364.254549,3.863606796,0,0,66.04753652,126.2171744,0,1107.180924,1346.654667,0,320.4532457,3158.617064,0,0,0.012764911,0.117371309,-5.098539287,0.035296887,1024.589762,0,0,0,0,0,0,0,14512.94542
7924.718694,4.798866692,0,0,451.0145933,861.8943194,0,3842.327909,183.5007713,0,4030.842378,72949.1869,0,0,0.087103614,0.801488906,-34.81514226,136.4955852,23663.20085,0,0,0,0,0,0,0,114014.0543
24946.12465,13.08782303,0,0,223.7334167,427.5559415,0,3750.533829,4561.742146,0,1085.523344,10699.69677,0,0,0.043240656,0.397590906,-17.27102467,0.119566883,3470.759366,0,0,0,0,0,0,0,49162.04665
