HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC,ROWSUM
0,0,0,0,130.8902165,229.8492536,0,266.8619624,0,0,0,0,0,0,0.023192049,0.213065164,-14.61268728,0,3.760847083,0,0,0,0,0,0,0,616.9858494
0,0,0,0,52.83931361,92.78926902,0,107.7311587,0,0,0,0,0,0,0.009390477,0.086286181,-5.898756272,0,1.518239656,0,0,0,0,0,0,0,249.0749014
0,0,0,0,27.42687477,48.04170923,0,55.7778831,0,0,0,0,0,0,0.004858675,0.044674731,-3.094285829,0,0.786069649,0,0,0,0,0,0,0,128.9877843
0,0,0,0,36.18961866,63.55100474,0,73.7846461,0,0,0,0,0,0,0.006429858,0.059097065,-4.040139929,0,1.039836358,0,0,0,0,0,0,0,170.5904928
0,0,0,0,5.67400955,9.960523532,0,11.56447025,0,0,0,0,0,0,0.001007352,0.009262445,-0.634331187,0,0.162976409,0,0,0,0,0,0,0,26.73791835
0,0,0,0,3.421328342,6.007852953,0,6.975299695,0,0,0,0,0,0,0.000607059,0.005586796,-0.382001783,0,0.098301891,0,0,0,0,0,0,0,16.12697495
0,0,0,0,40.77940245,71.61097581,0,83.14251725,0,0,0,0,0,0,0.007240689,0.066561543,-4.552520556,0,1.171715484,0,0,0,0,0,0,0,192.2258927
4508.424079,0.44869805,0,0,16.96940094,29.79770746,0,534.9038479,26.01289175,0,7.180784136,2146.71195,0,0,0.003013576,0.027709351,-1.894835668,0,5.822660344,0,0,0,0,0,0,0,7274.407907
225.7677729,0.02246948,0,0,0.849774012,1.49218161,0,26.78641256,1.302649164,0,0.359592564,107.501025,0,0,1.51E-04,0.001387604,-0.094885648,0,0.291581717,0,0,0,0,0,0,0,364.280112
2108.962881,0.209897535,0,0,7.9379672,13.93914088,0,250.2239512,12.16863288,0,3.359116196,1004.21552,0,0,0.001410223,0.012962224,-0.886279771,0,2.723796217,0,0,0,0,0,0,0,3402.868996
0,0,0,0,4784.885642,8396.27915,0,9748.335028,0,0,0,0,0,0,0.849001998,7.813823701,-535.8430332,0,137.3818773,0,0,0,0,0,0,0,22539.70149
9393.505275,5.214209675,0,0,508.7108294,893.3145334,0,5155.554632,604.2678691,0,1631.631351,8223.89707,0,0,0.090314306,0.830707052,-56.79424886,44493.42143,2667.661374,0,0,0,0,0,0,0,73521.30534
427.6993334,0.237412505,0,0,23.16227549,40.67424497,0,234.7418342,27.51342154,0,74.29116038,374.4490786,0,0,0.004110577,0.037900275,-2.585795641,2025.866875,121.4635027,0,0,0,0,0,0,0,3347.555354
27256.92308,15.13014173,0,0,1245.823754,2187.742539,0,18613.25554,1161.983493,0,477.4229876,38457.69113,0,0,0.221256249,2.034415747,-139.0797858,1689.325641,12474.87612,0,0,0,0,0,0,0,103443.3503
