HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC,ROWSUM
0,0,0,0,137.7442506,241.3424277,0,280.2058865,0,0,0,0,0,0,0.024351723,0.223719081,-15.65251782,0,3.948901077,0,0,0,0,0,0,0,647.8370188
0,0,0,0,55.60610635,97.42876014,0,113.1177487,0,0,0,0,0,0,0.009860003,0.090600516,-6.318508422,0,1.594152092,0,0,0,0,0,0,0,261.5287194
0,0,0,0,28.87823963,50.47542762,0,58.60350404,0,0,0,0,0,0,0.005104808,0.046937884,-3.314473453,0,0.825890717,0,0,0,0,0,0,0,135.5206312
0,0,0,0,38.08463335,66.72865651,0,77.47399628,0,0,0,0,0,0,0.006751361,0.062052013,-4.327633995,0,1.091829837,0,0,0,0,0,0,0,179.1202854
0,0,0,0,5.971540562,10.45943784,0,12.14372491,0,0,0,0,0,0,0.00105781,0.009726393,-0.679469834,0,0.171139762,0,0,0,0,0,0,0,28.07715744
0,0,0,0,3.600505056,6.308305082,0,7.324133739,0,0,0,0,0,0,0.000637418,0.005866191,-0.409184814,0,0.103217958,0,0,0,0,0,0,0,16.93348063
0,0,0,0,42.91474763,75.19162531,0,87.29976003,0,0,0,0,0,0,0.007602734,0.069889713,-4.876475336,0,1.230302906,0,0,0,0,0,0,0,201.837453
4733.900909,0.471139596,0,0,17.85816754,31.28803404,0,561.6569605,27.3139215,0,7.539929666,2254.079333,0,0,0.003164299,0.029095229,-2.029671099,0,6.113879575,0,0,0,0,0,0,0,7638.224863
237.0587335,0.023593261,0,0,0.894279821,1.566811091,0,28.1260994,1.367799431,0,0.377577108,112.877546,0,0,1.59E-04,0.001457003,-0.101637656,0,0.306164789,0,0,0,0,0,0,0,382.4985823
2214.426144,0.220394217,0,0,8.353673888,14.63621785,0,262.7373014,12.77716921,0,3.527100905,1054.434936,0,0,0.001480746,0.013610447,-0.949346937,0,2.860009461,0,0,0,0,0,0,0,3573.038691
