HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC,ROWSUM
0,0,0,0,70.87075808,141.1020097,0,163.8237176,0,0,0,0,0,0,0.014237352,0.130798436,-2.733892452,0,2.308743984,0,0,0,0,0,0,0,375.5163726
0,0,0,0,28.61104199,56.96434843,0,66.13733814,0,0,0,0,0,0,0.005764917,0.052972032,-1.103600244,0,0.932063952,0,0,0,0,0,0,0,151.5999292
0,0,0,0,14.71755198,29.24918094,0,33.95918716,0,0,0,0,0,0,0.002958102,0.027199268,-0.57891095,0,0.478581919,0,0,0,0,0,0,0,77.85574842
0,0,0,0,19.59533961,39.01402008,0,45.2964619,0,0,0,0,0,0,0.003947296,0.036279743,-0.755871103,0,0.638356493,0,0,0,0,0,0,0,103.828534
0,0,0,0,3.068587731,6.108039491,0,7.091619306,0,0,0,0,0,0,0.000617733,0.00567996,-0.11867723,0,0.099941167,0,0,0,0,0,0,0,16.25580816
0,0,0,0,1.852312343,3.687841256,0,4.281695672,0,0,0,0,0,0,0.000372635,0.003429381,-0.071468839,0,0.060341318,0,0,0,0,0,0,0,9.814523767
0,0,0,0,22.08059553,43.96214954,0,51.04139045,0,0,0,0,0,0,0.004445076,0.04086229,-0.851732563,0,0.719318942,0,0,0,0,0,0,0,116.9970293
2536.646407,0.275410379,0,0,9.186642825,18.28980067,0,328.3234044,15.96668487,0,4.407557551,1317.649477,0,0,0.00184973,0.01700797,-0.354505426,0,3.573942633,0,0,0,0,0,0,0,4233.98368
127.0291834,0.013791939,0,0,0.460045206,0.915912541,0,16.4417059,0.799576069,0,0.220720679,65.98495539,0,0,9.27E-05,0.000851722,-0.017752187,0,0.178975099,0,0,0,0,0,0,0,212.0280584
1186.69469,0.128844934,0,0,4.297703722,8.556497327,0,153.5991771,7.469676617,0,2.061982801,616.4345056,0,0,0.000865661,0.00795682,-0.165814373,0,1.671993651,0,0,0,0,0,0,0,1980.75808
0,0,0,0,2583.989393,5141.943282,0,5969.952274,0,0,0,0,0,0,0.519935086,4.785243269,-100.2510487,0,84.13367496,0,0,0,0,0,0,0,13685.07275
5285.916855,3.200887691,0,0,275.4368265,548.3859822,0,3164.88066,370.9466448,0,1001.622304,5048.468041,0,0,0.05544195,0.509952637,-10.62565463,27313.52474,1637.61816,0,0,0,0,0,0,0,44639.94084
240.6841964,0.145747604,0,0,12.54150116,24.96993049,0,144.1080784,16.89049727,0,45.60736437,229.8743953,0,0,0.002523484,0.023266989,-0.483777354,1243.680247,74.56647865,0,0,0,0,0,0,0,2032.61045
15338.76156,9.288491069,0,0,674.5740413,1343.069179,0,11426.79698,713.3491207,0,293.0930348,23609.42329,0,0,0.135830631,1.248940878,-26.02048269,1037.087848,7658.406479,0,0,0,0,0,0,0,62079.21432
1476.560338,0.894142225,0,0,64.93675248,129.2884771,0,1099.982937,68.6694497,0,28.21414764,2272.724615,0,0,0.013075526,0.120227362,-2.5047876,99.83365752,737.2246538,0,0,0,0,0,0,0,5975.957685
4.954420228,0.910832225,0,0,172.2222151,342.8928779,0,339.8570911,15.44085668,0,50.06377728,1934.869404,0,0,0.0346783,0.318861409,-6.643073872,745.3556541,627.6314419,0,0,0,0,0,0,0,4227.909037
2941.549646,1.812031355,0,0,71.25336235,141.8641409,0,850.1120562,38.62346486,0,125.2285791,4930.704312,0,0,0.01434736,0.131921666,-2.748572827,147.9595425,1599.418053,0,0,0,0,0,0,0,10845.92288
0,0,0,0,4683.483335,9324.704307,0,10826.26483,0,0,0,0,0,0,0.943368438,8.671187276,-180.6690115,0,152.5729861,0,0,0,0,0,0,0,24815.971
164.0955427,0.099367721,0,0,485.3905577,966.3939742,0,1274.737232,57.9156222,0,1272.194893,6605.505167,0,0,0.097735772,0.898664757,-18.7258157,23.68653136,2142.68866,0,0,0,0,0,0,0,12974.97813
4617.708167,27.38989184,0,0,30.54782653,60.81830394,0,814.6007156,261.4168647,0,171.4081955,1625.231636,0,0,0.006155906,0.056583417,-1.17876253,1.79010032,527.1913817,0,0,0,0,0,0,0,8136.98706
6361.465105,3.337497156,0,0,54.76198391,109.0301065,0,956.4154376,1163.279899,0,276.8169363,2728.506296,0,0,0.011026705,0.101388788,-2.112424166,0.030490489,885.0707632,0,0,0,0,0,0,0,12536.71451
6845.64066,4.145421958,0,0,373.9517136,744.5332129,0,3319.131683,158.5141192,0,3481.976803,63015.95368,0,0,0.075243023,0.692352992,-14.42459177,117.9094633,20441.06634,0,0,0,0,0,0,0,98489.1661
21549.22992,11.30565523,0,0,185.5042207,369.3356836,0,3239.823941,3940.570087,0,937.7077178,9242.719924,0,0,0.03735258,0.343450984,-7.155722024,0.10328547,2998.146344,0,0,0,0,0,0,0,42467.67186
