HCOAL,BCOAL,COKE,CRUDE,DIESEL,GASOLINE,JETFUEL,LFO,HFO,NAPHTA,OTHPETRO,NATGAS,OTHGAS,WASTE,BIOGASOL,BIODIESEL,BIOGAS,OTHRENEW,ELECTR,HEATPROD,NUCLEAR,HYDRO,GEOTHERM,SOLAR,WIND,OTHSOURC,ROWSUM
0,0,0,0,56.53825194,122.9376222,0,142.7343121,0,0,0,0,0,0,0.012404545,0.113960451,0,0,2.011534041,0,0,0,0,0,0,0,324.3480853
0,0,0,0,23.60465919,51.32632464,0,59.59142133,0,0,0,0,0,0,0.005194336,0.047729146,0,0,0.839813292,0,0,0,0,0,0,0,135.4151419
0,0,0,0,11.63196582,25.29272078,0,29.36561678,0,0,0,0,0,0,0.002557967,0.023520094,0,0,0.413845395,0,0,0,0,0,0,0,66.73022683
0,0,0,0,15.96370218,34.71171322,0,40.301353,0,0,0,0,0,0,0.003512004,0.032278961,0,0,0.567961145,0,0,0,0,0,0,0,91.58052051
0,0,0,0,2.471916533,5.374972349,0,6.240506097,0,0,0,0,0,0,0.000543595,0.00499827,0,0,0.087946551,0,0,0,0,0,0,0,14.18088339
0,0,0,0,1.329100334,2.89001568,0,3.355395954,0,0,0,0,0,0,0.000292019,0.002687471,0,0,0.04728711,0,0,0,0,0,0,0,7.624778569
0,0,0,0,18.08177288,39.31727788,0,45.64855341,0,0,0,0,0,0,0.003975427,0.036544938,0,0,0.643318469,0,0,0,0,0,0,0,103.731443
-2360.353862,-0.28190918,0,0,-8.609847442,-18.7213813,0,-336.0707836,-16.34344742,0,-4.51156177,-1348.741778,0,0,-0.001893377,-0.017409303,0,0,-3.658276215,0,0,0,0,0,0,0,-4097.312149
61.90586023,0.007393735,0,0,0.225813604,0.491012484,0,8.814250819,0.428645547,0,0.118326373,35.37394176,0,0,4.96873E-05,0.0004566,0,0,0.095946943,0,0,0,0,0,0,0,107.4616978
155.2535769,0.018542732,0,0,0.566317464,1.231409179,0,22.10524113,1.074999267,0,0.296750464,88.71423428,0,0,0.000124582,0.001145107,0,0,0.240625136,0,0,0,0,0,0,0,269.5029663
0,0,0,0,1497.350859,3255.862143,0,3780.154806,0,0,0,0,0,0,0.329221244,3.030000829,0,0,53.27317558,0,0,0,0,0,0,0,8590.000205
4163.788664,2.773558779,0,0,218.5298917,475.174671,0,2742.358805,321.4240619,0,867.9024705,4374.481147,0,0,0.048040269,0.441872303,0,23667.0804,1418.990813,0,0,0,0,0,0,0,38252.9944
193.1597621,0.128666461,0,0,10.13768596,22.04353627,0,127.2190827,14.9109862,0,40.26233036,202.9338677,0,0,0.00222774,0.020540174,0,1097.924988,65.82753112,0,0,0,0,0,0,0,1774.571205
