13573.21499,13177.41511,12726.35198,12222.56614,11667.68324,11062.60438,10407.6353,9702.559523,8946.683943,8138.858707,7277.465627,6360.393114,5384.988696,4347.980684,3245.383345
162905.1764,158196.6821,152833.0126,146844.2998,140249.8249,133060.2761,125279.281,116904.2734,107927.0346,98333.92881,88105.76598,77217.50434,65637.68739,53327.51474,40239.71757
1084.91379,1041.63525,996.3028351,948.9892878,899.7186048,848.4768565,795.2194512,739.8751449,682.3484619,622.520628,560.2486825,495.363816,427.6684131,356.931306,282.8820755
453632.926,443145.9121,432034.2257,420328.2543,408046.4032,395197.6007,381782.9997,367796.9354,353227.5247,338056.927,322261.1901,305809.9149,288665.631,270782.7624,252106.3744
163977.1353,156794.9358,149984.6599,143526.6842,137402.4346,131594.334,126085.7388,120860.9008,115904.914,111203.6633,106743.7931,102512.6609,98498.29442,94689.36674,91075.14943
3382.543333,3278.574451,3161.003472,3030.445129,2887.290976,2731.755788,2563.909062,2383.692832,2190.932786,1985.343109,1766.523652,1533.953818,1286.980977,1024.801369,746.4369756
880199.8675,900038.2267,920636.0838,942029.169,964254.9962,987352.9156,1011364.282,1036332.374,1062302.712,1089323.081,1117443.521,1146716.659,1177197.723,1208944.59,1242018.129
741848.9497,757438.5478,773668.0596,790567.502,808168.3853,826503.7765,845608.4031,865518.6725,886272.8341,907911.0403,930475.3962,954010.1372,978561.6936,1004178.769,1030912.534
872027.0185,877726.6407,883152.142,888325.9969,893263.641,897975.1782,902466.4908,906739.9929,910795.0567,914628.2787,918233.5951,921602.2147,924722.4725,927579.5525,930155.0313
67798.47552,64382.62152,60972.08875,57564.04555,54153.89739,50735.73797,47302.64567,43846.83901,40359.76336,36832.11374,33253.77882,29613.7521,25899.98716,22099.17546,18196.48316
296864.2176,282526.0037,268055.4366,253317.5098,238204.9105,222630.3534,206521.465,189817.1038,172464.9689,154420.0431,135643.4939,116102.2407,95768.94892,74622.29757,52647.89956
11194.14786,10803.74264,10359.38336,9863.501523,9317.646477,8722.668903,8078.845243,7385.948148,6643.290425,5849.744152,5003.729497,4103.190561,3145.549598,2127.631503,1045.572443
1663.000015,1675.388003,1717.780489,1792.659508,1903.814263,2056.5848,2258.182241,2518.103632,2848.664423,3265.677764,3789.317643,4445.212647,5265.829383,6292.220182,7576.229109
29400.6772,28217.40093,26942.2974,25579.11562,24129.82541,22595.00008,20974.07463,19265.49002,17466.78165,15574.61559,13584.76096,11492.03515,9290.203485,6971.816174,4528.011965
20.39360675,19.68236276,18.87282473,17.9694224,16.9749784,15.89104251,14.71811834,13.45579172,12.1028107,10.65712043,9.115842755,7.475232218,5.730592656,3.876139634,1.904833981
368.3750008,322.3281256,282.0371098,246.782471,215.934662,188.9428291,165.3249755,144.6593535,126.5769342,110.7548174,96.9104652,84.79665701,74.19707486,64.92244047,56.80713539
