"","year","GDP"
"1","y2016","1620698860.21525"
"2","y2017","3318874755.64515"
"3","y2018","5102243762.74161"
"4","y2019","6975115825.85462"
"5","y2020","8942027699.57688"
"6","y2021","11007805376.9563"
"7","y2022","13178153795.0509"
"8","y2023","15457653168.858"
"9","y2024","17851846257.138"
"10","y2025","20366561478.497"
"11","y2026","23007556967.6676"
"12","y2027","25782020856.6337"
"13","y2028","28696361695.4139"
"14","y2029","31757710563.6473"
"15","y2030","34973568818.5814"
