"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.000403097503989967,0.000413292445958842,0.000418651735326839,0.000420660878533203,0.000420362779234496,0.000418506866853631,0.000415641992713051,0.000412183649934623,0.000408453639789752,0.000404709527596539,0.000401169227270878,0.000398024054489626,0.000395451613238328,0.000393628503931855,0.000392736156448042
"2",0.00164560080819079,0.00168722052628984,0.00170909922994377,0.00171730133439937,0.00171608437637925,0.00170850782087829,0.00169681229055348,0.00168269398989816,0.00166746663743603,0.00165218171449687,0.00163772883154802,0.0016248890133613,0.00161438730754269,0.00160694466591543,0.0016033017567855
"3",0.00107781118469367,0.00110507065026588,0.00111940043839831,0.00112477253146117,0.00112397546640529,0.00111901308582231,0.00111135292098822,0.00110210592696729,0.00109213254142741,0.0010821214493237,0.00107265531483017,0.00106424568117612,0.00105736742980319,0.00105249275884921,0.00105010677987062
"4",0.00153567427615989,0.00157451378694463,0.00159493098802789,0.00160258518947334,0.00160144952485768,0.00159437908511271,0.0015834648185132,0.00157028962385812,0.00155607946283463,0.00154181557677277,0.00152832814975507,0.00151634603403044,0.00150654584433693,0.00149960037351634,0.00149620081140597
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.000721692147000248,0.000739944829114359,0.000749539918165902,0.000753137020560898,0.000752603312805157,0.000749280552139728,0.000744151378548828,0.000737959677755808,0.000731281592711255,0.000724578262037535,0.000718239826780217,0.000712608814937353,0.000708003204545115,0.000704739170257158,0.000703141542924096
"7",0.00144768623208467,0.00148430039400196,0.00150354776974484,0.00151076341645021,0.00150969282114241,0.00150302748907888,0.00149273856681063,0.00148031825873762,0.00146692228291051,0.00145347566142934,0.00144076101019866,0.00142946542245946,0.00142022674506073,0.0014136792220524,0.00141047444115717
"8",0.00109603387228754,0.00112375421707747,0.00113832628105678,0.00114378919965878,0.00114297865907822,0.00113793237929914,0.00113014270301992,0.00112073936823243,0.00111059736143122,0.0011004170115042,0.0010907908317608,0.00108223901518599,0.00107524447209707,0.00107028738483299,0.00106786106602396
"9",0.000180334272703816,0.000184895197673579,0.000187292790375455,0.000188191623334873,0.000188058261723511,0.000187227979669564,0.000185946317711017,0.000184399153910342,0.000182730453968247,0.000181055445976953,0.000179471617153175,0.000178064556988862,0.000176913720115935,0.000176098113159528,0.000175698902817172
"10",0.000680996968137823,0.000698220405186842,0.00070727444237384,0.000710668709164004,0.000710165097131389,0.000707029700223077,0.000702189753145307,0.000696347193966168,0.000690045677487712,0.000683720337029191,0.000677739318112577,0.000672425831599985,0.000668079923474967,0.000664999944127527,0.000663492403612252
"11",0.00283005913115449,0.002901635581111,0.00293926197597622,0.0029533677298398,0.00295127483972499,0.00293824488634081,0.00291813123404532,0.00289385096794453,0.00286766338469416,0.00284137679433913,0.0028165211227799,0.00279443955489613,0.00277637900899178,0.00276357935863464,0.00275731438305657
"12",0.00308103037758307,0.00315895426787177,0.00319991739440221,0.00321527405259171,0.00321299556374432,0.00319881010783492,0.00317691276605288,0.00315047931173314,0.00312196939782769,0.00309335169796144,0.00306629181218855,0.00304225203795002,0.00302258987251962,0.00300865514168626,0.00300183458492108
"13",0.00174212487789979,0.00178618583460408,0.00180934785100624,0.00181803105640516,0.00181674271629244,0.00180872175206809,0.00179634021122132,0.00178139378896102,0.00176527326311617,0.00174909179247598,0.00173379116263321,0.00172019821407561,0.00170908052172178,0.00170120132656022,0.00169734473874226
"14",0.00255301367014809,0.00261758322353457,0.00265152622534402,0.00266425111187161,0.00266236310318472,0.00265060870275235,0.00263246405394626,0.00261056067643786,0.00258693669786435,0.00256322340352348,0.00254080094971459,0.00252088103262961,0.00250458850343916,0.00249304185996556,0.00248739018752845
