"","year","GDP"
"1","y2016","1619821636.40289"
"2","y2017","3317120308.02042"
"3","y2018","5099524368.92321"
"4","y2019","6971334991.22316"
"5","y2020","8937079280.05115"
"6","y2021","11001572614.0468"
"7","y2022","13170508254.4194"
"8","y2023","15448453572.7324"
"9","y2024","17840937200.056"
"10","y2025","20353772014.0999"
"11","y2026","22992699055.1362"
"12","y2027","25764887651.8571"
"13","y2028","28676725668.4653"
"14","y2029","31735321432.9234"
"15","y2030","34948151273.5298"
