"","year","emission"
"1","y2016","3016234.86041056"
"2","y2017","6407099.13594334"
"3","y2018","10004346.7538776"
"4","y2019","13799599.7164895"
"5","y2020","17781804.1983211"
"6","y2021","21944663.3554193"
"7","y2022","26285755.259418"
"8","y2023","30805984.7507515"
"9","y2024","35509281.3476645"
"10","y2025","40402490.9859559"
"11","y2026","45495434.1819984"
"12","y2027","50801120.0841346"
"13","y2028","56336120.1636233"
"14","y2029","62121116.3366456"
"15","y2030","68181649.5701874"
