"","year","emission"
"1","y2016","2142482.39792209"
"2","y2017","5709905.84082265"
"3","y2018","9304077.97578413"
"4","y2019","13095160.7044468"
"5","y2020","17071879.6135713"
"6","y2021","21225884.8706748"
"7","y2022","25533008.9319351"
"8","y2023","30043995.9161508"
"9","y2024","34737097.5585294"
"10","y2025","39619206.1298086"
"11","y2026","44710299.6178016"
"12","y2027","49993143.2190801"
"13","y2028","55514696.8968573"
"14","y2029","61285637.9898965"
"15","y2030","67331631.0299937"
