6033528.78,0,0,555107.05,1046.47,83113.74,73667.36,0,0,0,17620.11,40390536.46,25292.18,18168.98,0,0,320629.8,385668.91,0,147174.73,0,0,0,0,1.67,1.93,0,0,0,0,0,2169.15,163.63,0,0,0,0,0,265.97,6836844.87,0,0,0,0,0,0,0,0,0,322758.32,1268.81,0
0,194603.95,0,96.57,0,0,1647.87,0,0,0,4863.52,393895.3,1723.78,0,0,137.89,0,1163.79,140353.61,21754.12,804.75,0,347.54,0,724.4,2873.75,0,113.57,0,5654.2,459.15,131613.39,173.44,0,356.51,0,86783.97,0,24265.3,166310.83,95.02,24.67,14.21,0,0,186.26,0,514.98,27272.14,15261.07,70835.35,0
0,0,254476.44,29538.05,0,0,0,0,0,0,251.91,2707858.17,7172.96,1810915.12,84813.15,119.29,0.05,35094.7,3452.68,452421.67,0,0,4694.32,1907.48,732.48,645.24,0,9.84,0,0,368.75,6721.81,76.36,0,0,0,0,0,110.92,244988.54,0,0,0,0,0,0,0,0,0,6321.33,7400.49,0
18647.56,48917.34,8335.72,2005593.82,676.2,13.86,9264.21,0,0,0,0,3866980.07,36189.24,293436.89,352999.9,78.78,15.06,6556.63,95079.32,0,0,0,0,0,0,3031.48,0,0,0,0,0,542402.51,0,0,0,0,0,0,47785.01,1577473.26,0,0,0,0,0,0,0,0,0,436935.39,403.51,0
905776.35,278162.7,289141.14,471906.18,336832.34,11546.66,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.41,239.24,304.46,28.27,761.8,6.69,6617.2,0,86.69,388.87,54339.46,12059.29,58.42,4399.45,11761.27,377320.87,128933.29,3712.49,1536.19,162.6,4604.75,5396.37,741.25,1611.4,89296.04,43018.12,0,0,0,1509.13,450.83,123999.94,52.02,0,0,0,0,0.99,894.02,5153.08,0,0,0,0,0,0,0,416.63,0,0,5.98,0
0,0,0,3258.64,50177.89,0,513833.69,0,0,0,0,641811.3,9808.41,0,0,155.89,0,347.75,281.9,0,0,0,0,0,251.09,1857.87,0,0,0,0,0,657797.21,0,0,0,0,0,0,29616.69,1414078.91,0,0,0,0,0,0,0,0,0,516266.29,38327.86,0
0,0,0,0,0,0,0,1135460.62,0,73154.85,1653684.99,7408.62,1002.53,846977.87,2811.42,321.28,0,1332151.85,88669.23,641440.52,12666.53,623.1,104445.4,117941.94,596.22,200000,5681945.26,1166.5,0,0,200,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,194,6000,0,0,0,0
0,0,0,0,0,0,0,0,110283.34,59.58,83432.62,81.5,0,0,0,0,0,401663.46,801.82,123105.23,316692.93,392557.9,3751.04,67468.19,443.7,572.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.15,0,0,0,0
0,0,0,3363.45,0,0,0,437915.91,45976.17,806766.29,260231.96,52.58,1321.25,202990.39,4549.01,260.52,304.35,62946.35,38411.5,1492610.94,487866.7,61700.13,46245.31,12400.99,79.2,74492.44,0,0,0,3172844.12,4992,276393.92,82.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.5,0,0,0,0
8031.73,122104.11,107006.83,96195.12,115.86,7226.87,9800.15,360468.27,10096.7,91510.64,2815001.21,549405.86,43615.76,3023173.36,148649.98,5031.83,1886313.7,1206216.93,249689.21,701572.69,90567.61,1547260.3,1121499.44,223069.15,1996.46,457643.26,1348030.61,123201.3,10601.95,870329.96,316426.31,1811673.11,121949.98,3094142.97,70669.12,433.9,1393466.66,103937.4,42276.07,1655422.73,48838.94,13840.15,2519.49,1012.38,120.95,1981.21,242314.91,425797.01,546263.46,123569.2,20929.41,0
972.73,656.22,96931.87,679424.56,308.08,1448.6,65268.06,49122.3,19893.28,78415.78,1842483.25,75172085.15,6846.18,804295.8,14695.45,2519.35,680344.46,3503007.52,20181,85887.51,86478.44,358524.45,85834.05,2364.61,12188.11,374656.65,41535.35,8108.26,197.02,370136.18,249221.15,12604139.42,15726.29,58398.12,33826.25,23.03,1075292.74,3799.97,715008.96,7071251.13,340653.34,96636.44,117265.8,3247.62,29.28,3181.43,129980.37,270.87,952967.37,294718.99,13521.89,0
0,0,0,0,1773.21,0,0,0,0,0,0,0,214140.54,33907.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244641.69,0,0,7569.38,0,34603.18,1390.7,184528.43,352282.05,61051.29,3351.81,0,0,0,0,0,0,0,0,10.38,0
4329.32,43151.91,9772.79,481.07,330.24,914.68,13137.18,97369.36,12895.65,141017.37,326396.25,1045842.3,62548.98,91030710,730998.61,1508.28,2513697.75,791948.86,67771.72,379978.04,164471.54,528319.06,182181.85,554773.55,61693.17,46597.33,939829.77,3669.05,293.15,967047.16,41226.64,1783549.48,38623.8,12651.99,1722.06,6.68,793011.26,47325.19,33484.3,75134.96,569800.32,181445.61,16312.79,796.28,1346.34,2958.15,22726.09,1052850.35,1388478.82,509107.94,240956.65,33.23
29.75,38.3,40.66,13.33,6.64,12.14,1.92,202935.31,395.46,100932.11,270.47,39048.75,1365.33,77343.5,1691684.02,1201.96,3498.39,959923.27,1434.16,2649.69,1525.46,15273,2969.58,282828.72,3972.21,2696.99,0,5799.75,68.07,1405.24,583.27,4603.33,76.36,608.28,272.37,4.21,230.2,339.33,3712.65,32.73,343.27,3651.73,7.82,4.51,0.04,42.46,20.1,27217.22,50039.26,4169.66,60.98,0
5906.37,11914.23,1792.3,454.44,1613.7,45.65,1427.57,0,0,19977.24,9617.35,5809.14,10327.52,9060.08,2334.11,1922702.75,22088.87,17841.27,2488.78,8591.9,31298.53,53117.28,47256.09,23779.54,451922.91,1660.42,0,3294.61,1106.02,1242862.09,153.94,37935.15,8323.28,263.31,1053.31,0,726.99,2639.68,9840.47,9171.36,3947.45,1666.89,0,0,0,4494.63,6834.9,10737.57,3804.23,2059.06,4927.8,0
9251.17,16436.09,2467.45,827.98,1163.1,173.08,495.75,141981.72,12718.39,60732.66,32256.31,1743063.72,23225.01,5102414.27,376498.3,676.46,13272969.9,1561839.87,148829.43,168591.04,98949.95,511838.14,718349.62,408397.75,104952.06,199420.88,536774.51,5319.59,1752.9,3335453.94,3278.32,1016685.13,192.97,259880.59,2172.09,2.98,3517.29,9406.47,37211.81,231633.5,39590.45,528883.69,4502.81,2989.94,2815.21,3583.33,54872.96,2935474.05,356446.9,316736.08,15662.24,0
19828.42,131756.43,68375.96,359386.7,20833.97,8356.02,205852.07,356394.3,12998.51,28220.05,128326.54,1910603.45,43741.06,4598968.55,468959.43,19223.02,1183025.59,37683927.03,3376153.47,299997.1,438632.18,305747.89,3296335.67,858785.38,858143.68,39212.75,282944.53,3822.42,57745.25,12232002.07,3903.7,4910526.1,4.9,59110.88,1082.56,10.76,1681.82,9340.08,253222.64,277808.61,32295.28,350951.75,12733.12,6963.62,838.29,2491.71,42249.63,1083883.79,420289.27,3151081.41,2319159.35,0
9537.63,85211.8,24042.05,4859.05,2469.58,302.07,17944.72,1711.79,173.87,20697.77,75904.3,1971660.19,4088.41,2038261.89,235410.81,1619.53,1690702.74,1249999.39,35653312.06,105630.61,285405.73,158592.02,3493038.24,356977.03,17859.76,121333.82,0,6003.02,400.98,6593711.35,4149.06,6840796.06,2561.34,286329.14,1090.24,13.43,62798.77,101167.35,17860.49,193270.08,17210.4,44036.87,1271.36,807.03,84.25,387.45,16735.84,266499.64,25888.66,6914.98,2240.51,0
42.42,12.85,36.35,17.5,1171.27,0.81,707.05,0,0,63296.32,1531782.3,51151.83,1327.75,1747202.82,8288.01,5335.09,10747.84,105809.7,69994.76,3704912.83,1108398.01,1708419.18,8701.59,287505.89,56310.99,2086.35,0,0,9.73,14759681.96,2610.94,71894.98,22670.87,87800.55,584.98,38.26,9.09,17.1,3508.93,0,159.47,1403.88,0,0.43,0.05,349.69,8650.17,72684.53,11555.21,14043.96,747.17,0
0,0,0,0,0,0,0,0,0,0,376680.58,62836.56,9048.34,216142.1,5859.93,310.24,691.18,17647.52,592513.54,95005.81,18061293.77,5651417.54,931.23,42181.33,90594.17,44778.71,0,108.51,0,3476608.18,7588.52,2.23,0,0,0,0,0,0.21,0,0,538.31,684.73,787.06,0,0,3.25,0,0,0,0,2244.82,0
21468.34,10618.62,10272.28,39222.63,2762.13,400.57,1651.17,16560.11,2796.97,31532.9,423692.15,269538.67,12.9,234473.14,99922.52,1460.47,339746.31,1948459.88,782960.98,228873.92,131476.12,110580413.5,4328967.97,5554443.97,84456.89,78942.77,1327619.41,3163.37,3118.98,84085915.2,1301.01,8907260.67,3769.63,4612.43,693.8,6.52,346.66,250.71,5069.99,11429.15,46819.81,158712.76,22608.43,104012.34,815.78,3929.18,3905.63,865750.33,750584.11,226129.15,6671.06,103.68
53742.41,23038.29,22382.15,1937.24,3117.32,3885.11,1595.85,77025.28,41427.43,36579.17,163000.1,465401.06,3535.64,3644514.27,850363.41,14101.62,223916.72,660154.19,461060.9,40457.35,849735.17,16313464.79,42008842.99,2909567.06,14302.6,261978.22,2111254.13,5842.77,2377.1,1771391.82,223888.44,6371542.96,50345.22,811741.18,1114.19,0,133.11,24074.69,17794.26,31518.67,78501.15,5361.26,4107.55,786.34,88.61,1727.14,46538.67,799986.02,453865.4,558227.86,531577.8,11.97
22957.75,25900.48,28203.77,20666.53,2329.58,3993.21,20459.36,64083.75,31634.54,23151.39,1639003.18,361594.16,4132.18,2086642.97,46493.06,11466.81,74299.25,88267.87,105339.24,36463.53,122689.08,326485.18,9026200.65,88475222.85,10737,36138.05,699843.47,1942.23,343.55,1074972.11,2862804.14,590761.43,86.48,6791172.41,5021.49,105.42,341611.8,305401.14,68082.13,73195.4,23053.22,184123.75,14760.72,14037.8,662.01,1947.81,48956.18,242619.55,145900.01,113945.06,15361.41,140.89
0,0,5.35,0,1.13,0.24,35.72,515.5,406.17,213.66,154.45,55229.15,1234.74,50933.21,27316.07,7976.11,28479.08,3414.72,7021.67,891.95,580.09,1460.43,360856.97,243709.35,2629496.75,19088.92,0,100.61,6.37,453268.69,8218.38,53763.61,919.45,5320.2,198.42,39.69,0,35.26,12674.39,2192.52,1072.95,25739.24,2007.04,4277.4,544.43,7945.79,401.22,437402.19,104443.65,43.54,390.3,8.17
2656.67,96935.13,14886.12,94957.24,3022.48,563.31,15994.94,58223.44,73.06,1117.97,102494.38,102077.03,10501.15,85231.9,124944.74,11397.14,180470.57,153199.62,195032.81,1521.43,320571.38,340113.65,871470.39,109141.74,42094.33,1700397.74,10156.8,562.76,9400.53,262284.16,23054.5,218572.03,1447.28,38322.15,1211.82,39.95,5183.42,5124.17,20111.03,166502.04,32788.57,25293.1,4958.44,9706.46,1408.29,4816.59,4898.31,85562.55,596969.62,25909.05,165167.22,13.68
709.3,901.31,93.54,107.55,287.46,354.08,263.22,69769.34,413.05,481.12,114.08,311.83,562.08,172.66,948.24,448.23,706.56,634.45,386.41,646.39,325.74,787.89,332.3,162.37,72.33,129.41,49141413.69,360.71,144.05,5729.99,438.85,436.93,257.13,425.85,277.98,20.62,154,328.86,142.03,132.16,302.87,427.91,356.27,412.85,197.31,33.88,78.6,351107.28,105.9,87.9,55.57,46.69
0,0,0,0,0,0,0,0,0,534.38,76069.1,38997.05,2659.36,50963.63,17088.63,636.17,11150.05,52935.45,11352.97,11174.61,24904.69,46184.91,77511.72,1349370.36,9283.32,15564.24,5794.43,6341811.22,217.71,93629.98,2562.59,39331.19,162.95,5712.78,1709.14,0,5759,7412.78,27069.6,60013.38,3364.64,2524.92,6603.59,489.77,58.37,2376.63,36.27,1190.46,54165.31,157961.7,10263.23,0
936.49,331.62,328.04,13135.56,48.17,49.58,18.13,28552.56,4256.68,18314.37,11438.45,14946.59,2322.91,61882.33,38404.27,850.91,17613.71,49735.17,27436.96,5289.12,5521.17,20088.8,42532.17,26984.44,6422.81,19263.25,102353.93,21968.46,102828.99,56247.45,7299.37,14122.96,2572.25,2982.75,355.8,9.56,2459.45,23424.74,29982.91,16240.92,2561.26,2874.36,1968.02,2035.69,244.31,5065.44,110.48,14874,53956.33,15708.5,37177.45,0
2639.84,5232.05,7836.88,224393.36,4233.3,3171.34,2878,676767.95,66722.92,133277.45,21362.2,1031652.04,23158.19,204107.24,43694.89,274368.76,56954.23,26235.32,23444.6,145513.19,319054.22,3666133.02,2819114.52,516951.3,463045.06,18471.09,27731.81,9434.01,9992.36,83219287.28,7475.79,9984.86,154490.02,949739.27,4685.74,41.24,4088.61,15148.52,27776.41,103658.4,24985.1,11543.97,26249.68,35600.95,44243,1255243.54,298240.72,1132364.25,2324906.47,85864.57,8005,0
63814.69,75612.48,347946.67,49742.15,31586.05,27535.37,65905.68,78751.65,71917.76,273409.69,691430.83,2273404.89,124784.33,2249413.08,202297.93,56479.36,219043.43,643092.75,287103,221848.31,1146702.85,3046055.83,1668467.23,2614428.87,197618.12,218508.68,89030.23,57066.94,6425.43,1523461.92,7895524.24,2587776.31,22712.85,3735575.7,5471.33,108.11,42280.08,58119.31,11257.14,99134.51,68875.35,200319.79,6028.66,20751.18,10274.55,27165.87,78480.01,318476.6,251491.16,72576,162600.3,0
