59167332.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2274707.43,0.00,105544.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4660417740.09,0.00,0.00,383215.34,0.00,0.00,0.00,0.00,4889.83,0.00,30845.13,0.00,0.00,12641.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16245612.19,36355.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39844.42,0.00
0.00,6890744.71,0.00,0.00,317514.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,730236.93,0.00,683898.93,0.00,0.00,0.00,0.00,0.00,0.00,5297969.33,2371165.62,0.00,2865946.55,0.00,604433417.66,199009.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7456296.75,0.00,0.00,69476.88,0.00,0.00,0.00,0.00,0.00,821972.18,63526.51,0.00
0.00,0.00,2057705.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373569.71,0.00,2359119.12,0.00,461173.64,0.00,0.00,0.00,0.00,10032.25,7029458.52,0.00,229013543.27,0.00,165591471.03,99743.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1768782.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,549310.33,7970.26,0.00
0.00,0.00,0.00,2601353.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,353779.06,0.00,1214521.52,0.00,248294.80,0.00,0.00,0.00,0.00,140348.26,0.00,0.00,173728934.60,0.00,4513265.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7692009.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,572528.79,126765.82,0.00
0.00,0.00,0.00,0.00,18276255.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,572731.09,0.00,1045843.62,0.00,190033.66,0.00,0.00,0.00,0.00,6895919.33,0.00,0.00,6410574.26,0.00,7112624.31,1287261.34,0.00,0.00,0.00,0.00,0.00,424733.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177017.41,57265202.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6458346.75,922963.04,0.00
0.00,0.00,0.00,0.00,0.00,168341976.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9331.54,0.00,0.00,0.00,296479.05,0.00,580909188.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40724.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2641735.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,283498844.42,163607.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1006016.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,366469.12,0.00,1290548.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3021111.10,143953484.56,0.00,11406270.35,2220048.48,1205128.44,0.00,0.00,0.00,67896.17,0.00,667589.16,33585.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1110038.09,0.00,0.00,51443.20,4979727.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,274322.32,23864.89,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,370603.22,28196623.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1861578.11,557503885.81,0.00,0.00,0.00,1495408.54,0.00,0.00,0.00,0.00,0.00,0.00,8518088.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1767957.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
